gene1,gene2,p_value,statistic,depletion_p_value,q_value,SR_DD_p_value,SR_DD_q_value,depletion_q_value,SR_DD_depletion_p_value,SR_DD_depletion_q_value,survival_coef,survival_p_value,phylo_coefficient
FGFR1,ABI1,7.479140912305924e-5,64110,0.00880999950879139,0.9058441596663148,0.999925208590877,0.9999924693598324,0.14253956275966287,0.9911900004912086,1,-0.0032367727623631324,0.9599429736521414,13.983501590665105
EGFR,DEPP1,7.612294167270218e-5,64659,0.9999999989763566,0.9058441596663148,0.9999238770583272,0.9999924693598324,1,1.0236433922727883e-9,7.947298082992477e-9,0,1,9999999
KIT,SLC35D2,7.690022673040952e-5,64093,0.10541635198405253,0.9058441596663148,0.9999230997732697,0.9999924693598324,0.8941781559953551,0.8945836480159475,1,0.0067739963934505655,0.9112440370411484,17.096489592211032
BRAF,COPS7A,7.855048210772763e-5,64080,0.9999999426094625,0.9058441596663148,0.9999214495178924,0.9999924693598324,1,5.7390537544499416e-8,3.400947199298456e-7,-0.0031487448370264553,0.9591586829280077,24.44591085473824
KIT,TLCD2,8.15521012482332e-5,64057,0.2895501487715208,0.9200140743860464,0.9999184478987516,0.9999924693598324,1,0.7104498512284791,0.8574798140905997,0,1,21.131077902361564
AKT2,TRIM56,8.41127612322165e-5,64038,0.9999999999999074,0.924261008363538,0.9999158872387678,0.9999924693598324,1,9.259260025373807e-14,1.2437879581684961e-12,-0.02117024036993473,0.7309496700599033,14.236958105330036
BRAF,PHLDA1,8.549067021514977e-5,64028,0.04948222410848846,0.924261008363538,0.9999145093297848,0.9999924693598324,0.5222392991446378,0.9505177758915117,1,-0.014924031655776457,0.811987820870828,28.735751122741444
AKT1,ITIH3,9.035778762413912e-5,85793,0.9976607548645532,0.956944292034097,0.999909642212376,0.9999924693598324,1,0.00233924513544669,0.00579036726752441,-0.03959749093520114,0.5290151174459451,22.86314213939571
KDR,TRPC3,1.0394888487991248e-4,69692,0.9999999999998102,0.9999269984369378,0.99989605111512,0.9999904734629824,1,1.8984813721090177e-13,2.4438168028556914e-12,-0.02138885808840468,0.7245010983080554,20.829869055897877
HRAS,ZMAT3,1.0818663927230062e-4,63882,0.5099065011427081,0.9999269984369378,0.9998918133607276,0.9999881624726168,1,0.4900934988572919,0.6349621727954708,-0.03321731284646263,0.5898149473647163,18.83351420983482
HRAS,CMC2,1.1206144878387392e-4,63860,0.9999999997741164,0.9999269984369378,0.9998879385512162,0.9999862144538968,1,2.2588364512188264e-10,1.924453453359951e-9,0,1,9999999
NRAS,PDE4DIP,1.2020506290522688e-4,63816,0.9999989272728218,0.9999269984369378,0.9998797949370948,0.9999799971952638,1,1.0727271781973968e-6,5.140965430353669e-6,-0.028422083336748814,0.6505566475979044,19.039063370940145
HRAS,MOCS2,1.2369394107507358e-4,63798,0.9999999999999074,0.9999269984369378,0.999876306058925,0.9999784351240608,1,9.259260025373807e-14,1.2437879581684961e-12,-0.024166584844587943,0.7000502867425051,16.717357862226756
KDR,GOLGA6L22,1.261619973155006e-4,81776,0.30367580617187395,0.9999269984369378,0.9998738380026844,0.9999784351240608,1,0.696324193828126,0.8445614822412022,0,1,9999999
EGFR,IL1RL1,1.3122930547877464e-4,81767,1,0.9999269984369378,0.9998687706945212,0.9999784351240608,1,0,0,0.034051011316537566,0.5784384270132898,17.39173631838745
BRAF,LPP,1.3359671046021506e-4,64121,0.9992897652812468,0.9999269984369378,0.9998664032895398,0.9999784351240608,1,7.102347187533109e-4,0.00196760965412137,-0.009794211752592352,0.8723775289803302,21.07815637389884
CDK4,ANKRD31,1.3791803007769002e-4,74936,0.9420571863599322,0.9999269984369378,0.9998620819699224,0.9999784351240608,1,0.05794281364006781,0.10109977092772178,0.07840791409113651,0.18898128078237206,13.954801836360863
HRAS,NUDT15,1.3971861519199936e-4,63721,0.9999999246582884,0.9999269984369378,0.999860281384808,0.9999784351240608,1,7.534171164724769e-8,4.377111551634111e-7,0.04008332987252305,0.5243408971706139,18.616708790056403
AKT3,AC133551.1,1.447584136635369e-4,126853,0.9967195058083445,0.9999269984369378,0.9998552415863364,0.9999766400684812,1,0.00328049419165554,0.00782607282020109,0,1,9999999
AKT1,ABCA4,1.483035899727406e-4,64988,0.9996233536991536,0.9999269984369378,0.9998516964100272,0.9999750216526098,1,3.7664630084632833e-4,0.00111339143774958,-0.0024592548171425707,0.9674201597600949,17.79556335695755
CDK4,PLEKHG1,1.5102578078446833e-4,64414,0.02393737745929355,0.9999269984369378,0.9998489742192156,0.9999750216526098,0.3074319186279251,0.9760626225407064,1,-0.06258957813792396,0.31409706336683474,14.988312664854506
BRAF,TM4SF18,1.5165852116064753e-4,68321,0.99689960155047,0.9999269984369378,0.9998483414788394,0.9999750216526098,1,0.00310039844952991,0.00745261411480047,0.024945305655363667,0.6731926393517331,30.32204107812075
FLT3,KRT14,1.5224196466471384e-4,64411,0.6398300577900987,0.9999269984369378,0.9998477580353352,0.9999750216526098,1,0.3601699422099013,0.49108076254813954,0.049259425162984004,0.41659800527981966,24.26213361962589
CDK4,CIAO1,1.558547973225727e-4,63837,0.9999999999986096,0.9999269984369378,0.9998441452026774,0.9999750216526098,1,1.390443316040546e-12,1.6025099300353416e-11,0.103363939555464,0.08488514015846776,11.178784051085826
KIT,HSD17B3,1.5642808711308716e-4,65516,0.18049453820268865,0.9999269984369378,0.9998435719128868,0.9999750216526098,1,0.8195054617973113,0.9566399466287095,0.001844271315315349,0.9762818076474312,21.157722939814832
KIT,ATP8B3,1.5990725732545333e-4,63635,0.39100545740723386,0.9999269984369378,0.9998400927426746,0.9999750216526098,1,0.6089945425927661,0.7591013961636144,-0.18279216088222003,0.005015382259572329,19.35375480351851
BRAF,CAPN2,1.6395238198385265e-4,63619,0.17614598451551555,0.9999269984369378,0.999836047618016,0.9999747884835706,1,0.8238540154844844,0.9579455959790898,-0.0457598409651284,0.45734559278469356,24.714879881019403
BRAF,ESYT2,1.654938420531665e-4,63613,0.9999999999962496,0.9999269984369378,0.9998345061579468,0.9999747884835706,1,3.750333377183779e-12,4.084230624411243e-11,-0.01473635122556367,0.8086283910587075,19.045892535466923
FNTB,CPE,1.6848161033170916e-4,63973,0.9986536956212106,0.9999269984369378,0.9998315183896684,0.9999741130718424,1,0.00134630437878935,0.00350937026373322,0.041557259482603866,0.49643829850092275,16.69169773363583
CDK4,SDHAF1,1.6993528122473628e-4,63596,0.6395020357224984,0.9999269984369378,0.9998300647187752,0.9999741130718424,1,0.3604979642775016,0.49108076254813954,0.07186140701444871,0.24348443952272014,16.25786728748066
BRAF,HEXB,1.7206373537403293e-4,63588,5.817197416024324e-4,0.9999269984369378,0.999827936264626,0.9999741130718424,0.01619773307973975,0.9994182802583976,1,0.03655029981637579,0.5490133723028533,21.913283890023045
CDK4,RIOK1,1.731372901887656e-4,63584,1,0.9999269984369378,0.9998268627098112,0.9999741130718424,1,0,0,0.032127590077312675,0.5963808623438839,14.689205419685253
KDR,HDAC7,1.739465646299513e-4,63581,0.999918976706986,0.9999269984369378,0.99982605343537,0.9999741130718424,1,8.102329301395983e-5,2.75503297683036e-4,-0.04850765081383679,0.4237705222689366,21.7069116223495
BRAF,AP1S3,1.802695726502149e-4,63558,0.04948222410848846,0.9999269984369378,0.9998197304273498,0.9999719595575094,0.5222392991446378,0.9505177758915117,1,-0.016250113238035258,0.7946684809425243,26.062237252204888
KIT,MUC12,1.8253358403550572e-4,65594,0.5696676473952471,0.9999269984369378,0.9998174664159644,0.9999716224451694,1,0.4303323526047529,0.5714176168641022,-0.13871541538515425,0.030293668755899773,20.28190825309915
BRAF,LPGAT1,1.833690109004966e-4,63547,0.9999999999345182,0.9999269984369378,0.9998166309890996,0.9999716224451694,1,6.548184217081143e-11,6.012759684677359e-10,-0.042963150239569814,0.47742261863185687,28.594285793825183
CDK6,LCMT2,1.8718880517790232e-4,63719,0.9382313758559884,0.9999269984369378,0.999812811194822,0.9999708209981172,1,0.06176862414401152,0.10708494259610898,-0.010424461902822467,0.8616058323536855,26.45084299899759
AKT3,DCAF13,1.9059943801501937e-4,63522,0.9999130298665662,0.9999269984369378,0.999809400561985,0.99996933707676,1,8.697013343383908e-5,2.9129451894387793e-4,-0.05173750259943131,0.39477988332652175,13.024989672810905
FLT4,SCN5A,1.9424883418841e-4,69908,0.9999999960610052,0.9999269984369378,0.9998057511658116,0.9999676143476924,1,3.938994908025961e-9,2.8245455769879782e-8,-0.13416883526594559,0.03216428084946199,11.208131976858553
CDK4,BHMG1,1.9448255165388644e-4,107588,0.9482928188315328,0.9999269984369378,0.999805517448346,0.9999676143476924,1,0.05170718116846706,0.09129804262879644,0,1,9999999
BRAF,LRP10,1.9476400513882472e-4,63508,0.9324325274985362,0.9999269984369378,0.9998052359948612,0.9999676143476924,1,0.06756747250146378,0.1155679757616322,-0.12465259708893474,0.04551100003149687,26.47985615762057
BRAF,SRXN1,1.968780314990601e-4,63501,0.6913184070794791,0.9999269984369378,0.999803121968501,0.9999676143476924,1,0.3086815929205209,0.43058345468987175,-0.03180952826038568,0.5980363282171406,28.113147277114493
BRAF,TOR1B,1.975592824372823e-4,63684,0.9999993179999732,0.9999269984369378,0.9998024407175627,0.9999676143476924,1,6.82000026674956e-7,3.3806988799960057e-6,-0.04518037718188196,0.46415690901832424,26.44653017872227
CDK4,GNAZ,1.99013483206993e-4,63494,0.9999999999962496,0.9999269984369378,0.9998009865167932,0.9999676143476924,1,3.750333377183779e-12,4.084230624411243e-11,-0.007875895149244076,0.8972414234649482,19.59859314007299
HRAS,AP3S1,2.0334946306231513e-4,63480,0.9891398414417318,0.9999269984369378,0.9997966505369376,0.9999676143476924,1,0.01086015855826816,0.02289175242789039,-0.010336638890373258,0.8678207666655501,12.829186259168692
KIT,ANGPTL4,2.044083140595126e-4,63847,0.7222795060038474,0.9999269984369378,0.9997955916859405,0.9999676143476924,1,0.2777204939961526,0.3935992277211455,-0.08836899926040016,0.15173397859541218,15.666422730489524
AKT3,SLC25A32,2.1359382130777685e-4,63448,0.9999999736844576,0.9999269984369378,0.9997864061786922,0.9999636842049512,1,2.6315542522858948e-8,1.646024196562637e-7,-0.05942952748904625,0.3322744036468846,17.79563772252335
KDR,CNPY3,2.1392159112271835e-4,63447,0.9999851782868112,0.9999269984369378,0.9997860784088772,0.9999636842049512,1,1.482171318867298e-5,5.774759781070608e-5,-0.04931953157270102,0.4069899624297538,17.20713410797017
AKT1,HTR2B,2.2011231539036376e-4,73333,0.9999999993933004,0.9999269984369378,0.9997798876846096,0.9999621789605846,1,6.066994684417182e-10,4.885063581816101e-9,-0.06790957957661493,0.2811498464050038,21.44106733313202
FNTB,DEGS1,2.219303726034079e-4,63423,0.9999978730172212,0.9999269984369378,0.9997780696273966,0.9999621789605846,1,2.1269827787939732e-6,9.670876745771614e-6,0.045692072128036894,0.45637130105959095,21.211663096543756
AKT1,LDHC,2.347384946076825e-4,71891,0.6785556798752661,0.9999269984369378,0.9997652615053924,0.9999540993319898,1,0.3214443201247339,0.4469315653205934,-0.048207461578128094,0.4305942669823215,13.45920406289324
RET,POGLUT3,2.3915806767361595e-4,63374,0.9975486644609456,0.9999269984369378,0.9997608419323264,0.9999535334830804,1,0.00245133553905452,0.00604846834799222,0,1,9999999
ERBB2,CAMTA2,2.417186179345856e-4,63367,0.7835428721802179,0.9999269984369378,0.9997582813820656,0.9999528997249804,1,0.2164571278197821,0.3179356697076038,-0.0032431454146155335,0.9577860637522071,12.794987965376103
SMO,MNS1,2.4319324600350996e-4,63363,0.9999851979083758,0.9999269984369378,0.9997568067539964,0.9999528997249804,1,1.4802091624188662e-5,5.773226225907543e-5,0.08632423610879704,0.1431725799672351,16.843250284166366
BRAF,TAX1BP3,2.465418885420227e-4,63354,9.626616153915722e-4,0.9999269984369378,0.999753458111458,0.999951930090491,0.02445971165507554,0.9990373383846084,1,-0.02313361029827765,0.7050675750880973,25.914757313377724
PDCD1,MYB,2.475955975149329e-4,63721,0.9950159909883411,0.9999269984369378,0.999752404402485,0.999951930090491,1,0.00498400901165885,0.01140337447317085,-0.06150139430731688,0.32296810745706134,18.62520532366492
BRAF,IER5L,2.502714659719531e-4,63529,0.9843769576936884,0.9999269984369378,0.999749728534028,0.999951930090491,1,0.01562304230631173,0.03162617126588917,-0.0242721953832523,0.6909599341401276,28.23320023158165
CDK4,ING5,2.5221866692807414e-4,63339,0.999999997738642,0.9999269984369378,0.999747781333072,0.999951930090491,1,2.261357989752355e-9,1.6640248587298452e-8,0.03125182437145908,0.607196331322334,13.696650390449628
HRAS,NPM1,2.576267205357272e-4,63325,0.6216940893753734,0.9999269984369378,0.9997423732794642,0.999948552211685,1,0.3783059106246266,0.5115068389397397,-0.02278133460879973,0.7169367622446323,18.06494745473002
BRAF,WWP1,2.603710982892062e-4,63318,0.999999469145456,0.9999269984369378,0.9997396289017108,0.9999477345696752,1,5.30854544100734e-7,2.680913082543407e-6,-0.015590487150611268,0.7900028404468389,25.39715490658386
CDK4,NCAPD2,2.6466158769254086e-4,63492,0.9999999999999964,0.9999269984369378,0.9997353384123074,0.999945370488045,1,3.552713678800501e-15,5.696536982469443e-14,-0.04193887513079512,0.4887180805574133,23.023660814927112
AKT3,RPL11,2.7121381868436815e-4,63291,0.9861702121168974,0.9999269984369378,0.9997287861813156,0.9999407441761886,1,0.01382978788310262,0.02838106952247495,-0.09584626027925383,0.12754739838403678,18.60864305328983
KIT,KLF10,2.7564511178093074e-4,63465,0.8838585708064378,0.9999269984369378,0.9997243548882192,0.9999382392381544,1,0.11614142919356218,0.1855125039913309,0.014566367886877579,0.8107460440181615,24.088848965613167
AKT3,RPL5,2.76166581932655e-4,63279,0.3606117275884346,0.9999269984369378,0.9997238334180674,0.9999382392381544,1,0.6393882724115654,0.789479551868678,-0.019253163842058257,0.7503352804790901,13.75368873941617
RAF1,DOK5,2.796495638613223e-4,80346,0.999302000132797,0.9999269984369378,0.9997203504361388,0.999938088525327,1,6.979998672029808e-4,0.00195489911970301,0.028699980762353947,0.6448301022493476,15.00548484730653
AKT2,IL9R,2.8429782079501776e-4,68259,0.9999998174159924,0.9999269984369378,0.999715702179205,0.99993536655618,1,1.825840075797558e-7,1.0011736048945852e-6,-0.046729378015533056,0.459794252706234,15.973706700989311
CDK4,SLCO2A1,2.865680872175288e-4,67895,1.0604419399985316e-4,0.9999269984369378,0.9997134319127824,0.999935023094144,0.00405134255208493,0.9998939558060002,1,-0.10255698560648628,0.09809679338699737,11.909870280774262
KIT,AHNAK2,2.902244883411139e-4,63246,0.39100545740723386,0.9999269984369378,0.9997097755116588,0.9999332931861676,1,0.6089945425927661,0.7591013961636144,-0.05064297589540388,0.41247342436898504,16.163623596397397
CDK4,SHF,2.913872427618832e-4,63428,0.999999965201076,0.9999269984369378,0.999708612757238,0.9999332931861676,1,3.479892396462958e-8,2.1366112788263595e-7,0.00999959934326855,0.8702058248945305,14.183660436447136
BRAF,EMC10,2.915349804344139e-4,63243,0.9995680161196514,0.9999269984369378,0.9997084650195656,0.9999332931861676,1,4.3198388034859647e-4,0.00125239030218467,0,1,9999999
XPO1,KCNIP1,2.992492787709634e-4,101352,0.9999178931058452,0.9999269984369378,0.999700750721229,0.99993004828115,1,8.210689415477646e-5,2.790379457180587e-4,-0.01797581294600263,0.7730490302201957,13.767969216664081
FLT4,VAMP2,2.9951433351998487e-4,63225,0.9988758708027964,0.9999269984369378,0.99970048566648,0.99993004828115,1,0.0011241291972035,0.0030035743854449,-0.20910468798626153,0.0011672780367097044,17.138656076393747
AKT3,RPL7,2.99963536823153e-4,63224,0.5286531374812483,0.9999269984369378,0.9997000364631768,0.99993004828115,1,0.4713468625187517,0.6153937251428812,-0.04628431826498452,0.4455598986548338,12.949623639297483
BRAF,ADGRG6,3.067772741399396e-4,63209,0.02625995872295462,0.9999269984369378,0.99969322272586,0.9999283004856382,0.32707063140076303,0.9737400412770454,1,0,1,9999999
AKT2,FP565260.1,3.086184431893661e-4,63205,1,0.9999269984369378,0.9996913815568106,0.9999283004856382,1,0,0,0,1,9999999
XPO1,SOSTDC1,3.15216706712006e-4,73071,0.999985330873119,0.9999269984369378,0.999684783293288,0.9999256410131144,1,1.4669126880972884e-5,5.773226225907543e-5,-0.11530691148564046,0.061720838757856056,20.764420534758937
NRAS,FBXO15,3.218148709710111e-4,64661,0.9999964756311142,0.9999269984369378,0.999678185129029,0.999920968576134,1,3.5243688858432876e-6,1.5510911282994542e-5,0.0910292121655477,0.13297599788513798,16.70024911625457
BRAF,WWTR1,3.271165413358014e-4,63166,0.04948222410848846,0.9999269984369378,0.9996728834586642,0.999917592932404,0.5222392991446378,0.9505177758915117,1,-0.03769989340034112,0.5425846886065131,20.907638971473318
HRAS,SPC25,3.276041364946061e-4,63165,0.9999999999992688,0.9999269984369378,0.9996723958635054,0.999917592932404,1,7.313039063205906e-13,8.755856369857608e-12,0.11193925717894397,0.05751459165677444,15.99104981274818
SMO,NUDT1,3.290709802421037e-4,63162,0.9490687395684968,0.9999269984369378,0.9996709290197578,0.999917592932404,1,0.05093126043150331,0.09013255936804047,0.12478975074539182,0.03856914201271214,18.60450456162187
BRAF,CX3CL1,3.317507053936104e-4,65001,0.925356463700588,0.9999269984369378,0.9996682492946064,0.999917592932404,1,0.0746435362994119,0.12622693654589587,-0.07006099746327821,0.2573935826280553,25.12798478056998
XPO1,FBXL22,3.3636807533039386e-4,69180,0.9985350294814728,0.9999269984369378,0.9996636319246696,0.999917592932404,1,0.00146497051852712,0.00379976087587445,0.038335149286986454,0.532172797136624,25.279594591765257
HRAS,BLVRA,3.390070906870171e-4,63142,0.999999999985973,0.9999269984369378,0.999660992909313,0.999917592932404,1,1.4027001782324078e-11,1.41697182114832e-10,-0.0712290055903091,0.25515138824365835,12.974704580852757
BRAF,TNFRSF1A,3.395111434169269e-4,63141,0.3606117275884346,0.9999269984369378,0.9996604888565832,0.999917592932404,1,0.6393882724115654,0.789479551868678,-0.0471948365417126,0.44949586990395207,25.152915699765447
NRAS,TSC22D4,3.419579447782849e-4,63505,0.7971463232423674,0.9999269984369378,0.9996580420552216,0.999917592932404,1,0.20285367675763255,0.3009897536876668,-0.008830591466197215,0.8880905477215575,14.852035900472863
BRAF,TLR3,3.4315157190776115e-4,64430,0.05561253250915184,0.9999269984369378,0.9996568484280922,0.999917592932404,0.5715289547838925,0.944387467490848,1,0.01500179727993051,0.8086976036116029,29.46581912817554
BRAF,UXS1,3.4459013003741723e-4,63131,0.9995680161196514,0.9999269984369378,0.9996554098699626,0.999917592932404,1,4.3198388034859647e-4,0.00125239030218467,-0.0629153146667914,0.3076738452563226,24.4857273277033
SMO,PCCB,3.451018940726942e-4,63130,0.8228761396380059,0.9999269984369378,0.9996548981059272,0.999917592932404,1,0.17712386036199412,0.267876165865216,0.008331342209934176,0.8926136519960048,14.64042298484206
HRAS,NDUFS6,3.466414277964462e-4,63127,0.9999999994512312,0.9999269984369378,0.9996533585722036,0.999917592932404,1,5.487688081728948e-10,4.426442780756037e-9,-0.037144265244298,0.5505822748985345,20.9124510162772
NRAS,GSTM2,3.472460373824184e-4,63679,0.9999957137627492,0.9999269984369378,0.9996527539626175,0.999917592932404,1,4.286237250794578e-6,1.8476287552707462e-5,0.07096840218407893,0.24075542145873635,18.43622526074534
HRAS,CDKN2AIPNL,3.518194287234606e-4,63117,0.999999999985973,0.9999269984369378,0.9996481805712766,0.999917592932404,1,1.4027001782324078e-11,1.41697182114832e-10,-0.02004851508613922,0.7473896108614608,12.036457784716351
CDK4,KCNMB4,3.535798716171918e-4,63298,0.9118667580386084,0.9999269984369378,0.9996464201283828,0.999917592932404,1,0.08813324196139172,0.1458248127892619,0.047046979746790986,0.43321738093041884,16.613718547602357
