gene1,gene2,p_value,statistic,depletion_p_value,q_value,SR_DD_p_value,SR_DD_q_value,depletion_q_value,SR_DD_depletion_p_value,SR_DD_depletion_q_value,survival_coef,survival_p_value,phylo_coefficient
PIK3CA,MT-ND4,0.0020527802480511483,61842,0.13129459846429306,0.9967862594745788,0.9979472197519489,0.9998238182699579,1,0.868705401535707,0.979524792440725,0,1,21.668237675356995
FGFR1,SAMD4B,0.0020527802480511483,61842,0.41534983079987053,0.9967862594745788,0.9979472197519489,0.9998238182699579,1,0.5846501692001295,0.9386623118950987,0.05969115693297025,0.3187652669807303,20.286604063959402
SMO,ZNF182,0.0020527802480511483,61842,0.8228761396380059,0.9967862594745788,0.9979472197519489,0.9998238182699579,1,0.17712386036199412,0.8609464973397819,-0.03307881702457794,0.5881939453684045,10.029393815769486
BRAF,VEGFC,0.0020579722910937744,62203,0.9382496040977475,0.9967862594745788,0.9979420277089063,0.9998238182699579,1,0.06175039590225251,0.8254029916454293,-9.772255761434055e-4,0.9871529697000045,12.027789919399204
PIK3CA,ACAD9,0.002059342921280987,62021,0.6744819303329233,0.9967862594745788,0.997940657078719,0.9998238182699579,1,0.32551806966707675,0.9008763865737184,-0.0010448072698802204,0.9863260414699858,21.11901470449906
FNTB,RAB40AL,0.002060340171231584,63848,0.49251445954615775,0.9967862594745788,0.9979396598287684,0.9998238182699579,1,0.5074855404538423,0.9313639853227621,-0.018619850360866105,0.7595092551777406,18.38134789866057
KRAS,ZKSCAN1,0.00206070997022228,61839,0.6913184070794791,0.9967862594745788,0.9979392900297778,0.9998238182699579,1,0.3086815929205209,0.8902374601031635,0.008004949833545655,0.8970329512122969,16.285577299030997
FLT1,NHLRC3,0.0020619847519629565,62020,0.05772833826094958,0.9967862594745788,0.997938015248037,0.9998238182699579,1,0.9422716617390504,0.9910084891827841,-0.017865687931454946,0.7758946024640164,18.463239599349865
XPO1,CHMP2A,0.002068667478797666,61836,0.5849449637317603,0.9967862594745788,0.9979313325212024,0.9998238182699579,1,0.4150550362682397,0.9121817716284171,0.0036532791912567545,0.9521683155275719,16.55162451239607
FLT1,HAPLN4,0.0020726959692127338,106221,0.26402469017466995,0.9967862594745788,0.9979273040307872,0.9998238182699579,1,0.7359753098253301,0.9602787300165485,0.021020568025954218,0.7309657279004721,16.020671191177733
FLT3,RBIS,0.002077900420271063,62014,0.9841098377585823,0.9967862594745788,0.9979220995797289,0.9998238182699579,1,0.015890162241417705,0.7694544759405503,0,1,9999999
FLT3,FEZ1,0.002084453157972091,62193,0.12308846975965912,0.9967862594745788,0.9979155468420279,0.9998238182699579,1,0.8769115302403409,0.9816559378009114,-0.029656472769245257,0.6236045796808047,21.84961948947093
HRAS,TCOF1,0.002084666197350219,61830,0.6913184070794791,0.9967862594745788,0.9979153338026497,0.9998238182699579,1,0.3086815929205209,0.8902374601031635,-9.410745775482588e-4,0.9879524479621634,20.553764238967208
PDCD1,SLC9B2,0.002090023997164445,61828,0.4162008763560631,0.9967862594745788,0.9979099760028356,0.9998238182699579,1,0.5837991236439368,0.9386623118950987,0,1,9999999
RET,RFC2,0.002090023997164445,61828,0.030371216452940743,0.9967862594745788,0.9979099760028356,0.9998238182699579,1,0.9696287835470593,0.994775416199484,-0.05521010177482216,0.3765938587026879,16.065319011456175
NRAS,SGCE,0.002092707578963326,61827,0.8573426133535527,0.9967862594745788,0.9979072924210367,0.9998238182699579,1,0.14265738664644734,0.8533599129819417,0.0020457909212036078,0.9731879575749806,27.993612872079737
RET,PRMT1,0.002100777090253312,61824,0.9472657903165813,0.9967862594745788,0.9978992229097466,0.9998238182699579,1,0.05273420968341869,0.8191998136177048,-0.14765936969457788,0.023133417205766713,18.232738083628675
FNTB,H2BC9,0.0021015509123451254,62915,0.32716402998065586,0.9967862594745788,0.9978984490876549,0.9998238182699579,1,0.6728359700193441,0.9537246494820799,0,1,9999999
BRAF,NUF2,0.002103473193309612,61823,0.08666821274574342,0.9967862594745788,0.9978965268066904,0.9998238182699579,1,0.9133317872542566,0.9853083314338412,-0.0873963794036067,0.16182276666067058,13.15402592859051
FLT1,SFRP4,0.0021055840661408304,68916,0.45112682393884074,0.9967862594745788,0.9978944159338592,0.9998238182699579,1,0.5488731760611593,0.9386623118950987,-0.016445393843610535,0.7856293721966929,13.538597447404129
RAF1,MTX1,0.0021061724346833886,61822,0.9118667580386083,0.9967862594745788,0.9978938275653166,0.9998238182699579,1,0.08813324196139172,0.8357889125493074,-0.013755565373831656,0.8263033965636697,18.142183415124528
AKT2,AKAP7,0.0021085498456702794,62184,0.9752666456794479,0.9967862594745788,0.9978914501543297,0.9998238182699579,1,0.024733354320552126,0.7858113679384552,-0.035037761440965876,0.5769956658954105,19.183221276654162
FLT4,DMAC2,0.002114289020789303,61819,0.6578590862013753,0.9967862594745788,0.9978857109792107,0.9998228633817037,1,0.34214091379862466,0.9021503141878633,0,1,9999999
FLT1,B4GALT3,0.002114289020789303,61819,0.16911446066910363,0.9967862594745788,0.9978857109792107,0.9998228633817037,1,0.8308855393308964,0.9751536776144338,-0.07694927466926174,0.21902872821853486,19.833934923143627
XPO1,HPGDS,0.0021144653577548555,124634,0.6558197721393878,0.9967862594745788,0.9978855346422452,0.9998228633817037,1,0.3441802278606122,0.9021503141878633,-0.035018019359582445,0.5702517279242786,17.9471137596784
FLT4,CNTN1,0.0021152560845390015,65628,0.09797833888049402,0.9967862594745788,0.997884743915461,0.9998228633817037,1,0.902021661119506,0.9853083314338412,-0.051010031415148545,0.4223530020263234,18.21946544594225
AKT1,PPCDC,0.002117000847526196,61818,0.14145279622321216,0.9967862594745788,0.9978829991524738,0.9998228633817037,1,0.8585472037767878,0.9777551695424258,-0.024685980937882334,0.6867657198531365,19.246419970528798
CDK6,ST8SIA6,0.0021202530177089995,90448,0.07606718938162023,0.9967862594745788,0.997879746982291,0.9998228633817037,1,0.9239328106183797,0.9885205697436314,-0.02860769628890334,0.6399549752878937,20.22137077183926
FLT3,SCFD2,0.002127879730464037,61814,0.41701510543241205,0.9967862594745788,0.997872120269536,0.9998228633817037,1,0.582984894567588,0.9386623118950987,-0.02645178482281232,0.6653937078583229,17.12545547325943
KRAS,HSH2D,0.0021306073613168836,61813,0.6395020357224984,0.9967862594745788,0.9978693926386831,0.9998228633817037,1,0.3604979642775016,0.9021503141878633,0.02783657506678278,0.6554642856021475,14.841039015767079
NRAS,NECAB2,0.0021348812422043897,64911,0.4194610085927754,0.9967862594745788,0.9978651187577956,0.999820780095625,1,0.5805389914072245,0.9386623118950987,-0.11902884926698104,0.05891023932625181,19.754041171569874
AKT3,FAM53A,0.0021356200712461773,62174,0.7079250811611361,0.9967862594745788,0.9978643799287539,0.999820780095625,1,0.29207491883886394,0.8902374601031635,0.02459665924804623,0.6890324538024076,21.785918040433618
ERBB2,TCAP,0.0021364917467599624,63819,0.23271978876982088,0.9967862594745788,0.99786350825324,0.999820780095625,1,0.7672802112301791,0.9668654395361577,-0.10015291116631946,0.11173399695390816,18.308269709979967
CDK6,LAMTOR3,0.002138809289843563,61810,0.9324325274985362,0.9967862594745788,0.9978611907101564,0.999820780095625,1,0.06756747250146378,0.8254029916454293,0,1,9999999
NRAS,DYNC2I2,0.002138809289843563,61810,0.9904469859736034,0.9967862594745788,0.9978611907101564,0.999820780095625,1,0.009553014026396633,0.7144353922729613,0,1,9999999
BRAF,MDK,0.00214154962212964,61809,0.08666821274574342,0.9967862594745788,0.9978584503778704,0.999820780095625,1,0.9133317872542566,0.9853083314338412,0.027076173280829067,0.6569908104272202,9999999
FGFR1,DEFB106B,0.0021441548702382045,6324,0.5223438444697167,0.9967862594745788,0.9978558451297618,0.999820780095625,1,0.4776561555302833,0.9292574273673411,0,1,27.845348980285898
FNTB,AKAIN1,0.002145431791245297,109125,0.505646923327251,0.9967862594745788,0.9978545682087547,0.999820780095625,1,0.49435307667274897,0.9313639853227621,0,1,9999999
KDR,BDH1,0.0021470398403140908,61807,0.48619770201127965,0.9967862594745788,0.9978529601596859,0.999820780095625,1,0.5138022979887203,0.9313639853227621,-0.03821617521676366,0.5334001696894631,13.34472975493856
HRAS,LMAN2,0.002149789732704129,61806,0.3085497094228912,0.9967862594745788,0.9978502102672959,0.999820780095625,1,0.6914502905771087,0.9537246494820799,-0.06477634286205024,0.29572110549386715,22.9441314421294
FLT1,TESC,0.00215250837692162,62712,0.7801598891709669,0.9967862594745788,0.9978474916230784,0.999820780095625,1,0.2198401108290331,0.8766576038301572,-0.061178380545593894,0.32391907330061226,17.184479689351786
CDK6,SYN3,0.002155191119405068,70579,0.3223255064299646,0.9967862594745788,0.9978448088805949,0.999820780095625,1,0.6776744935700354,0.9537246494820799,-0.002350915373465031,0.9698458844485757,12.595163172153196
AKT2,WARS1,0.002155299100329397,61804,0.9622609025345608,0.9967862594745788,0.9978447008996706,0.999820780095625,1,0.03773909746543924,0.8015598324944895,0,1,9999999
KDR,LST1,0.0021568100398541507,65259,0.7532389045613441,0.9967862594745788,0.9978431899601459,0.999820780095625,1,0.24676109543865588,0.8823092958949602,-0.023318733219461815,0.7062786804777555,9999999
PDCD1,TBX21,0.002158071852078146,92412,0.5418660538256718,0.9967862594745788,0.9978419281479218,0.999820780095625,1,0.45813394617432823,0.922304001209445,0.0176731544733842,0.7685139150559844,29.14766979745193
FGFR1,CAPN15,0.0021635871577104695,61801,0.7395478160736602,0.9967862594745788,0.9978364128422895,0.999820780095625,1,0.26045218392633984,0.8823092958949602,0,1,9999999
FGFR1,NDUFV2,0.0021635871577104695,61801,0.5849449637317603,0.9967862594745788,0.9978364128422895,0.999820780095625,1,0.4150550362682397,0.9121817716284171,-0.005882516284231906,0.9223620939588734,20.196144768082018
AKT2,GALNT9,0.002174868018019773,64336,0.9182674121913678,0.9967862594745788,0.9978251319819802,0.9998154644167863,1,0.08173258780863224,0.8357889125493074,0.030596831220245486,0.6171017209273515,15.880672736320445
MS4A1,CPEB1,0.002177520796906535,64879,0.4193267376071801,0.9967862594745788,0.9978224792030934,0.9998147369380005,1,0.5806732623928199,0.9386623118950987,0.036877660200278356,0.5407060067119085,18.92413259753736
FGFR1,NUF2,0.0021802500169563256,61795,0.6913184070794791,0.9967862594745788,0.9978197499830437,0.9998139328624719,1,0.3086815929205209,0.8902374601031635,-0.054710761115917286,0.3752358154143144,22.85602797938501
FLT3,HINT3,0.002191423128684967,61791,0.11340288238533404,0.9967862594745788,0.9978085768713151,0.9998065985873543,1,0.886597117614666,0.9816559378009114,-0.14110699301659918,0.02330118293067755,21.170347452121398
MS4A1,CLN5,0.0021924672556046347,61972,0.6114275968461653,0.9967862594745788,0.9978075327443954,0.9998065985873543,1,0.3885724031538347,0.9121817716284171,-0.05336391610974545,0.39457346587075715,21.66241964837738
RAF1,CYB5RL,0.00219747348559939,62334,0.16435853626783414,0.9967862594745788,0.9978025265144006,0.999806327885731,1,0.8356414637321659,0.9751536776144338,-0.09448739372870993,0.12477689184583036,18.591722569430228
NRAS,CCDC74B,0.002198062986809379,61970,0.8775461785910829,0.9967862594745788,0.9978019370131906,0.999806327885731,1,0.12245382140891714,0.8533599129819417,-0.09042078583124218,0.14099354931581912,9999999
BRAF,PMP22,0.002199836994856102,61788,0.5849449637317603,0.9967862594745788,0.9978001630051438,0.999806327885731,1,0.4150550362682397,0.9121817716284171,-0.035777544568268364,0.5703919382613772,17.82424621835884
AKT3,RNF26,0.0022026481168396757,61787,0.17614598451551555,0.9967862594745788,0.9977973518831603,0.999806327885731,1,0.8238540154844844,0.9727042094281095,-0.058451643371162335,0.3499635663355347,28.499007598016668
PIK3CA,NAGS,0.002203368470778946,62150,0.7546843482680055,0.9967862594745788,0.997796631529221,0.999806327885731,1,0.24531565173199454,0.8823092958949602,0.007792864011359919,0.8980617675821109,19.504333876842853
PDGFRB,CLEC18C,0.002206577762090976,81069,0.7553667858283146,0.9967862594745788,0.997793422237909,0.999806327885731,1,0.24463321417168538,0.8823092958949602,0.12355990094658985,0.04230116275241435,15.494135730424455
AKT3,NUP85,0.002208280130503409,61785,0.3606117275884346,0.9967862594745788,0.9977917198694966,0.999806327885731,1,0.6393882724115654,0.9468708297243832,0.035619977585029675,0.5569589296823814,21.903335582343665
RET,PSMA4,0.002208280130503409,61785,0.9605991343920206,0.9967862594745788,0.9977917198694966,0.999806327885731,1,0.039400865607979396,0.8097156386162533,-0.019770672251139144,0.746504669499811,19.033072086063715
FLT4,JMJD4,0.0022084717388894137,62329,0.6578590862013753,0.9967862594745788,0.9977915282611106,0.999806327885731,1,0.34214091379862466,0.9021503141878633,0.008981261137216113,0.8827314969419682,14.532581685484393
KDR,DIS3L2,0.0022121089918805616,61965,0.9254979653111026,0.9967862594745788,0.9977878910081195,0.999806327885731,1,0.07450203468889738,0.8357889125493074,-0.011797577611888167,0.8461112145492872,18.797049148257575
ERBB2,COL15A1,0.0022130618947570316,76769,0.15171099874555347,0.9967862594745788,0.997786938105243,0.999806327885731,1,0.8482890012544465,0.9777551695424258,-0.12495287844314934,0.05175650513548997,12.692265416932921
FLT1,MEX3D,0.002213925192473443,61783,0.13575004168620186,0.9967862594745788,0.9977860748075266,0.999806327885731,1,0.8642499583137981,0.979524792440725,-0.032013119542943363,0.6120053354984054,16.30001486209962
KDR,HRC,0.002214722934144147,80848,0.8298507853533212,0.9967862594745788,0.9977852770658558,0.999806327885731,1,0.17014921464667876,0.8609464973397819,0.02401513504136047,0.690719055894197,13.631492939026042
AKT2,XDH,0.0022183720483897875,63054,0.9859529359914991,0.9967862594745788,0.9977816279516102,0.999806327885731,1,0.014047064008500865,0.7410519027994854,-0.020932438951712467,0.7359848001572876,18.77100676357261
FLT1,TRIQK,0.0022224173089650918,61780,0.4568323176833979,0.9967862594745788,0.9977775826910349,0.999806327885731,1,0.5431676823166021,0.9386623118950987,0,1,9999999
HRAS,SMC1B,0.0022237464767110486,75775,0.966933207712114,0.9967862594745788,0.9977762535232889,0.999806327885731,1,0.033066792287886004,0.8015598324944895,0.10761904470588218,0.06959004832996026,19.701554922463558
EGFR,PICALM,0.0022252545673426207,61779,0.7395478160736602,0.9967862594745788,0.9977747454326574,0.999806327885731,1,0.26045218392633984,0.8823092958949602,-0.10194815197670115,0.1032149306306435,19.27689468720598
ERBB2,NFYA,0.002230938933357059,61777,0.6395020357224984,0.9967862594745788,0.997769061066643,0.999806327885731,1,0.3604979642775016,0.9021503141878633,-0.0388477849359929,0.526405228461742,21.409687379476384
ERBB2,SDF4,0.0022337860476499363,61776,0.47173767400297834,0.9967862594745788,0.9977662139523501,0.999806327885731,1,0.5282623259970216,0.9313639853227621,-0.08396484445194295,0.1876712916087711,19.044226702373347
FLT3,TIAL1,0.0022337860476499363,61776,0.9619000150638001,0.9967862594745788,0.9977662139523501,0.999806327885731,1,0.03809998493619993,0.8015598324944895,0.0823516421842433,0.16826451933648368,20.981914315651427
AKT3,DNAI1,0.002234857976810298,72107,0.42494779979954383,0.9967862594745788,0.9977651420231897,0.999806327885731,1,0.5750522002004561,0.9386623118950987,-0.03418876613109142,0.5880128757676579,29.699777939015227
AKT2,NUP214,0.002236636453908494,61775,0.8228761396380059,0.9967862594745788,0.9977633635460915,0.999806327885731,1,0.17712386036199412,0.8609464973397819,0.03928818122858518,0.5235685495175768,11.242877812036133
KIT,CROT,0.002237596943184729,61956,0.8345920632046502,0.9967862594745788,0.9977624030568153,0.999806327885731,1,0.16540793679534982,0.8609464973397819,0.06900769212493989,0.2568198941333455,25.314776956804423
SMO,USP2,0.0022385421804724096,62137,0.15310795416232004,0.9967862594745788,0.9977614578195276,0.999806327885731,1,0.84689204583768,0.9777551695424258,0.13118608734572654,0.025694457777558785,15.009140664748283
KIT,ZCCHC2,0.002242347155664988,61773,0.1550014702010186,0.9967862594745788,0.997757652844335,0.999806327885731,1,0.8449985297989814,0.9777551695424258,-0.03531856199185427,0.5706124977374649,26.324966563328477
FLT3,GOLGA6L7,0.0022429970960878213,107832,0.6322917632127252,0.9967862594745788,0.9977570029039122,0.999806327885731,1,0.3677082367872748,0.9104241473632569,0,1,9999999
PDGFRB,HOXD1,0.0022477440731559746,67043,0.8366060022525352,0.9967862594745788,0.997752255926844,0.999806327885731,1,0.16339399774746477,0.8609464973397819,-0.015659963128271524,0.8033013070532016,13.499076214019682
FNTB,FBXW8,0.002248071065338867,61771,0.9324325274985362,0.9967862594745788,0.9977519289346611,0.999806327885731,1,0.06756747250146378,0.8254029916454293,-0.039164614415262776,0.5168188588167975,19.83452539095119
PDGFRB,TDRD15,0.002251524404139122,62810,0.9274718462991287,0.9967862594745788,0.9977484755958609,0.999806327885731,1,0.07252815370087129,0.8357889125493074,0,1,9999999
AKT2,CLIC2,0.002251561788743765,63224,0.4545970174270291,0.9967862594745788,0.99774843821125625,0.999806327885731,1,0.5454029825729709,0.9386623118950987,-0.053121957615446504,0.3863505985297924,15.632613365623914
HRAS,NCSTN,0.0022595586155096338,61767,0.3085497094228912,0.9967862594745788,0.9977404413844904,0.999806327885731,1,0.6914502905771087,0.9537246494820799,-0.0785326823982443,0.20865927157179098,15.941917084628582
AKT2,CTCFL,0.002264468995407139,93839,0.5348963474032953,0.9967862594745788,0.9977355310045929,0.999806327885731,1,0.4651036525967047,0.922304001209445,-0.14504184770588643,0.020487109663045608,17.50137961647523
XPO1,RNF10,0.0022653223096528977,61765,0.2157503531697164,0.9967862594745788,0.9977346776903471,0.999806327885731,1,0.7842496468302835,0.9668654395361577,0.021996418309814532,0.7159925837675282,21.974524234166992
KIT,LAGE3,0.0022682091482460094,61764,0.7082317616863814,0.9967862594745788,0.997731790851754,0.999806327885731,1,0.29176823831361864,0.8902374601031635,-0.004364884926100375,0.944344764956592,26.513005233567405
KRAS,FBXL22,0.0022689678708644125,65613,0.9685613390464892,0.9967862594745788,0.9977310321291356,0.999806327885731,1,0.03143866095351078,0.8015598324944895,-0.02210451622665429,0.7162015492304222,24.133500582019607
FLT4,PTAFR,0.0022717706841788774,65207,0.17924408678523204,0.9967862594745788,0.9977282293158212,0.999806327885731,1,0.8207559132147679,0.9727042094281095,0.013056695717112765,0.8356872352311278,15.099073927786735
PDGFRB,MAST3,0.0022739928253021954,61762,0.6404631171900367,0.9967862594745788,0.9977260071746978,0.999806327885731,1,0.3595368828099633,0.9021503141878633,0.04450057198712518,0.4662819701022059,14.098259836471907
EGFR,PLEKHG2,0.00227978985798682,61760,0.8573426133535527,0.9967862594745788,0.9977202101420132,0.999806327885731,1,0.14265738664644734,0.8533599129819417,-0.003105642672721075,0.9597226662694249,19.130360837435575
RET,ZBTB8B,0.0022802039014374925,82390,0.6152656209615368,0.9967862594745788,0.9977197960985625,0.999806327885731,1,0.3847343790384632,0.9121817716284171,-0.15133450851917796,0.02100348593450286,15.302608841591132
KDR,ABT1,0.002280668740491008,61941,0.6437317478503866,0.9967862594745788,0.997719331259509,0.999806327885731,1,0.35626825214961344,0.9021503141878633,-0.08211431303708824,0.18574042059139595,13.853922098779302
SMO,ORAI2,0.0022835667213379914,61940,0.8102708195031662,0.9967862594745788,0.997716433278662,0.999806327885731,1,0.18972918049683385,0.8708973625487143,0.08044031623097353,0.17125935360352576,18.135641488072945
CDK4,PLEKHA1,0.0022856002733010767,61758,0.11168486018185775,0.9967862594745788,0.997714399726699,0.999806327885731,1,0.8883151398181423,0.9816559378009114,0.009461193334082466,0.8772987196940076,20.49394137924372
EGFR,PRPF31,0.002288510507894385,61757,0.06607818819498787,0.9967862594745788,0.9977114894921056,0.999806327885731,1,0.9339218118050121,0.9885205697436314,-0.1242508542671259,0.057141556734243926,9999999
AKT3,C8orf44-SGK3,0.002289372691187095,61938,0.6744819303329231,0.9967862594745788,0.9977106273088129,0.999806327885731,1,0.32551806966707686,0.9008763865737184,0,1,9999999
NRAS,HNRNPU,0.0022914240982907738,61756,0.47173767400297834,0.9967862594745788,0.9977085759017092,0.999806327885731,1,0.5282623259970216,0.9313639853227621,-0.018686548133341658,0.7560326405580758,20.795289888876283
FNTB,BIRC3,0.0022943410478779465,61755,0.08666821274574342,0.9967862594745788,0.997705658952122,0.999806327885731,1,0.9133317872542566,0.9853083314338412,0.0643663255676081,0.29798050898772543,19.706502664587934
CDK4,MCU,0.0022951920276574125,61936,0.4530811620826624,0.9967862594745788,0.9977048079723426,0.999806327885731,1,0.5469188379173375,0.9386623118950987,0,1,9999999
SMO,SLC9C2,0.0022964259668342007,120774,0.24529943788903452,0.9967862594745788,0.9977035740331658,0.999806327885731,1,0.7547005621109655,0.9644105765750696,0,1,9999999
FNTB,ARFGEF3,0.0022981067167912985,61935,0.14145279622321216,0.9967862594745788,0.9977018932832087,0.999806327885731,1,0.8585472037767878,0.9777551695424258,0,1,9999999
PIK3CA,ACVR1C,0.0023030109238061872,64861,0.010901526511206697,0.9967862594745788,0.9976969890761939,0.999806327885731,1,0.9890984734887933,0.997989001189173,-0.03117165709849387,0.6121337314595605,22.129758336655197
KDR,CCL26,0.0023049420467098256,64289,0.8860919935230875,0.9967862594745788,0.9976950579532902,0.999806327885731,1,0.11390800647691246,0.8461280633151107,-0.08083816148354085,0.19382193454752383,11.117889567696944
RET,SMCO4,0.002306042505986513,61751,0.3188646178728649,0.9967862594745788,0.9976939574940135,0.999806327885731,1,0.6811353821271351,0.9537246494820799,0,1,9999999
XPO1,YLPM1,0.0023097990246777945,61931,0.5286531374812483,0.9967862594745788,0.9976902009753222,0.999806327885731,1,0.4713468625187517,0.922304001209445,-0.009211107552928092,0.8830763018878217,15.31835270114223
AKT3,TMEM241,0.0023119134784715108,61749,0.2157503531697164,0.9967862594745788,0.9976880865215285,0.999806327885731,1,0.7842496468302835,0.9668654395361577,0,1,9999999
PIK3CA,EMX1,0.002312141412735269,70084,0.9352142849180975,0.9967862594745788,0.9976878585872647,0.999806327885731,1,0.06478571508190245,0.8254029916454293,-0.08668538961170079,0.16222052281079194,18.523365324937927
CDK6,STX10,0.002318603579136772,61928,0.049482224108488466,0.9967862594745788,0.9976813964208632,0.9998046516218069,1,0.9505177758915115,0.9910084891827841,-0.02299847570972894,0.7153672386018513,16.994851142315728
RAF1,TMEM47,0.002318740047305064,63378,0.5304258016906853,0.9967862594745788,0.997681259952695,0.9998046516218069,1,0.4695741983093147,0.922304001209445,-0.028742139582777226,0.6326706878856728,19.731233554675928
PDCD1,PARP1,0.0023207453181045175,61746,0.6772210556393398,0.9967862594745788,0.9976792546818954,0.9998046516218069,1,0.32277894436066024,0.9008763865737184,0.09942361714173449,0.09262603482716159,17.856106931965815
NRAS,TXNDC11,0.0023207453181045175,61746,0.5849449637317603,0.9967862594745788,0.9976792546818954,0.9998046516218069,1,0.4150550362682397,0.9121817716284171,-0.04572717672165717,0.45607760563310384,17.988610089386274
KDR,FAM135B,0.0023298120748200305,110273,0.40022687997089806,0.9967862594745788,0.9976701879251799,0.9998011425624198,1,0.5997731200291019,0.9460670021689171,-0.10970758517983463,0.0866223207102159,11.125004070566927
PIK3CA,VARS2,0.002332568625373886,61742,0.9438606672439245,0.9967862594745788,0.9976674313746261,0.9998003109598987,1,0.05613933275607552,0.8254029916454293,-0.0353983538906396,0.566008274799348,9999999
KRAS,ARHGAP18,0.002334107212851093,62104,0.3792093264489493,0.9967862594745788,0.9976658927871489,0.9998003109598987,1,0.6207906735510507,0.9468708297243832,-0.07119762354355687,0.2602190929162094,19.283691952069546
AKT1,PDK1,0.0023414718664415968,61739,0.049482224108488466,0.9967862594745788,0.9976585281335584,0.9997971811854492,1,0.9505177758915115,0.9910084891827841,-0.015923844028354818,0.7987522592596272,15.309061985436959
XPO1,CENPS-CORT,0.002342736976904398,62648,0.3261984483568233,0.9967862594745788,0.9976572630230957,0.9997971811854492,1,0.6738015516431767,0.9537246494820799,0,1,9999999
PDGFRB,CBY1,0.0023444464433060395,61738,0.6918946777452981,0.9967862594745788,0.997655553556694,0.9997971811854492,1,0.3081053222547019,0.8902374601031635,0.0478591199310896,0.43345970429587405,21.701188217653392
BRAF,SCGB2B2,0.00234745660588627,64856,0.6044686928301707,0.9967862594745788,0.9976525433941137,0.9997971811854492,1,0.3955313071698293,0.9121817716284171,0,1,9999999
FNTB,TRIM27,0.0023489046966036855,62099,0.1216627271171123,0.9967862594745788,0.9976510953033964,0.9997971811854492,1,0.8783372728828877,0.9816559378009114,0.07692497219885741,0.19557326608731684,16.18475614187328
CDK6,MDP1,0.0023504058624230512,61736,0.26003691099367054,0.9967862594745788,0.9976495941375769,0.9997971811854492,1,0.7399630890063295,0.9602787300165485,-0.07029576334284403,0.26064672529596283,22.0443605437688
HRAS,REPS2,0.002352586469390274,62279,0.9488659906186391,0.9967862594745788,0.9976474135306097,0.9997971811854492,1,0.05113400938136092,0.8123335280733143,-0.036411496335429054,0.5580423249396504,15.795905526373273
PDCD1,ATRAID,0.0023533907115606133,61735,0.6772210556393398,0.9967862594745788,0.9976466092884394,0.9997971811854492,1,0.32277894436066024,0.9008763865737184,0,1,9999999
ERBB2,FAM219A,0.0023533907115606133,61735,0.8228761396380059,0.9967862594745788,0.9976466092884394,0.9997971811854492,1,0.17712386036199412,0.8609464973397819,0,1,9999999
RAF1,CEBPG,0.0023533907115606133,61735,0.3085497094228912,0.9967862594745788,0.9976466092884394,0.9997971811854492,1,0.6914502905771087,0.9537246494820799,-0.018670234447781146,0.7638412986337332,18.019001077326802
MS4A1,HLA-A,0.002356378991678913,61734,0.9358331839247017,0.9967862594745788,0.997643621008321,0.9997971811854492,1,0.06416681607529828,0.8254029916454293,-0.0464253238668269,0.4446919411904051,19.331446342401748
RET,GTF2H4,0.002356378991678913,61734,0.885360567113225,0.9967862594745788,0.997643621008321,0.9997971811854492,1,0.11463943288677503,0.8461280633151107,0.020400761797328564,0.7344276764016887,12.90224372256783
FLT1,CLEC9A,0.0023568239403973248,82836,0.7144284342182458,0.9967862594745788,0.9976431760596026,0.9997971811854492,1,0.28557156578175424,0.8902374601031635,0.1437693381477254,0.016301999807943165,15.276674662336923
PDCD1,CHRNE,0.0023602558513803784,62641,0.23073026861183982,0.9967862594745788,0.9976397441486197,0.9997971811854492,1,0.7692697313881602,0.9668654395361577,0.08478405042219903,0.1612166096433622,17.588768819150513
PDCD1,BLK,0.0023651909914152135,70713,0.700939666237785,0.9967862594745788,0.9976348090085848,0.9997971811854492,1,0.29906033376221497,0.8902374601031635,0.15984801259263792,0.006031099386098071,11.416570122075093
EGFR,ZNF738,0.002365364452427983,61731,0.41534983079987053,0.9967862594745788,0.997634635547572,0.9997971811854492,1,0.5846501692001295,0.9386623118950987,-0.08706210561672025,0.1658394026264327,20.93370960876419
BRAF,HNRNPA1L2,0.002366076510961958,61912,0.5099065011427081,0.9967862594745788,0.997633923489038,0.9997971811854492,1,0.4900934988572919,0.9293794796687685,-0.0855018863669264,0.1805004619388676,13.432901492407458
XPO1,RPRD1B,0.002366076510961958,61912,0.1312945984642932,0.9967862594745788,0.997633923489038,0.9997971811854492,1,0.8687054015357067,0.979524792440725,-0.0318075576628484,0.6041875499532674,19.3599365919582
XPO1,NISCH,0.0023743809163576995,61728,0.6913184070794791,0.9967862594745788,0.9976256190836423,0.9997971811854492,1,0.3086815929205209,0.8902374601031635,-0.0033120595717742404,0.9580201549847903,31.29231943011495
ERBB2,UBA1,0.002377393310087391,61727,0.5286531374812483,0.9967862594745788,0.9976226066899126,0.9997971811854492,1,0.4713468625187517,0.922304001209445,-0.0321791104009355,0.5988565569764683,20.995987094409358
FGFR1,TMEM216,0.002377393310087391,61727,0.3606117275884346,0.9967862594745788,0.9976226066899126,0.9997971811854492,1,0.6393882724115654,0.9468708297243832,0.09038944260627499,0.12395042989630764,21.291975423186063
RAF1,IQCG,0.0023780813985757885,61908,0.9438606672439246,0.9967862594745788,0.9976219186014242,0.9997971811854492,1,0.05613933275607541,0.8254029916454293,0.020543671235973893,0.7343472913748356,15.413291322701639
