gene1,gene2,p_value,statistic,depletion_p_value,q_value,SR_DD_p_value,SR_DD_q_value,depletion_q_value,SR_DD_depletion_p_value,SR_DD_depletion_q_value,survival_coef,survival_p_value,survival_q_value,phylo_coefficient
EGFR,TNFRSF21,1,28610,1,1,0,0,1,0,0,-0.13316576116045978,7.834415768861986e-9,5.7539361168228224e-8,3.966082695142807
EGFR,SLC22A3,1,34398,1,1,0,0,1,0,0,-0.1223525903043365,0.00284314348922527,0.00715867714798629,3.3394671604381383
EGFR,EPHA1,1,22542,1,1,0,0,1,0,0,-0.03285858780253101,0.21817296012812687,0.3380178431997197,2.733426681911027
EGFR,FAM83A,1,26390,1,1,0,0,1,0,0,-0.27236875525359733,1.5887182985411216e-9,1.3188777452639693e-8,4.931885891014259
EGFR,PTGES,1,26880,1,1,0,0,1,0,0,0.047799085762192925,2.3696711008101587e-4,7.494541378896697e-4,2.6434497380251916
EGFR,SYT8,1,23887,1,1,0,0,1,0,0,-0.13644339623951238,0.00532187553364954,0.01261408660287635,6.0870603136964245
EGFR,ST14,1,22370,0.9999999999999988,1,0,0,1,1.3322676295501878e-15,2.2615561131256455e-14,0.03294747552092352,0.28303912810848775,0.4224559450763582,2.568880598273998
EGFR,MPZL2,1,19829,1,1,0,0,1,0,0,-0.18591770460985182,0.00287033958032838,0.00722024659765351,5.041421283765605
EGFR,PPP1R1C,1,34428,0.9999999999999988,1,0,0,1,1.1102230246251563e-15,1.8909389971140257e-14,-0.20322459633723033,1.029680482238446e-4,3.5081963320823735e-4,7.962023499873856
EGFR,THRB,1,29458,1,1,0,0,1,0,0,0.008884609114253096,0.7702415726578661,0.9687080737816972,3.2479709037656375
EGFR,TMEM45B,1,27670,1,1,0,0,1,0,0,-0.11777865173387556,0.32507523679368255,0.4752376096000877,2.669006560178449
EGFR,ANKRD22,1,28954,1,1,0,0,1,1.1102230246251563e-16,2.1410171023768852e-15,0.1255582730873268,0.6604854528303851,0.8564917168076708,3.43530818765219
EGFR,PTPRK,1,33957,1,1,0,0,1,0,0,-0.17598848054982721,0.5290023076917034,0.714193764323839,3.518582454944766
EGFR,MARVELD2,1,21847,1,1,0,0,1,0,0,-0.1596944364117023,0.04467204175471604,0.084461559686009,6.005229459570903
EGFR,PLA2R1,1,31937,1,1,0,0,1,0,0,-0.0956180360560443,0.03326214359531992,0.06507223552722959,4.589157986891772
EGFR,WNT7A,1,39474,1,1,0,0,1,0,0,-0.07203875524146265,1.7635677052770604e-14,3.456949515438811e-13,5.70818791154569
EGFR,USP43,1,25004,1,1,0,0,1,0,0,-0.12059056533989639,6.469182877833321e-4,0.00186989391021524,5.970577348760528
EGFR,PROM2,1,26697,1,1,0,0,1,0,0,-0.23955012002268009,0.01303976562850826,0.02821159436582417,8.566329161416332
EGFR,PCDH1,1,24623,1,1,0,0,1,0,0,-0.14967694130843892,0.48093475369068706,0.6601456107567178,3.732292626909776
EGFR,SH3RF2,1,26629,1,1,0,0,1,0,0,-0.09576733423026126,0.04466239874219712,0.08444578203583065,6.329327516057193
EGFR,HKDC1,1,31732,1,1,0,0,1,0,0,-0.29351470453627365,3.8385612911164817e-14,7.094934553971205e-13,3.509857932641106
EGFR,KRTCAP3,1,27629,0.9999901333541934,1,0,0,1,9.866645806599904e-6,3.973849142683761e-5,-0.08091134744590851,0.1205521699524164,0.202293026391911,7.208835930808331
EGFR,GRHL3,1,30697,0.9999999975158652,1,0,0,1,2.4841347867621262e-9,1.821550255576314e-8,-0.1988668877036493,0.2237914695748622,0.34550010384291935,3.4687451598721513
EGFR,RHBDL2,1,25636,1,1,0,0,1,0,0,-0.11798472485604435,0.00443596241139305,0.01070293721332819,6.302951401216307
EGFR,DNAH3,1,37597,0.9999999695650548,1,0,0,1,3.043494523069512e-8,1.894670627793551e-7,-0.11854649641741517,4.86471671534457e-14,8.83348518529221e-13,9.04634481226656
EGFR,F11R,1,21793,0.9999999999986096,1,0,0,1,1.390443316040546e-12,1.6025099300353416e-11,-0.2417918031910373,0.05802326816250489,0.10648937481263392,7.65815934328246
EGFR,MPZL3,1,26149,0.9999999790567092,1,0,0,1,2.094329065727152e-8,1.343844103232264e-7,-0.19793022584575265,1.0301643573934511e-5,4.267096850424762e-5,6.542393266202513
EGFR,TLCD1,1,29166,0.9999999999999992,1,0,0,1,7.771561172376099e-16,1.3473137754950744e-14,-0.2318400873067384,0.6828912776417985,0.8799335510277121,7.397280264496843
EGFR,PLCD3,1,28284,1,1,0,0,1,0,0,-0.2290293632775663,5.018763620955508e-6,2.207995119534111e-5,6.619614449017034
EGFR,SHANK2,1,27926,1,1,0,0,1,0,0,-0.12963579626738525,0.02411808399640349,0.0488742579745992,5.136041805494788
EGFR,DHRS3,1,29331,1,1,0,0,1,0,0,-0.10279216699712838,0.00179512541801102,0.00472114667158607,7.093087151702536
EGFR,RNF149,1,30355,1,1,0,0,1,0,0,-0.042895022022295136,1.3447902415445238e-4,4.4727624422130673e-4,4.249987671463873
EGFR,S100A11,1,25728,1,1,0,0,1,0,0,-0.025895274887800183,0.2718832733140013,0.4081692404902687,4.322212125408655
EGFR,S100A9,1,31283,0.9999999996000306,1,0,0,1,3.9996939094066864e-10,3.286898305779893e-9,-0.23477189147986713,2.7106408447482057e-18,1.009490358927226e-16,7.755794596797063
EGFR,TGFA,1,20972,1,1,0,0,1,0,0,-0.11239351609894573,2.0809939808773808e-9,1.6917669178680853e-8,7.012748004015022
EGFR,CLDN1,1,19283,1,1,0,0,1,0,0,-0.13331071675353415,2.577429338623736e-7,1.43841424691948e-6,2.9597935954881005
EGFR,ELF3,1,18400,1,1,0,0,1,0,0,-0.1778468152952825,0.8953467261673923,1,4.187933585780939
EGFR,NUAK2,1,34081,1,1,0,0,1,0,0,-0.14778784971319686,0.00844117636105601,0.01909535549994943,5.854564926577906
EGFR,RBM47,1,27371,1,1,0,0,1,0,0,-0.0221411993074842,0.3433190794176979,0.4977242684928229,2.485597433682258
EGFR,CXCL3,1,33293,1,1,0,0,1,0,0,-0.21899176224880637,1.6255167709324687e-21,1.0466293875218926e-19,7.58471979768894
EGFR,CXCL1,1,29465,1,1,0,0,1,0,0,-0.11663334166084656,2.4675233881326774e-14,4.718229244995196e-13,7.254281018081762
EGFR,CDCP1,1,23495,1,1,0,0,1,0,0,-0.09951836968269277,0.06309854037681133,0.114652401819942,7.141372607320133
EGFR,ZC3H12A,1,31606,1,1,0,0,1,0,0,-0.1594521693557274,5.602412634322495e-10,5.025088354840587e-9,3.26768081165007
EGFR,LIPH,1,21589,1,1,0,0,1,0,0,-0.06484756239838892,0.00547242169919343,0.01293335973572677,3.935218901423103
EGFR,S100P,1,26040,0.9999999999994944,1,0,0,1,5.054845431118338e-13,6.1589884930650354e-12,-0.27186846991317976,2.2025703221530173e-4,7.013050739068292e-4,5.983798694558919
EGFR,SGMS2,1,30766,1,1,0,0,1,0,0,-0.17077071550225237,2.264228125474334e-6,1.0617001143797976e-5,4.627934142324828
EGFR,PLXNB1,1,33925,0.9999999999986096,1,0,0,1,1.390443316040546e-12,1.6025099300353416e-11,-9.722429111162253e-4,0.2926415127264319,0.434631275877116,4.576972292958238
EGFR,MST1R,1,20970,1,1,0,0,1,0,0,-0.15454076870632252,0.769378507121212,0.9678204313119446,5.463134724715265
EGFR,FAM160A1,1,25832,1,1,0,0,1,0,0,-0.19481236047059775,0.3814572850091064,0.5439432378068018,8.433243307928011
EGFR,ITGA2,1,27626,1,1,0,0,1,0,0,-0.12577447720659826,0.4823950315056356,0.6617869600635353,4.785576864123299
EGFR,ELOVL7,1,26448,1,1,0,0,1,0,0,-0.0987122717412465,0.03711485298877875,0.07168125936372999,5.809265967889125
EGFR,F2RL1,1,25343,1,1,0,0,1,0,0,-0.17936825439787993,1.5995675137503522e-5,6.382389593801298e-5,3.491482165448534
EGFR,CHMP4C,1,19762,1,1,0,0,1,0,0,-0.11015744045796143,0.3868572609190132,0.5504333540991809,7.793153853624389
EGFR,TMEM184A,1,20972,1,1,0,0,1,0,0,0.06286599046059971,0.5201016733374113,0.7042627838021569,10.292863727102024
EGFR,FZD6,1,32908,1,1,0,0,1,0,0,-0.07410058954930143,2.2086634760177832e-4,7.030786999441283e-4,1.3231953668540417
EGFR,RASEF,1,27091,1,1,0,0,1,0,0,-0.1484937929171405,0.11662757046364204,0.1965351694513712,4.794713367419131
EGFR,CLDN3,1,32591,1,1,0,0,1,0,0,-0.1767431238400412,0.00677228305185678,0.01565997171000827,3.2899883608955443
EGFR,GJB2,1,25967,1,1,0,0,1,0,0,-0.17318666346497746,0.01607949861958564,0.03404005696954579,4.405731148892408
EGFR,VWA2,1,32683,1,1,0,0,1,0,0,-0.12749012801352527,0.45250907272185376,0.627549974445276,6.280065682619159
EGFR,ANKRD2,1,27458,1,1,0,0,1,0,0,-0.033670017957336866,0.17371648189853772,0.27767598522472614,6.155836106426578
EGFR,TC2N,1,24711,0.99999966647428,1,0,0,1,3.335257199310604e-7,1.741529166159863e-6,0.06940095317104786,0.4531976829871646,0.6283308141234045,6.678260746446698
EGFR,SPINT1,1,22072,0.9999999736844576,1,0,0,1,2.6315542522858948e-8,1.646024196562637e-7,-0.08059083998601428,0.0106749020675889,0.02357494146597738,5.411426190786284
EGFR,SERPINB7,1,32772,1,1,0,0,1,0,0,-0.16958541159457766,0.29545876993144327,0.4381894720832365,6.187455237326173
EGFR,PLEKHA7,1,30896,0.9999999999900796,1,0,0,1,9.920508858840547e-12,1.0223023214284671e-10,-0.04092414679960658,0.07195354344880865,0.1286467824062362,2.683620553175517
EGFR,C15orf48,1,26736,1,1,0,0,1,0,0,0.041227538566418274,0.01706213978044308,0.03589467520939744,9.191429394230882
EGFR,UGT1A6,1,21540,1,1,0,0,1,0,0,-0.11299036667532737,0.0105720857386896,0.02337291651062237,2.9645898136046367
EGFR,MYO5B,1,21687,1,1,0,0,1,0,0,-0.08464715532504301,0.06167963360621675,0.11238767511027768,6.906640296579382
EGFR,CYP2S1,1,22251,1,1,0,0,1,0,0,0.002619976044739567,1.3313458785013416e-5,5.395277869290684e-5,6.255270605168474
EGFR,TMC4,1,22914,0.9999999999997122,1,0,0,1,2.8776980798284073e-13,3.6367474476909976e-12,0.03454518613073549,0.00159416554777579,0.00423904634911265,5.5313200036635495
EGFR,SPINT2,1,22614,0.9999999999999928,1,0,0,1,7.327471962526033e-15,1.1272317006006369e-13,-0.08432074009439298,2.948079050249451e-4,9.150177465246668e-4,7.129135766587217
EGFR,SERPINF2,1,28923,0.9999907813166794,1,0,0,1,9.21868332059983e-6,3.7491614306752227e-5,-0.10036576540017644,0.00691865124537407,0.01596432292494223,5.218741069150955
EGFR,KLK6,1,23463,1,1,0,0,1,0,0,-0.28380297443348745,0.15844129803175033,0.256442561137307,4.812233011022666
EGFR,KLK11,1,27382,0.9999999999638852,1,0,0,1,3.611488885724157e-11,3.438032747973234e-10,-0.10034745955021411,0.9156843392112216,1,3.99497263783253
EGFR,KLK13,1,52134,0.9999999998101587,1,0,0,1,1.898412538281491e-10,1.640491307703361e-9,-0.15701765879923643,0.2899617317428582,0.4312321572063975,4.9319908046269365
EGFR,KRT80,1,23589,1,1,0,0,1,0,0,-0.23544289920581682,0.09867418832396198,0.16974414730568865,5.289200402672341
EGFR,IGFBP6,1,32635,1,1,0,0,1,0,0,-0.027240595217215956,0.28187417219989314,0.4209572547763165,8.849751746225657
EGFR,EVPL,1,23109,1,1,0,0,1,0,0,0.005671529404312635,0.926913989805285,1,5.531476208783342
EGFR,FTH1,1,34131,1,1,0,0,1,0,0,-0.1603518951816611,0.6070284243725037,0.7997136824174437,9.156381391950394
EGFR,ENTPD3,1,36096,0.9999999999983058,1,0,0,1,1.6942003355779889e-12,1.9456816162205453e-11,-0.20132364396926722,0.7723913733757594,0.9708219094561956,3.9514850799360257
EGFR,FAM83B,1,23060,1,1,0,0,1,0,0,-0.17351648434101913,0.7951852047652507,0.9934440426422037,7.1653369348182565
EGFR,SERINC2,1,24487,1,1,0,0,1,0,0,-0.04541677299516507,0.09941570376077732,0.17085377052817816,6.45610352591083
EGFR,PLA2G4F,1,27251,0.9999999997690254,1,0,0,1,2.3097457280130127e-10,1.967116008976187e-9,-0.08719119500944288,3.793610769178044e-9,2.948654294344989e-8,6.52224118035889
EGFR,KLK7,1,27649,0.9999999999999408,1,0,0,1,5.928590951498336e-14,8.339187045199179e-13,-0.2546328814425971,0.9812097270741104,1,6.330714025858272
EGFR,AFAP1L2,1,29275,1,1,0,0,1,0,0,-0.01624159930340009,0.6281910410767364,0.8223677513016076,5.714106163350796
EGFR,EFNA1,1,25839,1,1,0,0,1,0,0,-0.07623786627871874,0.23966199393323812,0.3664164845097257,5.311067930004047
EGFR,SH3TC2,1,31299,1,1,0,0,1,0,0,-0.16946487970174243,4.614909399853609e-9,3.530911652138688e-8,7.688648306710451
EGFR,ADRB2,1,33554,1,1,0,0,1,0,0,-0.029689447791383265,2.640618104139034e-5,1.009841821458159e-4,3.5423186934898774
EGFR,PTAFR,1,29504,0.99999997323405,1,0,0,1,2.6765949900919853e-8,1.6732894116932893e-7,-0.15514054704686706,2.2496501460815947e-15,5.1298985541037834e-14,5.44283564739494
EGFR,RASSF6,1,24177,1,1,0,0,1,0,0,0.004010635134933038,0.00533668162548393,0.01264536280817308,4.192354354222901
EGFR,CLIC3,1,27755,1,1,0,0,1,0,0,-0.040348360207412864,0.02785532937834781,0.05558480544573045,2.738444961634672
EGFR,TM4SF1,1,33486,1,1,0,0,1,0,0,-0.2469261906162059,0.00229166471827608,0.00589037400605456,4.026853130597283
EGFR,GPR37L1,1,37325,0.9999999999594416,1,0,0,1,4.055833446869883e-11,3.8541780495527036e-10,-0.044229198660052003,3.222653654813508e-9,2.5353780386454586e-8,3.0714584098848245
EGFR,SLC16A5,1,29233,1,1,0,0,1,0,0,-0.1303562217034789,2.67304675136159e-10,2.5354855715249275e-9,4.255599709069233
EGFR,GPRC5C,1,31830,1,1,0,0,1,0,0,-0.14162760624680418,0.8858810788574574,1,4.453428271836779
EGFR,KRT8,1,21080,1,1,0,0,1,0,0,-0.1015771710035404,0.05327202506106487,0.09872525211400963,3.0222891300105963
EGFR,KRT86,1,32165,1,1,0,0,1,0,0,0.05505425368235467,0.4147805195388503,0.5834960424906126,3.716957334389387
EGFR,SDR16C5,1,33503,1,1,0,0,1,0,0,-0.26243961375713065,0.2356612962935793,0.36123498912272073,5.762059150542927
EGFR,LRRC8E,1,31113,1,1,0,0,1,0,0,0.013572822054351688,0.01358165431419023,0.02926938261784753,3.4943754631561643
EGFR,CDC42BPG,1,24528,0.9999989272728218,1,0,0,1,1.0727271781973968e-6,5.140965430353669e-6,0.031948109102433384,0.08231342497259264,0.14476499866131712,4.336149645170896
EGFR,KRT19,1,23720,1,1,0,0,1,0,0,-0.15521061475382222,0.00894298676725267,0.02011406737925752,1.6483850903324768
EGFR,KRT15,1,22002,1,1,0,0,1,0,0,-0.23373307664040696,0.11583131725344878,0.1953755666234912,2.2047044653508943
EGFR,KRT13,1,25392,1,1,0,0,1,0,0,-0.15154876180677662,5.061291948326606e-5,1.8330135487626553e-4,2.5980234946573995
EGFR,BCL2L1,1,28483,1,1,0,0,1,0,0,-0.04880873477586535,0.27594637443184183,0.4133313640351424,5.259145158172867
EGFR,LGALS9C,1,30939,0.999999999854801,1,0,0,1,1.4519896396336662e-10,1.2917368771951055e-9,-0.04949842576857846,0.0024790217299668,0.00632230514959022,7.511000685988998
EGFR,OVOL1,1,29218,0.999999996660744,1,0,0,1,3.33925598283713e-9,2.4061253483540498e-8,-0.12197824612675738,3.977849327170611e-5,1.4711458207772437e-4,5.131724909999943
EGFR,SSH3,1,22246,1,1,0,0,1,0,0,-0.11661401820240562,0.04361469008291162,0.0827065864984684,6.069718684373556
EGFR,SYT12,1,33579,1,1,0,0,1,0,0,-0.16091358915824613,0.5655724721936023,0.7547756743688407,4.64102908237495
EGFR,SNCG,1,27858,1,1,0,0,1,0,0,-0.2352388273616974,0.2692185848465923,0.4047996301053198,5.474254500321668
EGFR,JUP,1,21293,0.9999999999999998,1,0,0,1,2.220446049250313e-16,4.094000159311071e-15,-0.09746636359216179,0.1936535841315772,0.30501102633698945,6.185520692950691
EGFR,TNK1,1,23914,1,1,0,0,1,0,0,-0.043218820513265865,0.01864912333401079,0.03885774483279255,7.478018806559461
EGFR,BTC,1,20190,1,1,0,0,1,0,0,-0.0988835741816903,0.3526863532658646,0.5091948014121269,8.275895849743137
EGFR,CST6,1,23013,1,1,0,0,1,0,0,0.037597576064635374,0.19479012067583895,0.3065614666798463,8.426195146820705
EGFR,P2RY2,1,21766,1,1,0,0,1,0,0,-0.11039696234725371,1.9885937625769247e-9,1.6220445238291595e-8,3.166484932957333
EGFR,CREG2,1,25398,1,1,0,0,1,0,0,-0.17712849150578633,1.8222168579188297e-7,1.0457829390590584e-6,9.63744910776158
EGFR,DOK7,1,25916,0.999999999999988,1,0,0,1,1.199040866595169e-14,1.8093764107304097e-13,-0.058331118333163755,0.03301837627476335,0.06465006053721332,7.624613774734364
EGFR,GPX2,1,25053,0.9999999999942062,1,0,0,1,5.793809876308842e-12,6.191027096749584e-11,-0.17941530290239124,0.00391517533851601,0.00956578598861396,9.30002185119748
EGFR,HSD11B2,1,33289,0.9999957137627492,1,0,0,1,4.286237250794578e-6,1.8476287552707462e-5,-0.3426613563660305,0.3982044841501803,0.5639301320849711,3.762807511028063
EGFR,SLCO3A1,1,33361,0.9999999999962496,1,0,0,1,3.750333377183779e-12,4.084230624411243e-11,-0.08783628147816325,1.831498784133381e-17,5.937083568370867e-16,3.5675235253585815
EGFR,B3GNT5,1,32348,1,1,0,0,1,0,0,-0.29400622352425787,3.5874863457673984e-27,6.041345580535924e-25,3.2591968681862946
EGFR,EPS8L2,1,17765,1,1,0,0,1,0,0,-0.011812707942104256,0.01027283341393837,0.02277687776232307,7.155270110547389
EGFR,ACOT4,1,34077,0.9999999999999996,1,0,0,1,4.440892098500626e-16,8.017381373695731e-15,-0.12677320895623384,0.13014224189528428,0.21622391400152943,3.15597887224592
EGFR,SAMD12,1,27396,1,1,0,0,1,0,0,0.008420197265140084,0.928521427620945,1,4.516857848415538
EGFR,ALS2CL,1,16604,1,1,0,0,1,0,0,-0.06357986344432907,7.923147685922802e-5,2.761711687658551e-4,6.126428562296784
EGFR,THBD,1,35064,1,1,0,0,1,0,0,-0.05447654703652479,0.9109556401900586,1,10.044321561221905
EGFR,STX19,1,28088,0.9999999997591577,1,0,0,1,2.4084234606647215e-10,2.050146471985678e-9,-0.09787813066652544,1.971738449600116e-5,7.72874830391637e-5,5.073367519111185
EGFR,ALOXE3,1,33349,1,1,0,0,1,0,0,-0.11529352775788496,0.7790257788108721,0.9773370642701372,6.2423432839010795
EGFR,TMEM125,1,27355,0.9999999999999984,1,0,0,1,1.5543122344752197e-15,2.6342600091078053e-14,-0.0876415382547093,0.06481691572274205,0.11738363596166532,10.191439612480451
EGFR,VWA1,1,33736,0.9999999999962496,1,0,0,1,3.750333377183779e-12,4.084230624411243e-11,-0.15261199165100434,0.4427033316277146,0.6161466851685585,8.777194226231744
EGFR,HTR1D,1,31149,1,1,0,0,1,0,0,-0.06807273852436066,0.6371891502493127,0.8319396304386276,4.011475225094163
EGFR,B3GNT3,1,18905,1,1,0,0,1,0,0,-0.14582716072380134,1.8401304455523488e-5,7.257544987912846e-5,3.4972159720481897
EGFR,FGD6,1,24999,1,1,0,0,1,0,0,-0.09285756261671833,0.7838212348375226,0.982082805987932,4.344534750915163
EGFR,SLC47A2,1,37662,1,1,0,0,1,0,0,-0.1645227489830942,2.0760678803290025e-15,4.7631777580854185e-14,9.261006873056218
EGFR,TNFSF15,1,25306,1,1,0,0,1,0,0,-0.12073968856880153,3.829778290548839e-5,1.4209542186728916e-4,8.70875080128765
EGFR,CLDN7,1,22469,1,1,0,0,1,0,0,-0.04555086119957698,0.01271668570954739,0.02758288225275653,2.9197307936779517
EGFR,TSKU,1,32659,1,1,0,0,1,0,0,-0.2774308627675342,0.37944737629315184,0.5415435487451088,3.725166470988824
EGFR,ANXA2,1,32900,1,1,0,0,1,0,0,-0.19149323880637814,0.04839909900045251,0.09066878839074936,5.618097595532199
EGFR,ARHGEF37,1,28637,1,1,0,0,1,0,0,-0.020063462746345583,0.00156584832063981,0.00417068924154295,5.563815055709626
EGFR,RIPK4,1,26912,1,1,0,0,1,0,0,-0.11713876016057106,0.0021705582778126,0.00560767168173974,1.749109354946751
EGFR,CCR3,1,36573,1,1,0,0,1,0,0,-0.02597778388574374,1.2934389102850329e-8,9.127274171191884e-8,3.378701675088443
EGFR,MACC1,1,29938,0.999999939596149,1,0,0,1,6.040385103212031e-8,3.5712371389854386e-7,0.052190669124106095,5.329374381406464e-5,1.9216512423845592e-4,5.89899663182866
EGFR,GPR39,1,30637,1,1,0,0,1,0,0,-0.28459827978509,0.01570357247639764,0.03332665426161912,5.981501980541623
EGFR,TMPRSS2,1,34479,0.9999999986922704,1,0,0,1,1.307729480259922e-9,9.98085864349973e-9,-0.1349677717349552,0.00541834511929732,0.01281925400744877,4.404703254840545
EGFR,TACSTD2,1,22081,1,1,0,0,1,0,0,-0.19580164859724256,0.13475338770299097,0.22279010837122873,7.112525139430199
EGFR,PKP3,1,20865,1,1,0,0,1,0,0,-0.1250436929886061,1.7805620144417496e-4,5.777475602027441e-4,8.083050322604208
EGFR,LPAR5,1,32702,0.9999646052209692,1,0,0,1,3.5394779030806234e-5,1.284885442730863e-4,0.09539157840394692,1.8365971957397364e-8,1.2610698856493322e-7,8.192537922843703
EGFR,SDR42E1,1,34373,1,1,0,0,1,0,0,-0.17745688503095267,0.0462365408075766,0.08706240427840581,6.581039344374361
EGFR,JAG2,1,31798,0.9999999881622886,1,0,0,1,1.1837711366702308e-8,7.813607002472826e-8,-0.25441617390319726,0.3655262408792808,0.5248006552451464,2.3527469754073644
EGFR,SEMA4B,1,27523,1,1,0,0,1,0,0,-0.06084970514554031,0.8337224282998893,1,5.30449035343543
EGFR,ANO9,1,27558,0.999999963377046,1,0,0,1,3.6622954002751846e-8,2.2426082088431993e-7,-0.0302728782957207,0.1435772409374106,0.23543147584257157,8.85265063752468
EGFR,TNFAIP2,1,28419,1,1,0,0,1,0,0,-0.06653288206649753,1.7683181335229794e-13,2.9113186191711484e-12,9.567389785807446
EGFR,KRT6B,1,33329,0.999999871269918,1,0,0,1,1.2873008203850844e-7,7.213140478662745e-7,-0.13444361492918203,0.996829813601266,1,2.522776086116749
EGFR,CYP4F12,1,31202,0.9999999999999992,1,0,0,1,8.881784197001252e-16,1.5345072572625172e-14,-0.05465893208681219,0.04439345367664256,0.08400179972710058,4.503967598290567
EGFR,KRT16,1,24593,1,1,0,0,1,0,0,-0.3210164157673011,0.1819139200644228,0.28895032761935996,2.8995043805070204
EGFR,ESPN,1,30689,0.9999989272728218,1,0,0,1,1.0727271781973968e-6,5.140965430353669e-6,-0.3098114599093414,0.7293843988760168,0.927656433679269,10.009946223013438
EGFR,BCAM,1,30704,1,1,0,0,1,0,0,-0.08838906478742915,0.02163922421576928,0.04437327273156634,10.43916957182175
EGFR,THSD4,1,34138,1,1,0,0,1,0,0,-0.19804310862469898,0.04236844945749934,0.08060617645122987,7.102500957059941
EGFR,PEAR1,1,29893,1,1,0,0,1,0,0,-0.2721648457601169,0.00134557565393457,0.00363742720953053,4.262574726682206
EGFR,WNT7B,1,27083,1,1,0,0,1,0,0,-0.10303879312363118,0.4493939588620198,0.6239651969615847,5.7200136626998885
EGFR,AGRN,1,28822,1,1,0,0,1,0,0,-0.14798845018651874,1.0042537938992788e-6,5.027728151824067e-6,5.208273438854565
EGFR,NHS,1,33541,1,1,0,0,1,0,0,-0.10046889652516326,0.3693703079205077,0.5294198953879043,4.764064975990528
EGFR,S100A16,1,25075,1,1,0,0,1,0,0,-0.03432336248961288,0.00152292440159671,0.00406649294206442,9.116784386994103
EGFR,GJB3,1,16331,1,1,0,0,1,0,0,-0.09814809445229644,3.541751982633186e-6,1.6019891072512066e-5,2.959454084458205
EGFR,SP6,1,25673,1,1,0,0,1,0,0,-0.18468694477874514,0.02513419419613684,0.0507088214363398,8.579547940814415
EGFR,CLDN4,1,21582,1,1,0,0,1,0,0,-0.1384570252258769,0.0681891992490326,0.1227066048491108,3.131510261987947
EGFR,GJB5,1,22084,1,1,0,0,1,0,0,-0.2498556657288431,0.9100880313751706,1,2.9954912111489422
EGFR,GJB4,1,19298,1,1,0,0,1,0,0,-0.23060260189963977,1.3346602154448902e-6,6.5259720854736855e-6,2.6640087877979055
EGFR,CGB7,1,34092,1,1,0,0,1,0,0,-0.17151973611904847,0.00798246679877473,0.01815712236514527,10.344244943099476
EGFR,PLXNB2,1,32208,1,1,0,0,1,0,0,-0.06693285418433871,3.009092460854737e-6,1.379114376383949e-5,4.029541666114546
EGFR,MYO6,1,33086,1,1,0,0,1,0,0,-0.18512704253091508,0.01592105417028576,0.03373851275926318,10.246673081872109
EGFR,S100A2,1,28117,1,1,0,0,1,0,0,-0.29141837842800444,5.353066813782274e-5,1.9292775645968004e-4,9.087856637252305
EGFR,LAMB3,1,16130,1,1,0,0,1,0,0,-0.022789127717390494,0.00709006857009217,0.01632467423311315,4.338108124621995
EGFR,ARRDC1,1,28626,0.9999999999999964,1,0,0,1,3.552713678800501e-15,5.696536982469443e-14,0.009055321125029823,0.00149204420200857,0.00399241831999772,4.096758912863375
EGFR,SRC,1,33286,1,1,0,0,1,0,0,-0.1146518226163808,0.06947668217384802,0.12473604890340403,6.903957309463537
EGFR,SULT1A2,1,35723,0.9996863733529228,1,0,0,1,3.136266470772364e-4,9.375738348362154e-4,-0.04862415559986541,0.24498482551989417,0.37338357931442256,3.2288535390998567
EGFR,SERPINA1,1,32040,1,1,0,0,1,0,0,0.1267367110861678,6.574184284809493e-6,2.8285422450129228e-5,3.9491372329434498
EGFR,SLC22A5,1,32672,1,1,0,0,1,0,0,-0.10483545334579282,0.02798571752711648,0.05582395404115195,1.9378136122237803
EGFR,ZNF860,1,31975,1,1,0,0,1,0,0,0.00197929389839396,0.02905612290470097,0.05771187289927947,8.056338888422003
EGFR,PDGFA,1,33230,1,1,0,0,1,0,0,-0.16183482437102056,0.17460092269685693,0.2788919556701626,3.473179899677379
EGFR,S100A10,1,28996,1,1,0,0,1,0,0,-0.1814740553995321,9.960214220409442e-4,0.00276782028056031,6.845865246260514
EGFR,OCLN,1,27626,1,1,0,0,1,0,0,-0.1704782877706129,0.00912087835635104,0.02047119785863816,9.539889644020278
EGFR,NUP62CL,1,33657,0.999999997738642,1,0,0,1,2.261357989752355e-9,1.6640248587298452e-8,-0.07412744905191956,0.33912626610090374,0.4926349869055583,5.7865561943974635
EGFR,CNGA1,1,27754,1,1,0,0,1,0,0,-0.06235790751186788,0.0416010449112962,0.07931485959228626,2.6511470021313173
EGFR,CTNND1,1,31398,1,1,0,0,1,0,0,-0.15051402654434207,0.07498841755320512,0.1333930412368779,2.4724546438366373
EGFR,PPP1R14C,1,27026,0.9999999881622886,1,0,0,1,1.1837711366702308e-8,7.813607002472826e-8,-0.06812678636502137,1.758061202529761e-6,8.412323685444335e-6,5.9319474185940635
EGFR,RASSF9,1,36372,1,1,0,0,1,0,0,-0.2086948286198059,0.0779252629061435,0.13796741043741712,5.143409493973746
EGFR,TGM2,1,30650,1,1,0,0,1,0,0,-0.060745451817177935,0.03805479432011569,0.07328926643927727,2.9389206485540154
EGFR,CAPN8,1,29252,0.999999966329669,1,0,0,1,3.367033096779437e-8,2.0873200004017657e-7,-0.10143232844273342,0.1122577431541536,0.1900893565541312,2.8311300599700338
EGFR,FANK1,1,27654,1,1,0,0,1,0,0,-0.020302298939869755,0.9923130862657028,1,10.377139234441008
