gene1,gene2,p_value,statistic,depletion_p_value,q_value,SR_DD_p_value,SR_DD_q_value,depletion_q_value,SR_DD_depletion_p_value,SR_DD_depletion_q_value,survival_coef,survival_p_value,survival_q_value,phylo_coefficient
EGFR,STAG3,7.870037805600138e-6,65784,7.30235623612777e-8,3.746860017282693e-4,0.9999921299621944,1,8.108005795452547e-6,0.9999999269764376,1,-0.1680838865400016,4.429057273669675e-12,5.7514212480803486e-11,2.9025693475607577
EGFR,GMCL1,7.926620446784583e-6,65401,4.00206632674888e-9,3.7693030465081937e-4,0.9999920733795532,1,6.384692146922489e-7,0.9999999959979337,1,-0.17795854676487377,4.5731571457891975e-10,4.168571658734542e-9,6.589542682047538
PDGFRB,ZDHHC23,7.941221949429556e-6,65400,6.923437625017008e-7,3.774517052973964e-4,0.9999920587780504,1,5.636134359125023e-5,0.9999993076562376,1,-0.025401048387059314,0.1739486193582823,0.2779826404432183,2.439804518057562
ERBB2,DOCK7,7.949187872010254e-6,65589,0.999998631643284,3.777611313462456e-4,0.999992050812128,1,1,1.3683567159361587e-6,6.42630112755412e-6,-0.09012395756858932,0.3724180304178892,0.5330651351219418,6.452728789315411
FGFR1,GABRP,7.964580020137406e-6,72376,0.00121765981097745,3.7842328837668057e-4,0.9999920354199798,1,0.02997179183852848,0.9987823401890226,1,-0.15872524872845412,7.188387752984086e-4,0.00205845217164314,2.771108093631753
ERBB2,ZMAT5,8.029370843682166e-6,65394,1.1702847343661649e-6,3.808392016836142e-4,0.9999919706291563,1,8.760120550119796e-5,0.9999988297152655,1,0.14083794198240243,7.35736339966124e-14,1.2967224844607304e-12,3.2740848859207428
ERBB2,FDXACB1,8.082572964219411e-6,65770,9.472520060983513e-5,3.8304752639744486e-4,0.9999919174270356,1,0.0036503492377578,0.9999052747993902,1,0.04922542908089983,0.00229739463887251,0.00590346904610336,6.1448362042325835
ERBB2,R3HCC1,8.133390057332614e-6,65387,0.00247899928190036,3.851392860983837e-4,0.9999918666099428,1,0.05254743374300486,0.9975210007180996,1,0.15671362311590065,1.4325841440231754e-19,6.561399646969151e-18,7.490147692635552
EGFR,GPR173,8.145563788211597e-6,67286,0.9999954170168248,3.8568055403782176e-4,0.9999918544362116,1,1,4.582983175072108e-6,1.9629571488611786e-5,-0.18371983695623761,9.3339093311597e-7,4.702063572136855e-6,7.824412534294929
EGFR,CLK3,8.17836179941122e-6,65384,0.00156063027701123,3.870569149280856e-4,0.9999918216382006,1,0.03625240261283898,0.9984393697229887,1,-0.15391872322805344,2.427582485147385e-7,1.3611769763874986e-6,9.683948899680235
EGFR,IKZF1,8.19327578365044e-6,78769,2.8731503614109172e-5,3.875567931947772e-4,0.9999918067242164,1,0.00134767735322698,0.9999712684963858,1,-0.005392691866019383,1.1577302993757818e-4,3.90404105982389e-4,3.3365643304957064
ERBB2,GNL3,8.208474522748028e-6,65382,1.995576701650454e-4,3.8819883066024e-4,0.9999917915254772,1,0.00672317874659459,0.999800442329835,1,0.03548258739270587,0.04569700807518179,0.08616405633227081,5.09956019257182
EGFR,RBMS3,8.223570483998965e-6,65381,0.9999999990397463,3.8877103643676983e-4,0.999991776429516,1,1,9.60253543347278e-10,7.470018896604913e-9,-0.22694498130362165,0.3734187879968019,0.5342322516244364,4.15818021916109
PIK3CA,GJC1,8.269017291903586e-6,65378,0.9999999736844576,3.905992930511967e-4,0.999991730982708,1,1,2.6315542522858948e-8,1.646024196562637e-7,-0.3194602882658405,3.95403060211628e-10,3.6430893222181592e-9,9.966316296289378
BRAF,TNNT2,8.280851355170706e-6,70149,0.00163490382533605,3.9098795534524495e-4,0.9999917191486448,1,0.03769933055732593,0.998365096174664,1,-0.03130957098323109,0.1439577195727591,0.23598622696523736,10.368192560564133
PDGFRB,DGKE,8.29172150750637e-6,65566,0.0041462886973762,3.913762794954551e-4,0.9999917082784924,1,0.0791767673551621,0.9958537113026238,1,-0.015427948044422775,0.00574102631447914,0.01350528771357837,5.4079660019983615
FGFR1,CKMT1B,8.299448040179955e-6,65376,2.4622914537889887e-10,3.9160898035742734e-4,0.99999170055195985,1,5.6442049863008415e-8,0.9999999997537709,1,-0.051397576981760756,0.02128857872899395,0.04372926965179852,4.004990963953379
PIK3CA,EPM2A,8.329985501046672e-6,65374,0.9999978730172212,3.927285069422331e-4,0.999991670014499,1,1,2.1269827787939732e-6,9.670876745771614e-6,-0.007686739038158976,0.3084440709743156,0.4545519417795114,10.042811655868976
EGFR,ADNP,8.345294359271904e-6,65373,9.626616153915722e-4,3.93271617762492e-4,0.9999916547056408,1,0.02445971165507554,0.9990373383846084,1,-0.12472797795300333,1.6054400733038357e-7,9.308171389381804e-7,3.1208898505830556
EGFR,POFUT2,8.468734159708486e-6,65365,0.9999999999742636,3.982569012088012e-4,0.9999915312658404,1,1,2.573630197844068e-11,2.5004757893560653e-10,-0.2671542001177866,0.08303039207560749,0.14586931045046836,4.5050468883669375
EGFR,WDFY4,8.567954928186289e-6,103725,1.093541845599958e-4,4.0190563219871e-4,0.9999914320450718,1,0.00416522664943466,0.99989064581544,1,-0.0880817078645722,2.9658915440485656e-6,1.3610956462551748e-5,10.289990992089024
PIK3CA,SMAD4,8.60968348350264e-6,65356,0.9999999999345182,4.036051623241969e-4,0.9999913903165164,1,1,6.548184217081143e-11,6.012759684677359e-10,-0.07874661592648671,0.00172398034605153,0.00455033080498665,9.43798106805079
FGFR1,RAB11FIP4,8.670965335114675e-6,65731,1.2259541499689388e-5,4.059645210216898e-4,0.9999913290346648,1,6.572621356889776e-4,0.9999877404585004,1,0.0636194275634964,2.4452143484448974e-9,1.9649182572197194e-8,7.433909483221151
ERBB2,ZNF726,8.686799008878057e-6,65730,4.211730926626845e-4,4.0655911595122466e-4,0.9999913132009912,1,0.01259268053557838,0.9995788269073372,1,0,1,1,4.352597565265864
AKT3,ACTR3C,8.688951691712716e-6,65351,6.390396001212713e-10,4.065865275831737e-4,0.9999913110483084,1,1.2799709153073556e-7,0.9999999993609604,1,0.08265644570999182,1.1478456882271436e-4,3.8737048022718473e-4,9.385528955957282
EGFR,ZBTB34,8.822509390175263e-6,65912,4.4411224861756714e-7,4.1201881055953485e-4,0.9999911774906098,1,3.853529532324243e-5,0.9999995558877514,1,-0.2908144606583247,1.657541752897449e-7,9.58410456282248e-7,5.310792995829907
AKT2,STXBP1,8.833390011794975e-6,65342,0.999999999999968,4.123785006046136e-4,0.9999911666099882,1,1,3.1974423109204515e-14,4.557949359367834e-13,-0.20957673595522683,0.3113581651826509,0.45814805566711697,5.596440301398053
ERBB2,ZNF275,8.882042415842315e-6,65339,0.00247899928190036,4.143515903701197e-4,0.999991117957584,1,0.05254743374300486,0.9975210007180996,1,0.03570436795587508,0.7223068515050212,0.9204597355009092,3.535848525657358
AKT2,DNAJB4,9.046067647638794e-6,65329,0.9996909385382906,4.207929674673427e-4,0.9999909539323524,1,1,3.090614617093923e-4,9.242405186063053e-4,-0.2559909322031075,0.723480920820172,0.9216412217095242,4.63204526909603
CDK4,PSMB9,9.062627965014926e-6,65328,0.00247899928190036,4.21412200373194e-4,0.999990937372035,1,0.05254743374300486,0.9975210007180996,1,-0.02259292076292249,3.651975366984655e-5,1.3602935346982776e-4,2.86769054455807
EGFR,HK2,9.06896403551346e-6,65517,9.626616153915722e-4,4.215557324067856e-4,0.9999909310359644,1,0.02445971165507554,0.9990373383846084,1,-0.14170649421803813,2.841844022683669e-4,8.84800916869481e-4,3.796860366313196
EGFR,PDZRN4,9.11710066449113e-6,138265,2.2990563484877818e-12,4.234519125419338e-4,0.9999908828993356,1,9.661007093163227e-10,0.999999999997701,1,-0.08853549629221467,0.08514915423876547,0.14912670769878983,3.9356506857780342
ERBB2,PDCD11,9.12915850476932e-6,65324,0.00385912148878591,4.239360639342274e-4,0.9999908708414952,1,0.0747520417165855,0.996140878511214,1,0.016832932514818627,1.6926354551111296e-8,1.1698414171087933e-7,3.645444697999766
EGFR,TRAM2,9.212976122609246e-6,65319,0.9999999736844576,4.2706403118060227e-4,0.9999907870238772,1,1,2.6315542522858948e-8,1.646024196562637e-7,-0.29239112017221286,3.063519641293277e-10,2.876503188430179e-9,3.984393845383861
EGFR,SH2D3C,9.221015254513102e-6,67608,3.593497890324437e-6,4.2739850448169253e-4,0.9999907789847456,1,2.3340510884205284e-4,0.9999964065021096,1,-0.13824809900561155,4.1356669362539527e-4,0.00124584647703589,2.6997077690043727
FGFR1,GALNT3,9.280557520057163e-6,65315,1.0088647557376732e-19,4.2996130605868504e-4,0.99999071944248,1,3.009008710867317e-16,1,1,-0.12881641200674418,0.04439171271053899,0.08399955262257727,1.970434228939042
ERBB2,ZNF22,9.331553192643345e-6,65312,5.2448846410023734e-8,4.315583471874465e-4,0.9999906684468074,1,5.987510003271181e-6,0.9999999475511536,1,-0.02367263390305099,0.02429185181330185,0.04919223957220712,8.722989788151013
ERBB2,NLGN2,9.331553192643345e-6,65312,0.999972784630788,4.315583471874465e-4,0.9999906684468074,1,1,2.721536921201917e-5,1.0079485112473829e-4,0.0895959888879808,9.40718612668768e-7,4.735624607504139e-6,2.288048318888236
PIK3CA,TRPC3,9.34028662904008e-6,71195,0.9998923949155604,4.31885266263393e-4,0.999990659713371,1,1,1.0760508443963256e-4,3.541009343799042e-4,-0.14405103106769465,2.106569005258331e-16,5.7175700625225456e-15,3.972127954320248
FNTB,RNF130,9.348610985462793e-6,65311,0.9999997422453072,4.3219315677470486e-4,0.9999906513890146,1,1,2.5775469292277364e-7,1.3724957390783388e-6,0.04243431009358402,0.00544317425893847,0.0128721117955427,9.606053683646008
EGFR,HNRNPUL2,9.417139635168154e-6,65307,3.4430140760073646e-4,4.3489636400054834e-4,0.9999905828603648,1,0.0105716131355119,0.9996556985923992,1,-0.19096815162414854,0.08389644743539251,0.1471943207839406,6.213579356226774
PIK3CA,NDEL1,9.417139635168154e-6,65307,0.9999999990397463,4.3489636400054834e-4,0.9999905828603648,1,1,9.60253543347278e-10,7.470018896604913e-9,-0.15655448642573708,0.00298349946249696,0.00747874486111203,6.786117188853991
EGFR,CLN6,9.503473453923744e-6,65302,0.00385912148878591,4.38155143844054e-4,0.999990496526546,1,0.0747520417165855,0.996140878511214,1,-0.01103296710330464,0.288644901133116,0.42958944869857546,5.235491294560385
PIK3CA,JAK2,9.60135741646058e-6,65675,0.9999999996887172,4.42144681666346e-4,0.9999903986425837,1,1,3.1128266630986435e-10,2.627994200303093e-9,-0.00798967229031722,9.026481946624713e-8,5.476914088708735e-7,3.9764567240022775
FGFR1,MAP3K1,9.69606907949498e-6,65291,0.00385912148878591,4.45754614467853e-4,0.9999903039309204,1,0.0747520417165855,0.996140878511214,1,-0.09686582473820013,0.7168137834925677,0.9148704621731144,9.14889466657649
EGFR,SNRNP35,9.698539461082595e-6,65670,3.075563513685444e-9,4.4582868880628946e-4,0.9999903014605388,1,5.170443699406525e-7,0.9999999969244364,1,-0.1178681835093717,0.00616827947739817,0.01440292135104143,7.231153442720917
ERBB2,ATXN7L2,9.767619872681228e-6,66427,3.172267176494683e-6,4.485671377636457e-4,0.9999902323801272,1,2.0905421965510045e-4,0.9999968277328236,1,0.1221027507550922,8.549102102519239e-4,0.00240967390554907,4.983395704421276
FGFR1,LLGL2,9.802682225774212e-6,65285,1.540447604372244e-13,4.4989863927153703e-4,0.9999901973177744,1,9.09489729122014e-11,0.999999999999846,1,0.06896009181019878,1.5342784937117976e-11,1.815926451028346e-10,2.4790686956122383
ERBB2,TMEM209,9.87437687339678e-6,65281,0.00385912148878591,4.527466696208512e-4,0.9999901256231266,1,0.0747520417165855,0.996140878511214,1,-0.010357130928273367,0.01185041526244928,0.02589135063134895,2.9312860230460913
ERBB2,DNAJC12,9.875636879182765e-6,66038,1.381815335537184e-9,4.527466696208512e-4,0.9999901243631208,1,2.610605046502809e-7,0.9999999986181848,1,-0.021449678216278557,0.0564293213852422,0.10388727066648187,6.672758805860825
ERBB2,RAD51C,9.910411184111248e-6,65279,9.661328822537097e-9,4.540798852094906e-4,0.999990089588816,1,1.38200408904234e-6,0.9999999903386712,1,0.04341008442582784,0.00169412098316039,0.00447904813497648,7.5423581082503555
EGFR,SRP14,9.928475265273672e-6,65278,0.00247899928190036,4.5474695094096374e-4,0.9999900715247348,1,0.05254743374300486,0.9975210007180996,1,-0.027969939456442112,0.00179698004779237,0.00472536930113937,5.93435665591478
EGFR,SH2D1A,9.962287966265586e-6,104204,2.259338331467712e-7,4.5588293566872936e-4,0.9999900377120338,1,2.164522864808573e-5,0.9999997740661668,1,0.06126081115407776,0.01278713876003762,0.02771942782506227,2.315957820004453
EGFR,LIG4,9.98762580336685e-6,65464,9.626616153915722e-4,4.567708235127517e-4,0.9999900123741966,1,0.02445971165507554,0.9990373383846084,1,-0.10253321088776783,2.466450148182821e-5,9.48797356829139e-5,10.442799604066456
PIK3CA,NSMAF,1.0001045627529629e-5,65274,0.9999999999962496,4.572636667797555e-4,0.99998999895437235,1,1,3.750333377183779e-12,4.084230624411243e-11,-0.21764472912404545,0.01569215812589254,0.03330444818908231,4.637763952318192
ERBB2,PSMG1,1.0110848963943583e-5,65268,9.474177084265293e-6,4.615114751824156e-4,0.999989889151036,1,5.230066225816301e-4,0.9999905258229156,1,-0.03876154274129816,2.2860186064354736e-4,7.25431030240585e-4,3.547493542490175
EGFR,DDX11,1.01292607616096e-5,65267,0.00385912148878591,4.622705636821463e-4,0.9999898707392384,1,0.0747520417165855,0.996140878511214,1,-0.2407800064427681,2.5341263267590838e-14,4.837660225218557e-13,9.923068246554406
PIK3CA,STRADA,1.0240403748731083e-5,65261,0.9999989272728218,4.666041901278873e-4,0.9999897595962512,1,1,1.0727271781973968e-6,5.140965430353669e-6,-0.055868783499303167,5.927387061496925e-5,2.1182597064707244e-4,6.994561046543469
EGFR,KLKB1,1.0295570097130156e-5,79670,2.094431458941092e-4,4.6870630285154175e-4,0.9999897044299028,1,0.00699312108957268,0.999790556854106,1,-0.11168599514912292,0.5474229433910365,0.7348055901891768,8.395156000426924
AKT3,OSBPL2,1.0319301330912946e-5,65446,0.00336563565516661,4.696630619771939e-4,0.9999896806986692,1,0.06773389068347829,0.9966343643448334,1,0.04182624340161683,4.324252725003667e-8,2.778229417416642e-7,6.632625289085146
PDGFRB,BSPRY,1.0335358847447153e-5,68661,1.592524893649358e-12,4.7022892515292166e-4,0.9999896646411526,1,6.950949255530076e-10,0.9999999999984076,1,-0.11991848172718207,1.5484722260585015e-4,5.087334563469472e-4,2.5199704099427493
ERBB2,PARP11,1.0413278445974945e-5,65441,5.230616319123479e-5,4.732761181252617e-4,0.999989586721554,1,0.00221593245656045,0.9999476938368088,1,0.143485793787832,0.00356612760624308,0.0087900379788718,2.7833289178987743
ERBB2,POLR3G,1.0428226706772723e-5,65251,5.817197416024324e-4,4.7383101017534686e-4,0.9999895717732932,1,0.01619773307973975,0.9994182802583976,1,-0.1611861950175748,0.725774085364188,0.9240067063900852,4.261220297617007
ERBB2,KLHL8,1.054981349490812e-5,65623,2.593776133527244e-7,4.780579999168372e-4,0.9999894501865052,1,2.381778720419052e-5,0.9999997406223866,1,0.046354199975896314,0.23843103964907253,0.3648162190676315,7.423582948189797
AKT2,GNAQ,1.0580841887960552e-5,65243,0.9999993179999732,4.792966209268723e-4,0.999989419158112,1,1,6.82000026674956e-7,3.3806988799960057e-6,-0.12404315184258617,0.9288234691329006,1,6.94606095147556
PDGFRB,C11orf1,1.061932659951404e-5,65241,3.8417863150910265e-4,4.8070423460849754e-4,0.9999893806734004,1,0.01159634920365191,0.9996158213684908,1,0.0424217380722563,4.7771907380175333e-11,5.180635216622894e-10,10.48745293610332
BRAF,KCNJ11,1.079967466883856e-5,66371,0.9999383718401212,4.8767692069675265e-4,0.9999892003253312,1,1,6.162815987886816e-5,2.1295297392505777e-4,0.03476175021992561,0.02838592055268432,0.05652518619880777,4.816101762761432
EGFR,TMTC4,1.085029268645076e-5,65608,4.104666008421729e-8,4.89712808530708e-4,0.9999891497073136,1,4.92756466433634e-6,0.99999995895334,1,-0.18709417069455012,2.498428221189267e-7,1.3979064295073506e-6,1.945294878144563
PIK3CA,CYP2U1,1.089551517691114e-5,65416,0.99999966647428,4.914488175494366e-4,0.9999891044848233,1,1,3.335257199310604e-7,1.741529166159863e-6,-0.02063499479522322,0.04174864773978347,0.07956140303741423,9.857124106564026
ERBB2,USE1,1.0912238956135434e-5,65226,9.474177084265293e-6,4.920748421877756e-4,0.999989087761044,1,5.230066225816301e-4,0.9999905258229156,1,0.21655867762173334,2.41366270803984e-10,2.3062644418740163e-9,5.063539783270592
ERBB2,CASP3,1.0915240082046487e-5,65415,2.9147209096990975e-4,4.921674070881227e-4,0.999989084759918,1,0.00928971299111841,0.99970852790903,1,-0.145416489737856,0.09408128566401376,0.1628092493276073,2.625158386537932
PIK3CA,ARL2BP,1.1051548317755486e-5,65219,0.9999999990397463,4.972334388777556e-4,0.9999889484516824,1,1,9.60253543347278e-10,7.470018896604913e-9,-0.03717790704202932,3.5608852638695675e-8,2.3228521013241553e-7,8.853768062456487
ERBB2,SCRG1,1.1093563034083956e-5,89410,3.750757935667093e-4,4.988541903102247e-4,0.999988906436966,1,0.01137916282941274,0.9996249242064332,1,0.11657041577200081,0.2196444037039735,0.3399748372586921,9.247313554172274
ERBB2,MBTPS2,1.1237718352139874e-5,65588,0.9999965972868052,5.042979558681654e-4,0.999988762281648,1,1,3.402713194655682e-6,1.502063761691217e-5,0.15373859649964516,0.04877175834956612,0.09128804386431497,3.1808990585588655
PIK3CA,TCP11L1,1.1248811315249024e-5,65588,1,5.047521092896955e-4,0.9999887511886848,1,1,1.1102230246251563e-16,2.1410171023768852e-15,-0.17582502346614123,7.498010315055574e-11,7.852475821095054e-10,6.47292420344592
PIK3CA,FBXO42,1.131476865550972e-5,65206,0.9999999999742636,5.070978535357297e-4,0.9999886852313444,1,1,2.573630197844068e-11,2.5004757893560653e-10,-0.20859768386616603,2.4583617549154044e-4,7.75054916437842e-4,8.788945145951557
PIK3CA,EPS15L1,1.1376353557186428e-5,65203,0.999999997738642,5.094619360516331e-4,0.9999886236464428,1,1,2.261357989752355e-9,1.6640248587298452e-8,-0.19856932378353961,4.035356487262337e-5,1.4905280161233456e-4,6.625918939365985
EGFR,ID2,1.1583948637110796e-5,65193,1.1324618877851952e-4,5.16840710664799e-4,0.9999884160513628,1,0.00419224159011498,0.9998867538112216,1,-0.08757874311829511,0.04354074442859244,0.08258011928660204,4.686659190153651
EGFR,PFN2,1.1604905270960715e-5,65192,0.9999999999900796,5.176422160316619e-4,0.999988395094729,1,1,9.920508858840547e-12,1.0223023214284671e-10,-0.25072955187840806,0.47934931916875634,0.6582928475827232,6.390117421104276
ERBB2,NOP14,1.1625897979219452e-5,65191,0.00385912148878591,5.184449168459347e-4,0.9999883741020208,1,0.0747520417165855,0.996140878511214,1,0.06386264445231311,6.280176784049827e-7,3.2661495494323735e-6,3.9832470339094463
XPO1,RAB3A,1.1710873990155946e-5,66324,0.999999999667305,5.216828500200271e-4,0.99998828912601,1,1,3.326949826742975e-10,2.80288501742747e-9,0.09061274301881315,0.9898155820869142,1,5.021343388802096
PIK3CA,TRIP12,1.1795145377587557e-5,65183,1,5.249511140781304e-4,0.9999882048546224,1,1,0,0,-0.11985808903401525,9.066908518021844e-5,3.1226645248864254e-4,6.168071988536042
ERBB2,INHBE,1.1799615955096922e-5,68018,0.00112065243197979,5.250636857947177e-4,0.9999882003840448,1,0.02789761743499092,0.9988793475680202,1,-0.06894342555921945,1.4137112031813956e-4,4.681476459003582e-4,2.364911431837924
FGFR1,MYH14,1.188246737130348e-5,65557,0.00186007520151138,5.283426970837313e-4,0.9999881175326288,1,0.04212417730418733,0.9981399247984886,1,0.0342673426210728,6.72408780630219e-7,3.4792925195322077e-6,7.080998770921996
ERBB2,TOMM40L,1.1945157608903674e-5,65176,1.995576701650454e-4,5.3072089807915e-4,0.9999880548423912,1,0.00672317874659459,0.999800442329835,1,-0.03050928945095563,0.00212836824753314,0.00550898753641036,6.383539085489394
EGFR,LRRCC1,1.196673554134216e-5,65175,0.00385912148878591,5.314975814638908e-4,0.9999880332644586,1,0.0747520417165855,0.996140878511214,1,-0.1045465793578271,0.01369758530694052,0.02949005199637785,5.680068170299718
PIK3CA,CORO1C,1.196673554134216e-5,65175,0.9999999881622886,5.314975814638908e-4,0.9999880332644586,1,1,1.1837711366702308e-8,7.813607002472826e-8,-0.2768439982465466,1.1155174130849707e-17,3.742679278185285e-16,10.076001162803196
EGFR,KCNH2,1.21196088154716e-5,66302,0.00261388462902936,5.37321640213655e-4,0.9999878803911846,1,0.05492427987179051,0.9973861153709708,1,-0.14094467414846634,2.4908167903396764e-6,1.1597434298913304e-5,2.5805999287811954
ERBB2,CSK,1.222858048914426e-5,65163,1.995576701650454e-4,5.411449315784934e-4,0.9999877714195108,1,0.00672317874659459,0.999800442329835,1,-0.04071695555253209,4.641047304837232e-4,0.0013837265810853,8.8980158096163091
EGFR,DACH1,1.2262802791692952e-5,67060,0.00308226254745861,5.42418929485266e-4,0.9999877371972083,1,0.06326000741386364,0.9969177374525414,1,-0.2777411206494558,0.0457038877562113,0.08617524413557485,6.133455289162358
EGFR,ANKRD46,1.229494552267199e-5,65349,1.1882452620503515e-18,5.435164008463586e-4,0.9999877050544772,1,2.8164571432164065e-15,1,1,-0.15795470377868753,0.6452595548478539,0.840447607844762,5.269722096848456
AKT2,STX2,1.2563556105221015e-5,65148,0.999999999985973,5.53833826473275e-4,0.9999874364438948,1,1,1.4027001782324078e-11,1.41697182114832e-10,-0.2072220016438607,0.12105297456883586,0.20303015221086143,9.366155301977804
FGFR1,STXBP2,1.2586195406095469e-5,65147,3.354934340878887e-25,5.546904665850686e-4,0.999987413804594,1,3.5532657348630476e-21,1,1,-0.08431091185960822,3.6501849497346585e-4,0.00111175129381652,7.438905161375312
BRAF,GRTP1,1.267714126092704e-5,65143,9.626616153915722e-4,5.577985150030081e-4,0.999987322858739,1,0.02445971165507554,0.9990373383846084,1,0.00953705463444337,0.00577608307159674,0.01357765512416272,6.24996323717051
ERBB2,ARL2BP,1.267714126092704e-5,65143,0.9997420701325986,5.577985150030081e-4,0.999987322858739,1,1,2.5792986740136303e-4,7.844690360401982e-4,0.008766137409526163,8.895478856025928e-7,4.499767573691579e-6,3.464289408473169
ERBB2,L3MBTL2,1.2768711980226297e-5,65139,0.00247899928190036,5.609715031339853e-4,0.9999872312880198,1,0.05254743374300486,0.9975210007180996,1,0.25832174290454096,5.1162381654902695e-18,1.820792989329286e-16,2.449928898757818
ERBB2,ASB8,1.2768711980226297e-5,65139,3.4430140760073646e-4,5.609715031339853e-4,0.9999872312880198,1,0.0105716131355119,0.9996556985923992,1,0.10845335879909866,1.6104103482981766e-5,6.421658106445371e-5,4.833750948410078
EGFR,FNBP4,1.2791702769146652e-5,65138,1.819962167391341e-5,5.616962459824812e-4,0.9999872082972308,1,9.04693779812818e-4,0.999981800378326,1,-0.17471378507466107,4.425135107736775e-9,3.397129557419673e-8,7.667289896548537
PIK3CA,KDSR,1.281359466031412e-5,65326,0.9999973060440585,5.625623361271921e-4,0.9999871864053396,1,1,2.6939559416572223e-6,1.200682096508093e-5,-0.02678580043316721,1.2962727538320606e-7,7.648387169694823e-7,5.943100851196712
XPO1,RFC3,1.2884060266606744e-5,65134,1,5.651301018301838e-4,0.9999871159397334,1,1,0,0,-0.1365078128247678,2.804459112538695e-13,4.463715890768841e-12,5.568906456280122
EGFR,COX7C,1.2930476513279196e-5,65132,5.2448846410023734e-8,5.668785572189833e-4,0.9999870695234868,1,5.987510003271181e-6,0.9999999475511536,1,0.130000789531856,3.173699317046453e-12,4.2245018928167665e-11,7.075074146960155
EGFR,FOLR2,1.300974979637637e-5,129989,1.0776727601797053e-13,5.700649801006124e-4,0.9999869902502035,1,7.017272262637153e-11,0.9999999999998922,1,-0.13070457599978408,0.3194359335184613,0.46821257228508506,4.9211228171418275
PIK3CA,NOTCH2,1.3092389317563807e-5,65314,0.9999999999980038,5.731053996167493e-4,0.9999869076106824,1,1,1.996180998276032e-12,2.256976174580212e-11,-0.1309474482502303,3.391298296130078e-7,1.8524340962229184e-6,7.760261767745115
PIK3CA,GPR155,1.3234141684502642e-5,66830,0.9999577150242382,5.784809202961423e-4,0.9999867658583156,1,1,4.228497576175272e-5,1.5192923667534062e-4,-0.03148619014731383,0.0674183341126602,0.12150093019614902,8.688976507952367
ERBB2,C18orf21,1.325767369108542e-5,65307,1.7717387260193794e-8,5.792640570310295e-4,0.9999867423263088,1,2.3783841658322328e-6,0.9999999822826128,1,0.057218362707960956,5.213947863328194e-13,7.934620778376478e-12,8.502902778502342
ERBB2,TAPT1,1.325987153326319e-5,65118,0.00247899928190036,5.792640570310295e-4,0.9999867401284668,1,0.05254743374300486,0.9975210007180996,1,0.09614206246796422,0.00760609660782222,0.0173886511402328,6.4994481591655555
PIK3CA,NR4A3,1.332826782273844e-5,70824,0.9999985307671796,5.81853812969271e-4,0.9999866717321771,1,1,1.469232820516808e-6,6.885844644413056e-6,-0.15325900360451555,3.847730046882774e-7,2.080562289814166e-6,10.162743681762487
EGFR,RBM19,1.3355440379797268e-5,65114,9.626616153915722e-4,5.827522265779866e-4,0.9999866445596202,1,0.02445971165507554,0.9990373383846084,1,-0.1725960055998343,2.131838928508698e-5,8.303389589238689e-5,8.085272655649137
ERBB2,NUDT6,1.3379434736597472e-5,65113,0.00385912148878591,5.835048207588783e-4,0.9999866205652634,1,0.0747520417165855,0.996140878511214,1,0.0826105699084632,1.3400033890546928e-10,1.3399298239338567e-9,6.840871907990159
BRAF,CELSR1,1.3572870784603917e-5,65105,0.00247899928190036,5.90798990518567e-4,0.9999864271292154,1,0.05254743374300486,0.9975210007180996,1,-0.20301453551479087,0.10060316501554496,0.17265415467458692,7.496925252749163
EGFR,CTCFL,1.3787599841111916e-5,99850,4.053022757315342e-9,5.986894035266186e-4,0.9999862124001588,1,6.462012477098836e-7,0.9999999959469772,1,-0.19369604437152285,1.1167207323800699e-10,1.131568759386102e-9,7.074403072717843
PIK3CA,CYBRD1,1.389288731616945e-5,65092,0.9999999881622886,6.023539931366842e-4,0.999986107112684,1,1,1.1837711366702308e-8,7.813607002472826e-8,-0.10900589366250202,1.1747957788246984e-4,3.956402451477472e-4,9.176289944160365
PIK3CA,TMF1,1.3917798859264994e-5,65091,0.9999999999986096,6.032828717028881e-4,0.9999860822011408,1,1,1.390443316040546e-12,1.6025099300353416e-11,-0.0022035541085749506,0.11393059299425784,0.19257545675643672,9.998584304986146
ERBB2,EEF1E1,1.4093372537527869e-5,65084,3.420567031683295e-5,6.095186886094434e-4,0.9999859066274625,1,0.00154067124694635,0.9999657943296832,1,-0.0025975377243187717,5.425422624821479e-9,4.09993530098993e-8,4.37282421704813
ERBB2,CNTLN,1.4123596703100442e-5,65461,0.00134504216903856,6.106731605654844e-4,0.999985876403297,1,0.03242138872918886,0.9986549578309616,1,-0.1524657976857089,0.01753237336221007,0.03677282508843386,8.341713044925429
AKT2,PPP2R5B,1.4194643654673815e-5,65080,0.999994795551262,6.130299915243368e-4,0.9999858053563452,1,1,5.204448737861078e-6,2.2038931304346285e-5,-0.24811763278455545,0.21574465590442524,0.33477372090894647,7.547959339716217
EGFR,HECW2,1.431560202776308e-5,66782,0.9998892886350956,6.173804135533427e-4,0.9999856843979722,1,1,1.1071136490437006e-4,3.636910279867971e-4,-0.204410669345797,0.5326742970952814,0.718328721947427,2.7970550485611856
RAF1,SLC39A6,1.4554567889882026e-5,65066,0.9999999999998196,6.256583383677418e-4,0.99998544543211,1,1,1.8030021919912545e-13,2.3221209543891927e-12,-0.022541606435075502,0.05455795847962989,0.10083015412132892,10.201964086324129
