index,002-064,002-066,001-047,501-053,002-069,002-075,001-043,001-076,001-038,002-070,001-064,502-052,002-074,001-071,502-062,001-078,501-056,002-067,501-059,002-042,301-028,001-046,001-055,301-033
PECAM1,132.4724354,99.76304514,252.6428312,260.6220303,138.7452837,151.6516887,120.2562283,197.8066231,131.1446949,167.3720091,259.9022885,527.1873185,243.8168706,152.243956,175.767377,209.9379983,186.7283665,201.4683568,167.6622796,118.4716021,176.6474894,112.8643799,86.38849941,227.813822
MILR1,96.26370208,175.3882578,96.50538767,93.17139825,58.19677167,51.57768956,118.295086,33.76826756,65.44693777,174.5351837,164.9244201,68.40525736,64.1201232,76.60388791,121.390402,41.85044043,494.1952614,177.3175762,15.88195921,193.3032633,250.9963685,38.03005177,36.55864395,69.36386075
POLG2,61.65141335,129.5965317,63.12869348,87.81157232,114.2308514,129.1458441,124.6421382,104.6686836,78.44992673,107.3586924,124.6957066,86.75706321,99.94550472,121.2763713,81.50051192,104.2375141,122.7576083,80.23170876,130.0887959,97.51075728,0,141.1513899,70.1153768,166.2901269
DDX5,788.359386,1077.008747,979.8325861,921.3193594,1429.252204,1267.347921,951.0548206,865.96623,901.3378775,1107.7411,1649.23073,1194.583467,1276.295347,1663.987915,982.9381826,862.630095,1201.986611,859.6185004,956.8954637,285.526534,479.2388606,1078.786801,963.8467498,897.6461494
CEP95,130.023587,193.7027044,124.7360734,151.5811128,200.5995015,210.5284783,201.7010233,175.9995632,149.7562259,169.9458958,224.2746286,181.7199557,206.6500986,200.4068793,126.9568379,192.218181,162.7565628,128.1194371,205.9851891,121.9668718,117.3103604,262.6547793,176.7700098,145.8863647
SMURF2,120.7165778,200.8240169,116.7542928,172.2607372,160.9895528,177.614059,178.4766351,163.0791587,142.8043169,193.8858134,228.121291,210.3334324,175.4482979,255.8174583,197.1510813,144.0656667,199.0207467,163.3686193,213.9231428,121.6687669,0,213.2974421,198.8125252,192.0993321
MIR6080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC37A3,101.5850723,180.4389873,109.1995972,100.2378298,110.4778998,46.98985599,84.13562893,81.10662372,64.16215297,103.8842941,74.72885807,82.86106651,162.773936,79.92354799,102.513076,77.80497324,119.01214,87.13189148,77.37908355,97.05134264,59.65310891,100.9471827,48.18289303,16.48537772
AMZ2P1,62.22312105,92.7353098,96.07815131,56.57852783,86.63293919,107.3633533,76.30592919,78.75283889,73.16553722,96.56873786,69.26885423,60.03565409,93.86269341,83.90909418,60.1840303,80.45468022,59.69964548,68.35122644,100.9233053,109.1877842,0,81.09429265,28.15940792,130.6011106
GNA13,235.9341956,204.8905515,331.116626,227.1492237,229.2505763,465.9060757,296.9282485,246.9131625,234.0933127,303.0633982,405.4200958,436.6758911,422.6148981,470.8608928,254.9813917,287.1619791,213.032845,270.385178,340.8434897,89.38359729,0,272.615594,235.9391449,215.4583241
RGS9,34.52028654,71.77955682,37.61268666,13.92162846,41.21893033,18.44992126,57.54906153,15.15401855,31.60499548,42.19170182,5.352746571,7.388159611,40.4690443,16.37920236,14.86338208,26.19115994,39.42333017,33.57253195,6.135648402,118.2409551,0,14.16104164,14.55162332,0
LINC02563,0,78.75601506,0,13.98841948,52.46113317,0,11.48944384,0,0,10.03723775,0,2.893302606,0,0,6.523198497,0,64.51173567,15.70927498,0,300.9808573,0,0,0,0
AXIN2,50.88698704,119.3650091,50.14448379,80.80205651,79.36004384,36.43626133,99.24619836,75.72473948,86.21499863,130.5849047,37.73359791,67.15761085,59.48706931,106.122211,56.34760577,65.49778865,45.2033319,50.78240277,80.00836997,72.1956439,87.20287071,59.21818715,50.34394294,72.29659716
CEP112,46.38035991,122.0713248,72.64714821,67.53129835,96.83474226,51.51573046,82.39483232,72.22323648,53.28938956,85.35591246,55.79588359,78.93708967,88.61026033,97.91510257,80.63570189,95.13616773,111.8571844,46.49499909,52.94388528,158.320732,0,77.53010442,29.79927723,111.6284843
APOH,0,58.96058425,2.32870637,9.696677167,19.83583659,0,4.778642558,0,0,5.218308663,0.914032163,0.601685302,2.881945939,2.627394573,2.713102078,6.39895595,58.13482486,3.920242494,43.30576264,105.4170349,0,0,0,0
PRKCA,331.5799885,285.7965931,325.1724305,385.2254255,406.3092892,285.814709,262.0107265,256.6668535,427.1923191,470.2277474,243.1168512,421.412955,459.3906932,781.5190447,400.0299672,448.4165011,245.0150268,394.6889619,505.8578105,152.3523778,407.8831366,289.2731733,309.4712631,315.6164288
MIR634,8.623039658,0,15.98884992,39.9463113,95.33471153,21.45820945,32.81006128,19.15750512,0,14.33151987,18.82717796,41.31158875,79.14952559,36.07927393,37.25620585,65.90264943,40.93871885,35.88840551,0,90.47389851,0,25.7344084,87.11030588,0
CACNG5,0.79088015,7.83836814,0,4.640762211,5.371205449,0.787233856,6.469873562,4.831944488,0.468244291,0.394333612,0.230236543,0.757795785,0.725936458,0.827271551,4.442140278,0.335799977,6.383126644,1.316632124,2.727083767,17.42580666,0,10.38525483,0.114135775,0
CACNG4,64.43092875,288.5991422,8.657094293,107.422837,158.9114583,230.0454204,808.3014538,545.3472826,19.34974121,76.04545237,37.20771619,120.1160673,101.7810324,733.2938726,169.4465896,298.5453169,20.50363689,49.30774441,692.2637067,68.58138664,0,262.8840804,324.431274,316.4060676
CACNG1,12.20603847,56.96806066,4.764726398,11.90412349,39.57112286,15.98653085,31.77687194,27.83135248,0,16.01563857,4.67546406,12.31098036,14.74175112,18.14355192,15.26588773,26.18558933,39.64955797,18.71599642,77.53128473,97.73543644,0,21.72864283,12.05245729,0
HELZ,153.0974496,217.597646,181.4020678,225.5353111,212.5670489,228.1227994,219.4110074,225.3517609,222.6573275,241.4157319,246.1381356,274.1166186,234.2095709,306.3902333,185.3597222,237.7277431,211.97536,158.0182745,339.367487,125.0911277,58.13895475,283.7453768,196.5386594,216.9036237
PSMD12,162.6836027,235.2242552,157.9370335,235.2535135,172.6141087,236.7050987,199.8791144,229.4148893,203.9448441,251.3837655,224.2626334,251.1453822,282.4091225,340.1748053,181.470571,192.5292759,172.4606756,153.140435,315.8434703,150.3184362,85.32560936,238.0039358,209.2427099,282.9609235
PITPNC1,247.7533067,169.6351584,187.046437,171.7945127,239.0726953,277.1179966,227.5303687,240.9891148,196.3380232,312.9143206,216.4358958,192.2893574,169.5420157,374.183461,249.0040603,261.9848286,94.2103642,235.7440005,370.7103992,112.2390095,233.1804094,181.4420059,215.2062072,241.6513067
MIR548D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548AA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOL11,59.99131837,126.685407,65.86782551,88.43873845,97.61294702,100.3514205,121.7171515,128.0460245,55.79889155,86.15060116,124.1233891,113.4005349,88.17068495,135.7409389,88.29074958,123.8957116,104.1165207,73.3573784,81.24405048,129.31004,0,174.8898871,87.36108002,81.88392489
SNORA38B,51.07999064,166.5298944,284.1377299,39.43808851,141.1827026,214.5001929,170.06131,127.667954,0,106.1188876,116.1727902,159.0653845,58.60690063,200.3639067,34.4833203,108.4403222,60.62680502,152.7996807,110.0825875,100.488185,0,336.6427318,92.14503458,0
BPTF,325.3570563,406.3245713,294.099026,335.0515905,364.1911553,315.3351933,471.5239179,373.0321926,281.0335402,421.9480413,321.9880368,313.4429017,377.0452217,486.1580145,309.4206873,420.5141261,281.5643721,265.7104528,327.1605862,160.2068398,301.4811861,554.0957362,428.0218829,441.5723837
C17orf58,31.06957486,71.01846667,41.42686992,59.83610653,35.28725788,82.96248882,68.40678677,76.00636213,26.86893619,38.87335044,64.5331122,60.87769514,61.94980954,101.5143678,58.06899029,50.09933835,60.49396248,45.4034763,78.24317466,98.89446585,190.2376482,61.12101005,52.89878759,0
KPNA2,123.3621424,253.2738158,98.40454512,269.8274687,209.5515886,187.210747,240.5997339,304.8002384,48.46857817,138.4058188,194.5602137,215.5759443,255.6576869,361.13064,227.7714664,268.9634735,166.8567122,128.0621369,330.9536582,173.2683554,153.8337513,241.2271472,197.9920949,42.51257885
AMZ2,203.3878562,273.1104848,298.0316027,157.7394065,206.7329181,267.6405583,211.4055152,154.1447496,205.9332039,237.6259468,130.3026967,154.8863597,246.7309042,236.1084067,174.9977561,153.591749,137.7571313,199.62091,100.9993886,139.2553494,99.76130558,189.5807512,156.6667262,82.70831985
ARSG,34.66626889,66.90016801,120.7865737,62.74649576,50.33972157,43.92303598,48.55759562,27.92918197,53.37828531,66.4793669,60.07052123,91.86136943,63.9112092,76.6403857,77.63170691,33.75116541,75.35782087,46.77152226,61.29997433,97.25909751,0,30.69610548,42.69838911,38.24647673
SLC16A6,25.12805991,54.7937072,66.45156587,59.79323096,29.27751897,37.15953163,34.87432394,23.79474411,67.06927834,69.83307444,85.74301418,122.9500428,41.27690313,48.04424861,64.07223385,24.83633186,70.89424781,37.28912265,131.3888947,69.15315956,112.2406809,22.53846652,33.88559336,93.05449726
WIPI1,81.11181294,106.4166642,200.9859045,143.4686502,107.9214068,173.0970636,91.65220173,69.62399194,114.9632613,102.1273456,134.7003531,219.7320067,128.5976277,120.5814288,171.7721292,104.7789079,209.4635625,111.2482567,88.99124248,122.4973516,0,66.50765317,63.4942379,185.0790055
MIR635,136.5607913,89.04251498,680.5050309,237.2321753,229.1646346,286.7298497,113.6634266,189.6202037,101.0643189,255.3350378,335.4311501,588.8166037,391.7093868,419.6056374,451.7314959,202.9383173,263.3863494,213.1331838,0,89.55069546,0,127.359062,73.90407875,0
PRKAR1A,437.7763382,456.7133015,531.1457971,524.1374578,263.2062261,508.0791844,337.8075038,366.5610679,628.7294102,693.7539781,407.4962015,749.276298,622.8146709,661.8676949,399.8760845,493.5854983,335.6272728,371.2879425,562.37177,146.6735625,467.7709773,589.0793843,457.8166806,535.5487997
FAM20A,79.43492235,158.1185317,111.6580985,117.0190169,84.63718167,97.82561963,104.2665634,65.38997966,100.1486739,136.7441702,97.00926052,150.5383333,115.3095432,68.2272437,126.1427863,130.197686,373.9127057,66.5990913,121.3205931,124.2351098,0,113.752941,72.64863008,101.8967571
LINC01482,10.43841643,53.26607313,17.67188676,18.92193693,19.71206442,9.882070141,17.70016464,4.033158973,24.18305188,30.17162079,6.275725985,19.35121789,15.96876393,5.459363818,16.66724999,11.17647271,108.8108054,7.319345861,19.56161009,144.04397,0,5.869251039,9.824470588,0
ABCA8,229.9712383,62.8507455,175.2816415,87.05591572,29.25001001,127.9850727,56.17475768,13.30174095,159.4059122,303.8419845,161.2531218,98.70185649,70.08925326,162.2877567,15.90660434,36.37948138,89.68950339,125.7538218,50.00995371,92.47307722,40.53080253,233.6569562,78.4625703,22.40170214
ABCA9-AS1,11.74925203,24.80682775,7.780527304,24.62242533,10.60388,6.613290972,5.322033351,3.107488289,28.15604603,39.51952554,6.31140737,14.20621256,2.995681598,21.06836531,5.741069179,3.563298213,29.88252639,4.657090749,9.646032749,46.9617025,0,10.2966323,6.459397742,0
ABCA9,29.66081017,42.5477975,23.03003893,76.86035052,19.61690382,22.14304592,17.10493498,10.39927292,89.99920949,141.2648893,16.25749627,53.19874205,10.91843614,31.89821224,11.11307537,17.86729755,51.26639987,18.61333221,7.990258732,93.36136335,0,22.03755873,31.03359808,13.95886205
ABCA6,21.32737531,32.0497709,21.47054773,53.64170578,15.86250472,25.87473878,21.91701897,6.890775168,101.4355115,82.67499324,24.46504763,87.06188274,6.688036148,25.64576868,14.93221783,16.45523296,91.57717866,16.96575068,9.167069547,79.03206242,64.38895398,26.56447243,29.15865122,8.897073819
MIR4524B,14.54669299,75.87970842,0,44.92512691,0,0,27.67457342,0,0,36.26497638,0,20.90725622,11.12681737,7.608020807,0,0,51.79637907,0,0,0,0,14.47094269,0,0
MIR4524A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCA10,32.64135987,41.00934866,17.34519139,46.40837768,20.59009398,26.74553268,28.3989525,18.01899545,64.22183547,81.87125839,20.06216318,32.80154892,13.70167278,11.55459674,12.57646283,29.23953626,45.82895963,22.57276095,6.862971546,97.62677246,0,37.71828401,24.55848804,29.97377064
PRO1804,26.9291219,44.69499898,9.078546981,35.28266065,9.021919043,23.86048216,40.36437782,14.05039461,38.65093951,45.4344135,10.98711247,11.72846081,15.60468289,5.121496933,8.814273091,24.94656388,31.96215587,22.07574603,7.034545834,57.79296102,0,19.88872246,18.84253585,0
ABCA5,125.6750032,133.2998526,71.78213494,83.73100631,28.91527698,125.5226974,128.918755,101.5429305,252.5379039,166.9287685,86.60673562,96.48036158,109.5980517,15.6924825,54.51813464,146.7207944,92.65193105,72.22684803,25.20738988,87.37283997,69.28247533,171.8795622,81.0054156,143.5986903
MAP2K6,13.35484209,20.68929025,10.61252716,15.50537093,9.039712229,7.933483859,17.47933367,23.03327769,13.37615985,16.27135045,4.713574985,11.25678801,14.82351209,9.66300842,4.446816647,14.75139869,15.13577664,11.17904444,3.462381503,34.76674059,0,24.72264144,12.09998152,7.560910632
LINC01483,5.446028414,27.4284532,0.696416005,3.769817284,12.16069497,3.037584431,6.788161533,2.920508751,0,4.993830006,1.093390966,3.778702572,0.861866186,0.785740811,3.854018151,4.6246608,20.95191056,2.735544156,0,92.60675871,0,3.362690994,0.813044423,0
LINC01497,2.503359063,9.793677293,0.580216402,4.832014211,4.448036084,0.389346486,5.357871959,3.128414136,0,3.64051702,0.68321596,4.497445689,1.914828278,19.96642946,1.689979409,7.706037862,10.3993229,1.953521512,0,55.81423817,0,0.622580774,1.354769869,47.12486761
LINC01028,2.157613534,33.76418668,9.334848751,1.11057386,9.087303298,1.789721682,6.841306844,0,0,2.390640461,0,0.689118505,3.30073258,0.752297844,10.87573679,4.27514082,20.48695991,1.496635999,24.79934473,75.45974338,0,0,3.113757402,108.3102073
KCNJ16,50.13331889,73.63563187,7.338730801,180.0902367,15.00265041,36.27757381,54.21422743,182.0174505,47.64688472,121.0357887,33.70183638,309.7065952,99.70260166,1075.712942,34.4854959,165.4715507,29.75160049,90.18660075,104.6305477,80.28488218,0,15.09291933,77.87127457,158.9460834
KCNJ2-AS1,38.36228618,23.22689682,15.87754343,16.39619957,11.90150195,25.14441701,18.89735921,26.25331322,20.27908118,21.06299133,7.727726469,18.70694301,12.5757641,11.82327558,15.908644,17.45169805,30.08375552,17.81928406,23.62132508,64.68772596,0,18.39978586,22.73816455,0
KCNJ2,135.6056495,47.73100382,73.42942411,68.33235879,29.37809772,32.84922451,46.80258741,42.32448091,103.0218057,84.51638595,76.63903968,93.85643268,89.95640725,43.77750136,50.71447569,70.56983451,90.08940992,78.50749612,41.37968138,62.95529523,0,120.1262123,74.46958103,90.36210267
CASC17,6.95338979,6.045144765,8.058114526,4.921223202,6.863872793,8.291178607,9.921435225,26.39050844,1.715327892,3.85218546,5.482293362,0.832814155,8.421231709,8.788621195,4.068243469,8.857023893,22.00792922,3.918884599,14.9852639,63.83627685,0,3.458590391,13.37970159,0
ROCR,0.933000387,4.866796692,1.297477782,1.440710986,2.947165013,1.160873573,1.775000526,2.072814274,6.904840525,0.775324834,1.697561128,1.787941599,4.63875961,3.171776661,2.26747544,5.149856908,7.197953775,1.213460449,12.06426572,24.47286156,0,2.320354727,1.683072996,0
LINC01152,15.66808791,46.1036653,29.42424519,19.85164109,28.23605615,28.99228779,29.80798795,29.45397401,14.27133033,19.02953251,16.51974844,31.37259989,48.86019585,46.22548665,18.00850824,53.90244451,23.36476113,12.1222484,58.87462112,76.92671414,0,22.98009332,30.14850987,121.0036226
SOX9-AS1,27.13503605,52.04637284,43.16807834,22.58094417,45.10837502,57.08081447,47.80693478,93.94601586,28.75523539,26.84853401,32.92696449,26.96100038,50.55665123,36.88766463,24.51963434,94.23234034,21.55458171,20.37862991,61.89192687,68.68341651,0,98.78446002,25.44631307,31.80125502
LINC02097,19.32357732,30.5991811,32.63070981,16.51795353,24.79725067,30.2685572,29.21300113,66.69562117,23.49411868,18.63866188,27.24788702,19.50711406,39.59108902,24.00261515,17.89035627,70.32515946,13.92490664,13.104672,50.56805328,38.01471354,0,73.63077123,15.68632365,0
SOX9,767.0688432,452.8460849,516.446767,873.0028716,937.9540084,1170.714273,807.180925,1690.224619,459.8156558,919.8167056,1220.742852,1161.697429,1779.243482,1232.14713,1107.322487,1535.124346,144.4571278,861.659527,1522.421742,190.8789817,231.905065,1659.924987,389.3672705,1377.88989
LINC00511,35.3580797,100.1865138,34.88360712,28.44372661,76.62511803,51.82164565,75.035782,23.85509108,20.05644688,17.34303582,52.72095474,29.93753167,39.19171351,96.40155243,49.46275294,84.78512507,25.91941705,36.09702131,75.09213605,40.62066695,16.48258499,35.86600175,37.71368914,40.99526073
LINC02003,29.51333862,61.23011756,16.7902157,17.09010191,58.79647377,48.82301905,33.81646452,16.0196379,13.89938307,14.49241906,25.87290079,22.81579084,37.96680665,48.41190465,26.44458637,62.37057747,32.64099537,17.09879625,80.95086826,116.1214712,182.7623918,23.68790038,28.07209193,0
SLC39A11,109.3672646,78.93093438,125.284653,62.46306603,117.6016762,41.56927535,72.39604959,56.41735992,92.24857048,116.033201,43.83228713,62.58820388,71.04980102,111.2654306,56.63837491,66.41022849,128.741015,97.42676806,30.99584946,147.7594495,0,54.84598736,74.16000069,112.8110076
SSTR2,49.94753541,32.2203753,9.281024548,61.34018713,24.38944155,9.540624827,26.74433566,11.83013749,55.48629271,123.5459492,14.64895397,10.10224565,34.53931848,15.59576458,9.547673583,14.10801136,31.60058353,22.27260766,9.180557016,60.33897127,0,30.82951982,90.67850423,0
COG1,112.6363269,138.6799072,100.3415355,135.0626582,135.4112019,148.9543584,124.5017484,126.1685832,149.9523061,175.1750003,123.6496246,105.6634982,129.9558696,170.8048606,105.8599669,139.7324017,137.0488483,143.221197,105.7761782,113.8878696,0,151.1733143,130.5402432,23.69094811
FAM104A,58.98955434,77.27155633,76.02541385,82.10343995,83.55893213,88.86630383,98.6377111,85.80284235,75.17497722,86.61006113,87.01863697,83.13532623,101.5735557,129.4951549,69.71694181,84.91062422,63.42135177,78.71727907,77.53128473,58.28441849,144.1522471,93.41812706,91.62048979,0
C17orf80,78.20836226,139.4165563,75.500426,112.457333,118.1395713,99.76479771,104.4250739,135.6945438,83.89877297,119.5481725,112.4018458,115.8425498,95.49543877,141.8488803,90.67567664,124.6005581,69.83199008,102.2777227,89.68555648,79.04582083,0,147.2153858,87.23840535,27.01367599
CPSF4L,22.99101019,68.53010315,16.23998369,54.09832036,66.57207932,24.51965556,33.32540255,47.42987033,35.6503062,46.39923352,40.23775358,42.48496765,10.88651306,57.2593189,22.46832048,45.55487096,49.37831076,42.71730205,18.87541749,146.4575837,0,72.42574231,19.749672,0
CDC42EP4,562.8686017,483.4841045,335.3857124,1712.160951,575.4574266,697.1145406,620.1318642,616.9928597,526.2364968,629.982444,666.38557,897.5452966,408.4510423,1036.630191,601.2502317,653.4555079,196.6234954,865.6158019,321.9864477,268.5224906,94.23390639,1068.956002,399.7879108,781.2576253
SDK2,36.07793872,82.42554635,25.79894425,43.1864047,39.42328997,9.830453639,27.93366832,11.88316198,28.97689658,64.02881742,8.243480576,5.761452367,17.11388778,23.40342437,31.64348354,55.75163251,37.50976322,43.50377937,12.05451723,127.2783144,0,11.61558365,35.92138956,31.58859094
LOC101928251,6.223988112,36.07344551,2.885131456,5.339385691,12.28772267,0.645343008,6.907202855,1.152301362,5.117973982,7.758216319,1.509910096,0.331312452,1.851403055,2.712657274,6.162521441,5.138475376,18.05771518,5.936274599,0,78.90752682,0,0.687953043,5.738590103,0
LINC02092,1.359172647,31.19526524,1.512107679,1.679034642,17.17343798,0,3.102933972,0.603925251,0,1.355369608,0.197837316,0.520926111,0.831708805,0,2.055326923,12.00350138,23.87537569,1.1313537,0,85.56355042,0,0.540837962,0.784595355,0
RPL38,194.1996811,251.8259062,247.8877218,289.0830427,198.7292841,273.702852,330.808364,204.5610278,228.9189965,253.4160054,293.0054349,262.2643932,196.4991878,394.6176475,256.9525198,235.7720304,298.6847871,282.0670273,252.3360852,143.2483703,0,274.462271,248.7338373,296.0780726
MGC16275,79.46290609,79.90385168,95.26816835,32.52400927,111.8950062,60.3547959,57.07022868,27.65083627,52.90356562,56.22155183,19.97409621,29.35471304,67.37222113,55.41286425,46.8794227,66.66535337,42.42257169,84.33980685,27.51014681,95.42735308,0,28.57196812,40.98889577,0
TTYH2,542.4715657,198.5457207,371.8354671,251.3733185,256.3634547,102.5458697,204.9703386,225.2087568,369.6886414,339.5664721,146.7490841,276.8435761,255.2912036,554.2710683,228.3291202,400.2860999,173.6123462,504.2074655,149.143483,113.8664541,85.71068169,174.1451965,335.9360531,189.491946
DNAI2,2.336410187,129.4909479,4.33217442,7.666604671,25.83091346,0.726761982,15.55728464,1.297680165,1.729103221,23.784118,1.062753877,2.518506772,8.042078194,3.97136561,4.731824329,0.496008457,31.19719061,8.508459268,0,127.1657397,0,4.067426281,1.264420342,43.98211282
KIF19,18.38970231,99.02032872,43.99768631,19.00755037,37.71130167,2.398829975,57.83936777,12.35557179,22.82906777,38.94412652,0.431734341,3.410403497,9.755693594,33.97305036,9.931685371,19.26834555,41.54118582,27.46672028,2.556882794,95.69539744,0,27.44090995,40.2366651,0
BTBD17,54.72908957,116.2141452,32.32951009,83.76312024,35.18764851,7.834048093,141.8982905,127.5077838,0,22.53874232,2.114923291,28.3081263,48.16037047,199.6059194,48.65203141,81.84512912,24.14365093,97.2592414,8.350213642,73.68357745,0,167.668537,173.3415103,0
GPR142,1.560512774,27.1336022,0.964501519,0.803232213,16.43117807,1.294431789,11.87528337,0.57782276,0,3.458103054,0,1.993643835,0.795761192,0.544105966,5.05669585,3.092032819,20.99127717,2.706137543,0,92.78075786,0,1.552386576,3.002736201,0
GPRC5C,21.20507775,64.28221914,25.3202772,42.8589527,38.40106332,51.93946211,42.24284502,21.58207124,24.97766946,61.6289595,18.17994686,70.10248706,31.08094922,19.85820669,38.85346554,25.36055558,45.32927962,28.07026833,13.3986903,92.60545107,242.001277,43.62507114,13.93916856,133.7560617
CD300A,21.36764325,74.30648973,76.36880891,59.77403733,43.53015099,89.00668254,117.8295425,59.16768149,62.33733996,51.46824983,119.9009862,97.62137962,78.16784876,58.63048985,110.0478802,33.66026144,206.5654683,120.1849685,26.69533314,102.3483883,0,37.58373306,37.0934084,93.27269243
CD300LB,16.90698882,40.08713005,13.67954525,6.170807123,18.9348041,14.91664946,16.95970275,4.097636156,7.279899485,22.47957619,16.10792734,13.84340559,40.91282901,3.215444295,81.0161595,1.305189472,32.10702905,10.87467488,0,96.75819355,0,3.975387602,5.323483806,0
CD300C,10.4279935,60.12122567,14.24728228,37.29021361,27.73893369,23.9011224,16.7064354,9.145068881,12.99777329,32.83836444,32.75401869,27.34588631,32.74525977,22.38974627,40.31199701,6.52491965,79.47322817,46.25577463,0,100.7739125,0,8.189755954,8.712663702,413.2702465
CD300LD,0.641930044,40.18188704,0,1.982497926,16.22184764,0.798713092,6.106247014,0,0,0,1.868750332,0.615076609,0,0,2.773485777,1.090228873,32.00006535,4.675408163,0,84.19002451,0,0,1.852801156,0
CD300E,2.005304641,56.95020737,5.783925998,4.816825674,16.89163623,12.19814037,8.477826169,1.980051142,3.957499966,9.998468447,74.43104636,8.966617612,14.99778792,2.330640364,26.95467637,3.027316401,62.94028126,5.56394566,3.841454172,101.6927583,0,1.108256799,2.57240267,0
RAB37,19.29473128,31.82848574,15.59480295,25.97455336,25.52534272,11.90101403,10.98089097,4.57974664,31.24385883,22.20085798,7.681330228,8.848759862,10.09135644,11.55753161,14.42833248,9.102615769,19.18195295,16.30085059,0,109.0074909,0,4.429443717,19.27742433,0
CD300LF,31.7388512,64.60835886,25.83667928,34.66573305,30.56609711,4.815933171,30.19102584,10.74894723,45.83203725,37.31102768,24.22587051,20.39771643,22.50078292,10.52659982,32.19187893,10.51785818,101.0680542,64.03365088,0,121.8320429,0,11.5513078,22.90194265,58.29003754
SLC9A3R1,213.1317523,190.2669901,232.7372267,209.284059,312.8990856,183.3167769,180.2870084,107.6514188,256.1822773,263.2918942,117.6369945,95.94038054,164.1193669,207.6023634,152.1865835,190.7047548,140.9139057,200.5508236,67.81915715,135.072618,0,165.419765,205.9140151,107.7082267
NAT9,77.53526856,180.2306327,87.70868989,102.8958832,139.0254622,166.0755667,158.0723729,159.9206538,88.88789491,101.8605639,177.5195645,114.295057,102.5680804,163.4966852,147.0598723,124.3477469,123.0275441,121.7598208,102.8285591,141.3390495,0,130.5302515,81.32416698,92.91721499
TMEM104,106.8185364,208.3966086,128.3800127,130.1792156,139.8336153,106.3681835,125.92463,139.5306895,64.14444525,115.3540873,111.9914162,112.4066508,104.3659888,201.3330825,136.0405719,124.7776984,115.7320431,131.3983404,87.55809933,118.1141231,184.5008724,112.8300076,89.90341686,127.4689042
GRIN2C,57.19795609,82.34150558,142.3722895,28.88941059,38.93637924,47.76851402,27.62137789,17.75149065,59.42120426,49.0700956,19.28923047,16.3388681,30.40949853,47.08925273,21.78667746,58.50079987,28.21929164,58.90502299,18.47961423,90.47916842,53.09988411,30.24332618,51.8895483,29.34873512
FDXR,49.03799741,158.8118654,106.0088738,72.49310212,84.05787113,32.9653904,51.73122887,47.50252173,57.79115539,49.82781556,89.47661225,41.19680245,47.28665507,95.29579827,81.83632546,144.8592768,66.20265177,109.0587716,152.2620507,175.568132,0,80.91906689,50.98060374,104.9998092
FADS6,18.43785701,45.79863437,0.542658657,13.55770537,19.87609126,0.364143862,2.783918775,0,17.32733249,15.07868449,0,0.560843122,3.581760664,1.224523993,5.373992604,0.497049762,31.95741139,10.65790209,0,85.97869431,0,0.29114038,10.13659863,0
USH1G,1.410117752,30.64823851,0,1.814550996,19.67309244,0.292420106,5.812515773,1.044269737,0,3.124827036,0,0,0.7190694,0.491667543,5.584767019,5.388499855,21.19979175,3.912531986,4.051930025,64.11215848,0,0.935183147,2.71334634,35.39330462
OTOP2,0,36.34691131,1.033601095,1.721556013,13.64647392,0,5.302525731,0.309609796,1.650167153,1.389694196,0.202847524,0,0,0.291543616,5.117917648,0.710047428,25.14163907,0.870003832,0,87.73043807,0,0.277267313,1.608930294,83.94853124
OTOP3,1.431638591,33.60526239,0,4.421386046,17.52377759,0.445324415,3.404552785,0,0,2.974234976,0,0,1.095065466,0.748756862,7.345227576,0.303929872,40.78106012,4.096376624,0,116.4120722,0,0.356045873,5.165168819,0
HID1,164.1285741,163.3427966,119.1281553,70.86382371,78.66283985,32.91620768,50.32958569,23.68952102,150.2347112,99.82573106,20.23584906,55.61098489,64.21665694,95.15857556,63.12723503,64.75883854,54.46824866,132.854279,23.27064541,122.4981839,0,55.05123028,98.95219882,20.32673409
HID1-AS1,17.44710723,26.7673818,3.805934828,33.28042377,42.14445968,3.830882791,23.43000695,6.840287104,48.6100773,27.29143417,1.493853793,24.58419699,4.710125142,28.98515902,24.38795806,9.586656706,58.4695322,16.01767792,0,156.1368567,0,11.23051688,8.88662542,0
CDR2L,188.0559115,192.4889662,149.1267733,123.8267868,75.84178268,83.58749348,85.504727,83.82221167,127.4450786,101.8243139,133.7656085,104.0337028,104.2195111,113.8190896,110.1223273,91.59772466,139.2564792,150.1355313,85.64400401,98.03471214,257.8107496,75.77191855,111.9708101,106.8705637
MRPL58,76.24541473,133.8852256,78.38576966,89.759025,100.1530724,122.1065077,123.5115213,116.5616613,75.98066572,97.86306803,115.9253463,105.6055451,97.00817306,228.206292,108.448175,105.1323052,96.7676035,120.9614173,117.1366161,154.4507031,0,113.3970758,98.04963517,227.3732331
