"interaction","name","selected","shared interaction","shared name"
"interacts with","DNTTIP1 (interacts with) TPO","false","interacts with","DNTTIP1 (interacts with) TPO"
"interacts with","DNTTIP1 (interacts with) VNN1","false","interacts with","DNTTIP1 (interacts with) VNN1"
"interacts with","DNTTIP1 (interacts with) ZNF804A","false","interacts with","DNTTIP1 (interacts with) ZNF804A"
"interacts with","ADD2 (interacts with) SDHC","false","interacts with","ADD2 (interacts with) SDHC"
"interacts with","SDHC (interacts with) STAC","false","interacts with","SDHC (interacts with) STAC"
"interacts with","ADD3 (interacts with) CDC25B","false","interacts with","ADD3 (interacts with) CDC25B"
"interacts with","ADH1A (interacts with) DDX27","false","interacts with","ADH1A (interacts with) DDX27"
"interacts with","ADH1A (interacts with) DDX56","false","interacts with","ADH1A (interacts with) DDX56"
"interacts with","DDX27 (interacts with) HECW2","false","interacts with","DDX27 (interacts with) HECW2"
"interacts with","DDX27 (interacts with) KATNAL1","false","interacts with","DDX27 (interacts with) KATNAL1"
"interacts with","DDX27 (interacts with) PAQR5","false","interacts with","DDX27 (interacts with) PAQR5"
"interacts with","DDX27 (interacts with) RPS6KA2","false","interacts with","DDX27 (interacts with) RPS6KA2"
"interacts with","ADH6 (interacts with) DDX56","false","interacts with","ADH6 (interacts with) DDX56"
"interacts with","ADH6 (interacts with) ERGIC3","false","interacts with","ADH6 (interacts with) ERGIC3"
"interacts with","ADH6 (interacts with) RPL22L1","false","interacts with","ADH6 (interacts with) RPL22L1"
"interacts with","ADIPOQ (interacts with) EML2","false","interacts with","ADIPOQ (interacts with) EML2"
"interacts with","ADIPOQ (interacts with) P4HA1","false","interacts with","ADIPOQ (interacts with) P4HA1"
"interacts with","ADIPOQ (interacts with) PLXNB2","false","interacts with","ADIPOQ (interacts with) PLXNB2"
"interacts with","ADIPOQ (interacts with) PRKCSH","false","interacts with","ADIPOQ (interacts with) PRKCSH"
"interacts with","ADIPOQ (interacts with) S100A6","false","interacts with","ADIPOQ (interacts with) S100A6"
"interacts with","ADIPOQ (interacts with) SLC1A5","false","interacts with","ADIPOQ (interacts with) SLC1A5"
"interacts with","ADIPOQ (interacts with) SLC39A1","false","interacts with","ADIPOQ (interacts with) SLC39A1"
"interacts with","ADIPOQ (interacts with) TRIB3","false","interacts with","ADIPOQ (interacts with) TRIB3"
"interacts with","EML2 (interacts with) FAM5C","false","interacts with","EML2 (interacts with) FAM5C"
"interacts with","EML2 (interacts with) HCN1","false","interacts with","EML2 (interacts with) HCN1"
"interacts with","EML2 (interacts with) LHX9","false","interacts with","EML2 (interacts with) LHX9"
"interacts with","EML2 (interacts with) NAV1","false","interacts with","EML2 (interacts with) NAV1"
"interacts with","EML2 (interacts with) SLITRK3","false","interacts with","EML2 (interacts with) SLITRK3"
"interacts with","EML2 (interacts with) SRGAP2","false","interacts with","EML2 (interacts with) SRGAP2"
"interacts with","EML2 (interacts with) TES","false","interacts with","EML2 (interacts with) TES"
"interacts with","P4HA1 (interacts with) PCSK2","false","interacts with","P4HA1 (interacts with) PCSK2"
"interacts with","P4HA1 (interacts with) ST6GAL1","false","interacts with","P4HA1 (interacts with) ST6GAL1"
"interacts with","PLXNB2 (interacts with) RBM12","false","interacts with","PLXNB2 (interacts with) RBM12"
"interacts with","PLXNB2 (interacts with) TMEM194A","false","interacts with","PLXNB2 (interacts with) TMEM194A"
"interacts with","PLXNB2 (interacts with) TTPAL","false","interacts with","PLXNB2 (interacts with) TTPAL"
"interacts with","S100A6 (interacts with) SH2D6","false","interacts with","S100A6 (interacts with) SH2D6"
"interacts with","S100A6 (interacts with) TAS2R60","false","interacts with","S100A6 (interacts with) TAS2R60"
"interacts with","S100A6 (interacts with) TNIK","false","interacts with","S100A6 (interacts with) TNIK"
"interacts with","S100A6 (interacts with) TRIM60","false","interacts with","S100A6 (interacts with) TRIM60"
"interacts with","S100A6 (interacts with) TSC22D2","false","interacts with","S100A6 (interacts with) TSC22D2"
"interacts with","S100A6 (interacts with) VTA1","false","interacts with","S100A6 (interacts with) VTA1"
"interacts with","S100A6 (interacts with) WSB2","false","interacts with","S100A6 (interacts with) WSB2"
"interacts with","S100A6 (interacts with) ZNF827","false","interacts with","S100A6 (interacts with) ZNF827"
"interacts with","SLC1A5 (interacts with) SLITRK3","false","interacts with","SLC1A5 (interacts with) SLITRK3"
"interacts with","SLC1A5 (interacts with) TSPAN31","false","interacts with","SLC1A5 (interacts with) TSPAN31"
"interacts with","SLC1A5 (interacts with) ZMAT3","false","interacts with","SLC1A5 (interacts with) ZMAT3"
"interacts with","SLC39A1 (interacts with) SLITRK3","false","interacts with","SLC39A1 (interacts with) SLITRK3"
"interacts with","SLC39A1 (interacts with) SSFA2","false","interacts with","SLC39A1 (interacts with) SSFA2"
"interacts with","SLC39A1 (interacts with) SSTR1","false","interacts with","SLC39A1 (interacts with) SSTR1"
"interacts with","SLC39A1 (interacts with) TCF20","false","interacts with","SLC39A1 (interacts with) TCF20"
"interacts with","SLC39A1 (interacts with) TECTA","false","interacts with","SLC39A1 (interacts with) TECTA"
"interacts with","SLC39A1 (interacts with) TFCP2L1","false","interacts with","SLC39A1 (interacts with) TFCP2L1"
"interacts with","SLC39A1 (interacts with) TMEM181","false","interacts with","SLC39A1 (interacts with) TMEM181"
"interacts with","SLC39A1 (interacts with) TMPRSS11F","false","interacts with","SLC39A1 (interacts with) TMPRSS11F"
"interacts with","SLC39A1 (interacts with) TPO","false","interacts with","SLC39A1 (interacts with) TPO"
"interacts with","SLC39A1 (interacts with) TRAF6","false","interacts with","SLC39A1 (interacts with) TRAF6"
"interacts with","SLC39A1 (interacts with) TRIM7","false","interacts with","SLC39A1 (interacts with) TRIM7"
"interacts with","SLC39A1 (interacts with) TTLL5","false","interacts with","SLC39A1 (interacts with) TTLL5"
"interacts with","SLC39A1 (interacts with) UBE4B","false","interacts with","SLC39A1 (interacts with) UBE4B"
"interacts with","SLC39A1 (interacts with) UEVLD","false","interacts with","SLC39A1 (interacts with) UEVLD"
"interacts with","SLC39A1 (interacts with) USP38","false","interacts with","SLC39A1 (interacts with) USP38"
"interacts with","SLC39A1 (interacts with) WHSC1L1","false","interacts with","SLC39A1 (interacts with) WHSC1L1"
"interacts with","SLC39A1 (interacts with) ZFP91","false","interacts with","SLC39A1 (interacts with) ZFP91"
"interacts with","SLC39A1 (interacts with) ZNF148","false","interacts with","SLC39A1 (interacts with) ZNF148"
"interacts with","ADIPOR1 (interacts with) PPM1M","false","interacts with","ADIPOR1 (interacts with) PPM1M"
"interacts with","ADIPOR1 (interacts with) SMARCD3","false","interacts with","ADIPOR1 (interacts with) SMARCD3"
"interacts with","PPM1M (interacts with) RAD54B","false","interacts with","PPM1M (interacts with) RAD54B"
"interacts with","PPM1M (interacts with) RECQL4","false","interacts with","PPM1M (interacts with) RECQL4"
"interacts with","PPM1M (interacts with) RPA3","false","interacts with","PPM1M (interacts with) RPA3"
"interacts with","PPM1M (interacts with) SDHC","false","interacts with","PPM1M (interacts with) SDHC"
"interacts with","PPM1M (interacts with) TFAP2A","false","interacts with","PPM1M (interacts with) TFAP2A"
"interacts with","PPM1M (interacts with) TRIP13","false","interacts with","PPM1M (interacts with) TRIP13"
"interacts with","PPM1M (interacts with) VARS","false","interacts with","PPM1M (interacts with) VARS"
"interacts with","PPM1M (interacts with) YARS2","false","interacts with","PPM1M (interacts with) YARS2"
"interacts with","ADIPOR2 (interacts with) CHRNA1","false","interacts with","ADIPOR2 (interacts with) CHRNA1"
"interacts with","ADIPOR2 (interacts with) EPHX4","false","interacts with","ADIPOR2 (interacts with) EPHX4"
"interacts with","ADIPOR2 (interacts with) KCNA10","false","interacts with","ADIPOR2 (interacts with) KCNA10"
"interacts with","ADIPOR2 (interacts with) MYO1G","false","interacts with","ADIPOR2 (interacts with) MYO1G"
"interacts with","ADIPOR2 (interacts with) THOC7","false","interacts with","ADIPOR2 (interacts with) THOC7"
"interacts with","CHRNA1 (interacts with) ECHDC3","false","interacts with","CHRNA1 (interacts with) ECHDC3"
"interacts with","CHRNA1 (interacts with) GSTP1","false","interacts with","CHRNA1 (interacts with) GSTP1"
"interacts with","CHRNA1 (interacts with) PNPLA2","false","interacts with","CHRNA1 (interacts with) PNPLA2"
"interacts with","CHRNA1 (interacts with) SLC16A5","false","interacts with","CHRNA1 (interacts with) SLC16A5"
"interacts with","EPHX4 (interacts with) FGD4","false","interacts with","EPHX4 (interacts with) FGD4"
"interacts with","ADNP (interacts with) GDPD5","false","interacts with","ADNP (interacts with) GDPD5"
"interacts with","GDPD5 (interacts with) LRCH3","false","interacts with","GDPD5 (interacts with) LRCH3"
"interacts with","GDPD5 (interacts with) NEK11","false","interacts with","GDPD5 (interacts with) NEK11"
"interacts with","GDPD5 (interacts with) PARP9","false","interacts with","GDPD5 (interacts with) PARP9"
"interacts with","GDPD5 (interacts with) TWISTNB","false","interacts with","GDPD5 (interacts with) TWISTNB"
"interacts with","ADORA1 (interacts with) BOLL","false","interacts with","ADORA1 (interacts with) BOLL"
"interacts with","ADORA1 (interacts with) CCDC99","false","interacts with","ADORA1 (interacts with) CCDC99"
"interacts with","ADORA1 (interacts with) CSTF2","false","interacts with","ADORA1 (interacts with) CSTF2"
"interacts with","ADORA1 (interacts with) EIF3M","false","interacts with","ADORA1 (interacts with) EIF3M"
"interacts with","ADORA1 (interacts with) HACE1","false","interacts with","ADORA1 (interacts with) HACE1"
"interacts with","ADORA1 (interacts with) HNRNPH1","false","interacts with","ADORA1 (interacts with) HNRNPH1"
"interacts with","ADORA1 (interacts with) LRRFIP2","false","interacts with","ADORA1 (interacts with) LRRFIP2"
"interacts with","ADORA1 (interacts with) OR1B1","false","interacts with","ADORA1 (interacts with) OR1B1"
"interacts with","ADORA1 (interacts with) PIKFYVE","false","interacts with","ADORA1 (interacts with) PIKFYVE"
"interacts with","ADORA1 (interacts with) PIP4K2C","false","interacts with","ADORA1 (interacts with) PIP4K2C"
"interacts with","ADORA1 (interacts with) RC3H2","false","interacts with","ADORA1 (interacts with) RC3H2"
"interacts with","ADORA1 (interacts with) SLC22A13","false","interacts with","ADORA1 (interacts with) SLC22A13"
"interacts with","ADORA1 (interacts with) SPIN1","false","interacts with","ADORA1 (interacts with) SPIN1"
"interacts with","ADORA1 (interacts with) TMEM5","false","interacts with","ADORA1 (interacts with) TMEM5"
"interacts with","ADORA1 (interacts with) TMX2","false","interacts with","ADORA1 (interacts with) TMX2"
"interacts with","ADORA1 (interacts with) UGT1A7","false","interacts with","ADORA1 (interacts with) UGT1A7"
"interacts with","ADORA1 (interacts with) ZNF845","false","interacts with","ADORA1 (interacts with) ZNF845"
"interacts with","BOLL (interacts with) CADM3","false","interacts with","BOLL (interacts with) CADM3"
"interacts with","BOLL (interacts with) EFEMP2","false","interacts with","BOLL (interacts with) EFEMP2"
"interacts with","BOLL (interacts with) MMP19","false","interacts with","BOLL (interacts with) MMP19"
"interacts with","CCDC99 (interacts with) SLC13A3","false","interacts with","CCDC99 (interacts with) SLC13A3"
"interacts with","CSTF2 (interacts with) TLR5","false","interacts with","CSTF2 (interacts with) TLR5"
"interacts with","HNRNPH1 (interacts with) LIPH","false","interacts with","HNRNPH1 (interacts with) LIPH"
"interacts with","HNRNPH1 (interacts with) LMNA","false","interacts with","HNRNPH1 (interacts with) LMNA"
"interacts with","HNRNPH1 (interacts with) PTGIS","false","interacts with","HNRNPH1 (interacts with) PTGIS"
"interacts with","HNRNPH1 (interacts with) S100A10","false","interacts with","HNRNPH1 (interacts with) S100A10"
"interacts with","HNRNPH1 (interacts with) STEAP4","false","interacts with","HNRNPH1 (interacts with) STEAP4"
"interacts with","LRRFIP2 (interacts with) MEST","false","interacts with","LRRFIP2 (interacts with) MEST"
"interacts with","LRRFIP2 (interacts with) MET","false","interacts with","LRRFIP2 (interacts with) MET"
"interacts with","LRRFIP2 (interacts with) MTBP","false","interacts with","LRRFIP2 (interacts with) MTBP"
"interacts with","LRRFIP2 (interacts with) NCOA2","false","interacts with","LRRFIP2 (interacts with) NCOA2"
"interacts with","LRRFIP2 (interacts with) NEB","false","interacts with","LRRFIP2 (interacts with) NEB"
"interacts with","LRRFIP2 (interacts with) NFKBIL2","false","interacts with","LRRFIP2 (interacts with) NFKBIL2"
"interacts with","LRRFIP2 (interacts with) POFUT1","false","interacts with","LRRFIP2 (interacts with) POFUT1"
"interacts with","LRRFIP2 (interacts with) PRUNE","false","interacts with","LRRFIP2 (interacts with) PRUNE"
"interacts with","LRRFIP2 (interacts with) PTPN14","false","interacts with","LRRFIP2 (interacts with) PTPN14"
"interacts with","LRRFIP2 (interacts with) RALGAPA2","false","interacts with","LRRFIP2 (interacts with) RALGAPA2"
"interacts with","LRRFIP2 (interacts with) RALGAPB","false","interacts with","LRRFIP2 (interacts with) RALGAPB"
"interacts with","LRRFIP2 (interacts with) RNF24","false","interacts with","LRRFIP2 (interacts with) RNF24"
"interacts with","LRRFIP2 (interacts with) SLAMF9","false","interacts with","LRRFIP2 (interacts with) SLAMF9"
"interacts with","LRRFIP2 (interacts with) SLC13A3","false","interacts with","LRRFIP2 (interacts with) SLC13A3"
"interacts with","LRRFIP2 (interacts with) STK31","false","interacts with","LRRFIP2 (interacts with) STK31"
"interacts with","LRRFIP2 (interacts with) TAF1A","false","interacts with","LRRFIP2 (interacts with) TAF1A"
"interacts with","LRRFIP2 (interacts with) TFAP2A","false","interacts with","LRRFIP2 (interacts with) TFAP2A"
"interacts with","LRRFIP2 (interacts with) TOR1AIP2","false","interacts with","LRRFIP2 (interacts with) TOR1AIP2"
"interacts with","LRRFIP2 (interacts with) UBAP2L","false","interacts with","LRRFIP2 (interacts with) UBAP2L"
"interacts with","LRRFIP2 (interacts with) VASH2","false","interacts with","LRRFIP2 (interacts with) VASH2"
"interacts with","LRRFIP2 (interacts with) XPO5","false","interacts with","LRRFIP2 (interacts with) XPO5"
"interacts with","LRRFIP2 (interacts with) ZMYND8","false","interacts with","LRRFIP2 (interacts with) ZMYND8"
"interacts with","LRRFIP2 (interacts with) ZNF107","false","interacts with","LRRFIP2 (interacts with) ZNF107"
"interacts with","LRRFIP2 (interacts with) ZNF648","false","interacts with","LRRFIP2 (interacts with) ZNF648"
"interacts with","OR1B1 (interacts with) RGS19","false","interacts with","OR1B1 (interacts with) RGS19"
"interacts with","OR1B1 (interacts with) S100A11","false","interacts with","OR1B1 (interacts with) S100A11"
"interacts with","OR1B1 (interacts with) S100A9","false","interacts with","OR1B1 (interacts with) S100A9"
"interacts with","OR1B1 (interacts with) SNAI1","false","interacts with","OR1B1 (interacts with) SNAI1"
"interacts with","OR1B1 (interacts with) SPRR1B","false","interacts with","OR1B1 (interacts with) SPRR1B"
"interacts with","OR1B1 (interacts with) SPRR3","false","interacts with","OR1B1 (interacts with) SPRR3"
"interacts with","OR1B1 (interacts with) TPD52L2","false","interacts with","OR1B1 (interacts with) TPD52L2"
"interacts with","PIKFYVE (interacts with) THBS3","false","interacts with","PIKFYVE (interacts with) THBS3"
"interacts with","PIP4K2C (interacts with) PODN","false","interacts with","PIP4K2C (interacts with) PODN"
"interacts with","PIP4K2C (interacts with) PRDM16","false","interacts with","PIP4K2C (interacts with) PRDM16"
"interacts with","PIP4K2C (interacts with) PTPLA","false","interacts with","PIP4K2C (interacts with) PTPLA"
"interacts with","PIP4K2C (interacts with) RGS1","false","interacts with","PIP4K2C (interacts with) RGS1"
"interacts with","PIP4K2C (interacts with) SGIP1","false","interacts with","PIP4K2C (interacts with) SGIP1"
"interacts with","PIP4K2C (interacts with) STX19","false","interacts with","PIP4K2C (interacts with) STX19"
"interacts with","PIP4K2C (interacts with) TBC1D25","false","interacts with","PIP4K2C (interacts with) TBC1D25"
"interacts with","PIP4K2C (interacts with) TSSK3","false","interacts with","PIP4K2C (interacts with) TSSK3"
"interacts with","RC3H2 (interacts with) RGS19","false","interacts with","RC3H2 (interacts with) RGS19"
"interacts with","RC3H2 (interacts with) SCRIB","false","interacts with","RC3H2 (interacts with) SCRIB"
"interacts with","RC3H2 (interacts with) SDC4","false","interacts with","RC3H2 (interacts with) SDC4"
"interacts with","RC3H2 (interacts with) SLC5A6","false","interacts with","RC3H2 (interacts with) SLC5A6"
"interacts with","RC3H2 (interacts with) TEAD3","false","interacts with","RC3H2 (interacts with) TEAD3"
"interacts with","RC3H2 (interacts with) TFR2","false","interacts with","RC3H2 (interacts with) TFR2"
"interacts with","RC3H2 (interacts with) TRIM15","false","interacts with","RC3H2 (interacts with) TRIM15"
"interacts with","TMEM5 (interacts with) TPM2","false","interacts with","TMEM5 (interacts with) TPM2"
"interacts with","ADORA3 (interacts with) HOXB13","false","interacts with","ADORA3 (interacts with) HOXB13"
"interacts with","ADORA3 (interacts with) LRRC37A2","false","interacts with","ADORA3 (interacts with) LRRC37A2"
"interacts with","ADORA3 (interacts with) MRPS22","false","interacts with","ADORA3 (interacts with) MRPS22"
"interacts with","ADORA3 (interacts with) MSL1","false","interacts with","ADORA3 (interacts with) MSL1"
"interacts with","ADORA3 (interacts with) SRCRB4D","false","interacts with","ADORA3 (interacts with) SRCRB4D"
"interacts with","HOXB13 (interacts with) NIPAL2","false","interacts with","HOXB13 (interacts with) NIPAL2"
"interacts with","HOXB13 (interacts with) PLSCR1","false","interacts with","HOXB13 (interacts with) PLSCR1"
"interacts with","MRPS22 (interacts with) NDEL1","false","interacts with","MRPS22 (interacts with) NDEL1"
"interacts with","MRPS22 (interacts with) P4HA3","false","interacts with","MRPS22 (interacts with) P4HA3"
"interacts with","MRPS22 (interacts with) PCDHGA11","false","interacts with","MRPS22 (interacts with) PCDHGA11"
"interacts with","MRPS22 (interacts with) PMP22","false","interacts with","MRPS22 (interacts with) PMP22"
"interacts with","MRPS22 (interacts with) PRDM8","false","interacts with","MRPS22 (interacts with) PRDM8"
"interacts with","MRPS22 (interacts with) PTGS2","false","interacts with","MRPS22 (interacts with) PTGS2"
"interacts with","MRPS22 (interacts with) RGS1","false","interacts with","MRPS22 (interacts with) RGS1"
"interacts with","MRPS22 (interacts with) SH3KBP1","false","interacts with","MRPS22 (interacts with) SH3KBP1"
"interacts with","MRPS22 (interacts with) STX11","false","interacts with","MRPS22 (interacts with) STX11"
"interacts with","MRPS22 (interacts with) TBC1D1","false","interacts with","MRPS22 (interacts with) TBC1D1"
"interacts with","MRPS22 (interacts with) TLN1","false","interacts with","MRPS22 (interacts with) TLN1"
"interacts with","MRPS22 (interacts with) TNFSF12","false","interacts with","MRPS22 (interacts with) TNFSF12"
"interacts with","MRPS22 (interacts with) TNFSF14","false","interacts with","MRPS22 (interacts with) TNFSF14"
"interacts with","MRPS22 (interacts with) TPM2","false","interacts with","MRPS22 (interacts with) TPM2"
"interacts with","MRPS22 (interacts with) VEGFC","false","interacts with","MRPS22 (interacts with) VEGFC"
"interacts with","MRPS22 (interacts with) VIM","false","interacts with","MRPS22 (interacts with) VIM"
"interacts with","ADPGK (interacts with) SEMA3C","false","interacts with","ADPGK (interacts with) SEMA3C"
"interacts with","SEMA3C (interacts with) SFPQ","false","interacts with","SEMA3C (interacts with) SFPQ"
"interacts with","SEMA3C (interacts with) SIRT7","false","interacts with","SEMA3C (interacts with) SIRT7"
"interacts with","ADPRHL1 (interacts with) CAV1","false","interacts with","ADPRHL1 (interacts with) CAV1"
"interacts with","ADPRHL1 (interacts with) DCBLD2","false","interacts with","ADPRHL1 (interacts with) DCBLD2"
"interacts with","ADPRHL1 (interacts with) DFNA5","false","interacts with","ADPRHL1 (interacts with) DFNA5"
"interacts with","ADPRHL1 (interacts with) DGKG","false","interacts with","ADPRHL1 (interacts with) DGKG"
"interacts with","ADPRHL1 (interacts with) ETV5","false","interacts with","ADPRHL1 (interacts with) ETV5"
"interacts with","ADPRHL1 (interacts with) GNS","false","interacts with","ADPRHL1 (interacts with) GNS"
"interacts with","ADPRHL1 (interacts with) HGF","false","interacts with","ADPRHL1 (interacts with) HGF"
"interacts with","ADPRHL1 (interacts with) KIRREL","false","interacts with","ADPRHL1 (interacts with) KIRREL"
"interacts with","ADPRHL1 (interacts with) LRCH3","false","interacts with","ADPRHL1 (interacts with) LRCH3"
"interacts with","ADPRHL1 (interacts with) PTPN14","false","interacts with","ADPRHL1 (interacts with) PTPN14"
"interacts with","ADPRHL1 (interacts with) PTPN1","false","interacts with","ADPRHL1 (interacts with) PTPN1"
"interacts with","ADPRHL1 (interacts with) SLC16A7","false","interacts with","ADPRHL1 (interacts with) SLC16A7"
"interacts with","CAV1 (interacts with) FGF3","false","interacts with","CAV1 (interacts with) FGF3"
"interacts with","CAV1 (interacts with) GTF3C5","false","interacts with","CAV1 (interacts with) GTF3C5"
"interacts with","CAV1 (interacts with) HNRNPL","false","interacts with","CAV1 (interacts with) HNRNPL"
"interacts with","CAV1 (interacts with) MRPL38","false","interacts with","CAV1 (interacts with) MRPL38"
"interacts with","CAV1 (interacts with) MYB","false","interacts with","CAV1 (interacts with) MYB"
"interacts with","CAV1 (interacts with) RAPSN","false","interacts with","CAV1 (interacts with) RAPSN"
"interacts with","CAV1 (interacts with) RING1","false","interacts with","CAV1 (interacts with) RING1"
"interacts with","CAV1 (interacts with) RPP40","false","interacts with","CAV1 (interacts with) RPP40"
"interacts with","CAV1 (interacts with) SFPQ","false","interacts with","CAV1 (interacts with) SFPQ"
"interacts with","CAV1 (interacts with) SMPDL3B","false","interacts with","CAV1 (interacts with) SMPDL3B"
"interacts with","CAV1 (interacts with) SYT13","false","interacts with","CAV1 (interacts with) SYT13"
"interacts with","CAV1 (interacts with) TOMM22","false","interacts with","CAV1 (interacts with) TOMM22"
"interacts with","CAV1 (interacts with) UBQLN4","false","interacts with","CAV1 (interacts with) UBQLN4"
"interacts with","CAV1 (interacts with) USF2","false","interacts with","CAV1 (interacts with) USF2"
"interacts with","DCBLD2 (interacts with) KIAA0195","false","interacts with","DCBLD2 (interacts with) KIAA0195"
"interacts with","DCBLD2 (interacts with) KLHDC9","false","interacts with","DCBLD2 (interacts with) KLHDC9"
"interacts with","DCBLD2 (interacts with) MED24","false","interacts with","DCBLD2 (interacts with) MED24"
"interacts with","DCBLD2 (interacts with) SMPD2","false","interacts with","DCBLD2 (interacts with) SMPD2"
"interacts with","DCBLD2 (interacts with) UBQLN4","false","interacts with","DCBLD2 (interacts with) UBQLN4"
"interacts with","DCBLD2 (interacts with) ZNF213","false","interacts with","DCBLD2 (interacts with) ZNF213"
"interacts with","DFNA5 (interacts with) EPB41","false","interacts with","DFNA5 (interacts with) EPB41"
"interacts with","DFNA5 (interacts with) EVPL","false","interacts with","DFNA5 (interacts with) EVPL"
"interacts with","DFNA5 (interacts with) IL17C","false","interacts with","DFNA5 (interacts with) IL17C"
"interacts with","DFNA5 (interacts with) LARP1","false","interacts with","DFNA5 (interacts with) LARP1"
"interacts with","DFNA5 (interacts with) LMNB1","false","interacts with","DFNA5 (interacts with) LMNB1"
"interacts with","DFNA5 (interacts with) SHROOM1","false","interacts with","DFNA5 (interacts with) SHROOM1"
"interacts with","DFNA5 (interacts with) STX19","false","interacts with","DFNA5 (interacts with) STX19"
"interacts with","DGKG (interacts with) DLG5","false","interacts with","DGKG (interacts with) DLG5"
"interacts with","DGKG (interacts with) DNMT3B","false","interacts with","DGKG (interacts with) DNMT3B"
"interacts with","DGKG (interacts with) DYNLRB1","false","interacts with","DGKG (interacts with) DYNLRB1"
"interacts with","DGKG (interacts with) EIF3F","false","interacts with","DGKG (interacts with) EIF3F"
"interacts with","DGKG (interacts with) GNAS","false","interacts with","DGKG (interacts with) GNAS"
"interacts with","DGKG (interacts with) GPS1","false","interacts with","DGKG (interacts with) GPS1"
"interacts with","DGKG (interacts with) HM13","false","interacts with","DGKG (interacts with) HM13"
"interacts with","DGKG (interacts with) HMOX2","false","interacts with","DGKG (interacts with) HMOX2"
"interacts with","DGKG (interacts with) HNRNPR","false","interacts with","DGKG (interacts with) HNRNPR"
"interacts with","DGKG (interacts with) IGSF9","false","interacts with","DGKG (interacts with) IGSF9"
"interacts with","DGKG (interacts with) MTL5","false","interacts with","DGKG (interacts with) MTL5"
"interacts with","DGKG (interacts with) NDUFA10","false","interacts with","DGKG (interacts with) NDUFA10"
"interacts with","DGKG (interacts with) NR6A1","false","interacts with","DGKG (interacts with) NR6A1"
"interacts with","DGKG (interacts with) RALY","false","interacts with","DGKG (interacts with) RALY"
"interacts with","DGKG (interacts with) RBM39","false","interacts with","DGKG (interacts with) RBM39"
"interacts with","DGKG (interacts with) RPN2","false","interacts with","DGKG (interacts with) RPN2"
"interacts with","DGKG (interacts with) RSPH1","false","interacts with","DGKG (interacts with) RSPH1"
"interacts with","DGKG (interacts with) SF3B2","false","interacts with","DGKG (interacts with) SF3B2"
"interacts with","DGKG (interacts with) SLC35B1","false","interacts with","DGKG (interacts with) SLC35B1"
"interacts with","DGKG (interacts with) SYT7","false","interacts with","DGKG (interacts with) SYT7"
"interacts with","DGKG (interacts with) TBCD","false","interacts with","DGKG (interacts with) TBCD"
"interacts with","DGKG (interacts with) TFDP3","false","interacts with","DGKG (interacts with) TFDP3"
"interacts with","DGKG (interacts with) TMEM8A","false","interacts with","DGKG (interacts with) TMEM8A"
"interacts with","DGKG (interacts with) TOMM34","false","interacts with","DGKG (interacts with) TOMM34"
"interacts with","DGKG (interacts with) TRPC4AP","false","interacts with","DGKG (interacts with) TRPC4AP"
"interacts with","DGKG (interacts with) TSG101","false","interacts with","DGKG (interacts with) TSG101"
"interacts with","DGKG (interacts with) VIPAR","false","interacts with","DGKG (interacts with) VIPAR"
"interacts with","DGKG (interacts with) VTA1","false","interacts with","DGKG (interacts with) VTA1"
"interacts with","DGKG (interacts with) ZNF695","false","interacts with","DGKG (interacts with) ZNF695"
"interacts with","ETV5 (interacts with) MRPL12","false","interacts with","ETV5 (interacts with) MRPL12"
"interacts with","ETV5 (interacts with) OVOL1","false","interacts with","ETV5 (interacts with) OVOL1"
"interacts with","ETV5 (interacts with) PRSS8","false","interacts with","ETV5 (interacts with) PRSS8"
"interacts with","ETV5 (interacts with) SIRT7","false","interacts with","ETV5 (interacts with) SIRT7"
"interacts with","ETV5 (interacts with) SLC35A4","false","interacts with","ETV5 (interacts with) SLC35A4"
"interacts with","GNS (interacts with) HIC2","false","interacts with","GNS (interacts with) HIC2"
"interacts with","GNS (interacts with) HMGB3","false","interacts with","GNS (interacts with) HMGB3"
"interacts with","GNS (interacts with) HNRNPL","false","interacts with","GNS (interacts with) HNRNPL"
"interacts with","GNS (interacts with) HPDL","false","interacts with","GNS (interacts with) HPDL"
"interacts with","GNS (interacts with) KCNV2","false","interacts with","GNS (interacts with) KCNV2"
"interacts with","GNS (interacts with) LGALS4","false","interacts with","GNS (interacts with) LGALS4"
"interacts with","GNS (interacts with) LRCH4","false","interacts with","GNS (interacts with) LRCH4"
"interacts with","GNS (interacts with) LRFN1","false","interacts with","GNS (interacts with) LRFN1"
"interacts with","GNS (interacts with) MBOAT7","false","interacts with","GNS (interacts with) MBOAT7"
"interacts with","GNS (interacts with) MCM10","false","interacts with","GNS (interacts with) MCM10"
"interacts with","GNS (interacts with) NCK2","false","interacts with","GNS (interacts with) NCK2"
"interacts with","GNS (interacts with) NR1I3","false","interacts with","GNS (interacts with) NR1I3"
"interacts with","GNS (interacts with) PAF1","false","interacts with","GNS (interacts with) PAF1"
"interacts with","GNS (interacts with) PLXNA3","false","interacts with","GNS (interacts with) PLXNA3"
"interacts with","GNS (interacts with) PMS2","false","interacts with","GNS (interacts with) PMS2"
"interacts with","GNS (interacts with) PPFIA4","false","interacts with","GNS (interacts with) PPFIA4"
"interacts with","GNS (interacts with) PTPN18","false","interacts with","GNS (interacts with) PTPN18"
"interacts with","GNS (interacts with) RALY","false","interacts with","GNS (interacts with) RALY"
