"interaction","name","selected","shared interaction","shared name"
"interacts with","FOXP2 (interacts with) LMNB2","false","interacts with","FOXP2 (interacts with) LMNB2"
"interacts with","FOXP2 (interacts with) PTBP1","false","interacts with","FOXP2 (interacts with) PTBP1"
"interacts with","FOXP2 (interacts with) RAD51AP1","false","interacts with","FOXP2 (interacts with) RAD51AP1"
"interacts with","FOXP2 (interacts with) SLC19A1","false","interacts with","FOXP2 (interacts with) SLC19A1"
"interacts with","FOXP2 (interacts with) SUMO3","false","interacts with","FOXP2 (interacts with) SUMO3"
"interacts with","FOXP2 (interacts with) SYMPK","false","interacts with","FOXP2 (interacts with) SYMPK"
"interacts with","FOXP2 (interacts with) XRCC3","false","interacts with","FOXP2 (interacts with) XRCC3"
"interacts with","GZF1 (interacts with) ITPRIP","false","interacts with","GZF1 (interacts with) ITPRIP"
"interacts with","GZF1 (interacts with) LRSAM1","false","interacts with","GZF1 (interacts with) LRSAM1"
"interacts with","GZF1 (interacts with) PADI3","false","interacts with","GZF1 (interacts with) PADI3"
"interacts with","GZF1 (interacts with) SCAP","false","interacts with","GZF1 (interacts with) SCAP"
"interacts with","GZF1 (interacts with) SLC35A4","false","interacts with","GZF1 (interacts with) SLC35A4"
"interacts with","GZF1 (interacts with) ST6GALNAC6","false","interacts with","GZF1 (interacts with) ST6GALNAC6"
"interacts with","GZF1 (interacts with) TAP2","false","interacts with","GZF1 (interacts with) TAP2"
"interacts with","GZF1 (interacts with) TPM2","false","interacts with","GZF1 (interacts with) TPM2"
"interacts with","PHF20 (interacts with) ROBO3","false","interacts with","PHF20 (interacts with) ROBO3"
"interacts with","PHF20 (interacts with) S100B","false","interacts with","PHF20 (interacts with) S100B"
"interacts with","PHF20 (interacts with) SHROOM1","false","interacts with","PHF20 (interacts with) SHROOM1"
"interacts with","PHF20 (interacts with) SPI1","false","interacts with","PHF20 (interacts with) SPI1"
"interacts with","PHF20 (interacts with) SPINK2","false","interacts with","PHF20 (interacts with) SPINK2"
"interacts with","PHF20 (interacts with) STX19","false","interacts with","PHF20 (interacts with) STX19"
"interacts with","PHF20 (interacts with) TAC3","false","interacts with","PHF20 (interacts with) TAC3"
"interacts with","PHF20 (interacts with) TMSB10","false","interacts with","PHF20 (interacts with) TMSB10"
"interacts with","RBM12 (interacts with) SPINK2","false","interacts with","RBM12 (interacts with) SPINK2"
"interacts with","SKIL (interacts with) SLC35E4","false","interacts with","SKIL (interacts with) SLC35E4"
"interacts with","SKIL (interacts with) SLCO4A1","false","interacts with","SKIL (interacts with) SLCO4A1"
"interacts with","SKIL (interacts with) SPA17","false","interacts with","SKIL (interacts with) SPA17"
"interacts with","AVIL (interacts with) BCL2L1","false","interacts with","AVIL (interacts with) BCL2L1"
"interacts with","AVIL (interacts with) COMT","false","interacts with","AVIL (interacts with) COMT"
"interacts with","AVIL (interacts with) HNRNPL","false","interacts with","AVIL (interacts with) HNRNPL"
"interacts with","COMT (interacts with) HOXA6","false","interacts with","COMT (interacts with) HOXA6"
"interacts with","COMT (interacts with) NCOA2","false","interacts with","COMT (interacts with) NCOA2"
"interacts with","COMT (interacts with) PRPH2","false","interacts with","COMT (interacts with) PRPH2"
"interacts with","COMT (interacts with) RBM24","false","interacts with","COMT (interacts with) RBM24"
"interacts with","COMT (interacts with) SLC26A7","false","interacts with","COMT (interacts with) SLC26A7"
"interacts with","HNRNPL (interacts with) IRAK3","false","interacts with","HNRNPL (interacts with) IRAK3"
"interacts with","HNRNPL (interacts with) ITPR2","false","interacts with","HNRNPL (interacts with) ITPR2"
"interacts with","HNRNPL (interacts with) MACC1","false","interacts with","HNRNPL (interacts with) MACC1"
"interacts with","HNRNPL (interacts with) PARP8","false","interacts with","HNRNPL (interacts with) PARP8"
"interacts with","HNRNPL (interacts with) PDE1C","false","interacts with","HNRNPL (interacts with) PDE1C"
"interacts with","HNRNPL (interacts with) PROS1","false","interacts with","HNRNPL (interacts with) PROS1"
"interacts with","HNRNPL (interacts with) PTGS2","false","interacts with","HNRNPL (interacts with) PTGS2"
"interacts with","HNRNPL (interacts with) RADIL","false","interacts with","HNRNPL (interacts with) RADIL"
"interacts with","HNRNPL (interacts with) RAPGEF5","false","interacts with","HNRNPL (interacts with) RAPGEF5"
"interacts with","HNRNPL (interacts with) RASSF3","false","interacts with","HNRNPL (interacts with) RASSF3"
"interacts with","HNRNPL (interacts with) RASSF9","false","interacts with","HNRNPL (interacts with) RASSF9"
"interacts with","HNRNPL (interacts with) RNF144B","false","interacts with","HNRNPL (interacts with) RNF144B"
"interacts with","HNRNPL (interacts with) SEMA3E","false","interacts with","HNRNPL (interacts with) SEMA3E"
"interacts with","HNRNPL (interacts with) SLC22A17","false","interacts with","HNRNPL (interacts with) SLC22A17"
"interacts with","HNRNPL (interacts with) STAT6","false","interacts with","HNRNPL (interacts with) STAT6"
"interacts with","HNRNPL (interacts with) TFPI2","false","interacts with","HNRNPL (interacts with) TFPI2"
"interacts with","HNRNPL (interacts with) TMTC2","false","interacts with","HNRNPL (interacts with) TMTC2"
"interacts with","HNRNPL (interacts with) TSPAN31","false","interacts with","HNRNPL (interacts with) TSPAN31"
"interacts with","TAS1R1 (interacts with) TBRG4","false","interacts with","TAS1R1 (interacts with) TBRG4"
"interacts with","TAS1R1 (interacts with) UPP1","false","interacts with","TAS1R1 (interacts with) UPP1"
"interacts with","TAS1R1 (interacts with) XPO5","false","interacts with","TAS1R1 (interacts with) XPO5"
"interacts with","AVPR1A (interacts with) HNRNPL","false","interacts with","AVPR1A (interacts with) HNRNPL"
"interacts with","AVPR1A (interacts with) KIF2C","false","interacts with","AVPR1A (interacts with) KIF2C"
"interacts with","AVPR1A (interacts with) LSR","false","interacts with","AVPR1A (interacts with) LSR"
"interacts with","AVPR1A (interacts with) MRPL37","false","interacts with","AVPR1A (interacts with) MRPL37"
"interacts with","AVPR1A (interacts with) NT5C3","false","interacts with","AVPR1A (interacts with) NT5C3"
"interacts with","AVPR1A (interacts with) OVOL2","false","interacts with","AVPR1A (interacts with) OVOL2"
"interacts with","AVPR1A (interacts with) PMS2","false","interacts with","AVPR1A (interacts with) PMS2"
"interacts with","AVPR1A (interacts with) SRD5A3","false","interacts with","AVPR1A (interacts with) SRD5A3"
"interacts with","OVOL2 (interacts with) TPM2","false","interacts with","OVOL2 (interacts with) TPM2"
"interacts with","AVP (interacts with) POLR3G","false","interacts with","AVP (interacts with) POLR3G"
"interacts with","POLR3G (interacts with) SLC22A7","false","interacts with","POLR3G (interacts with) SLC22A7"
"interacts with","POLR3G (interacts with) TP53TG5","false","interacts with","POLR3G (interacts with) TP53TG5"
"interacts with","AXIN2 (interacts with) GPR87","false","interacts with","AXIN2 (interacts with) GPR87"
"interacts with","AXIN2 (interacts with) IGF2BP3","false","interacts with","AXIN2 (interacts with) IGF2BP3"
"interacts with","AXL (interacts with) CHMP4C","false","interacts with","AXL (interacts with) CHMP4C"
"interacts with","AXL (interacts with) CLDN4","false","interacts with","AXL (interacts with) CLDN4"
"interacts with","AXL (interacts with) DSCC1","false","interacts with","AXL (interacts with) DSCC1"
"interacts with","AXL (interacts with) EIF2AK1","false","interacts with","AXL (interacts with) EIF2AK1"
"interacts with","AXL (interacts with) ERBB3","false","interacts with","AXL (interacts with) ERBB3"
"interacts with","AXL (interacts with) GLRX2","false","interacts with","AXL (interacts with) GLRX2"
"interacts with","AXL (interacts with) KLHL31","false","interacts with","AXL (interacts with) KLHL31"
"interacts with","AXL (interacts with) KRT8","false","interacts with","AXL (interacts with) KRT8"
"interacts with","AXL (interacts with) LRCH4","false","interacts with","AXL (interacts with) LRCH4"
"interacts with","AXL (interacts with) MAP6D1","false","interacts with","AXL (interacts with) MAP6D1"
"interacts with","AXL (interacts with) NPHS2","false","interacts with","AXL (interacts with) NPHS2"
"interacts with","AXL (interacts with) NSUN5","false","interacts with","AXL (interacts with) NSUN5"
"interacts with","AXL (interacts with) POM121","false","interacts with","AXL (interacts with) POM121"
"interacts with","AXL (interacts with) RABIF","false","interacts with","AXL (interacts with) RABIF"
"interacts with","AXL (interacts with) RUSC1","false","interacts with","AXL (interacts with) RUSC1"
"interacts with","AXL (interacts with) STX19","false","interacts with","AXL (interacts with) STX19"
"interacts with","ERBB3 (interacts with) FKBP9","false","interacts with","ERBB3 (interacts with) FKBP9"
"interacts with","ERBB3 (interacts with) RASA3","false","interacts with","ERBB3 (interacts with) RASA3"
"interacts with","ERBB3 (interacts with) SLC16A1","false","interacts with","ERBB3 (interacts with) SLC16A1"
"interacts with","KLHL31 (interacts with) PAPPA","false","interacts with","KLHL31 (interacts with) PAPPA"
"interacts with","KLHL31 (interacts with) RDH8","false","interacts with","KLHL31 (interacts with) RDH8"
"interacts with","KLHL31 (interacts with) TSHZ3","false","interacts with","KLHL31 (interacts with) TSHZ3"
"interacts with","MAP6D1 (interacts with) PCDH12","false","interacts with","MAP6D1 (interacts with) PCDH12"
"interacts with","MAP6D1 (interacts with) PCDHGA11","false","interacts with","MAP6D1 (interacts with) PCDHGA11"
"interacts with","NPHS2 (interacts with) TGFBI","false","interacts with","NPHS2 (interacts with) TGFBI"
"interacts with","POM121 (interacts with) PRR16","false","interacts with","POM121 (interacts with) PRR16"
"interacts with","POM121 (interacts with) S100B","false","interacts with","POM121 (interacts with) S100B"
"interacts with","POM121 (interacts with) SQSTM1","false","interacts with","POM121 (interacts with) SQSTM1"
"interacts with","POM121 (interacts with) TNFRSF10C","false","interacts with","POM121 (interacts with) TNFRSF10C"
"interacts with","POM121 (interacts with) ZNF365","false","interacts with","POM121 (interacts with) ZNF365"
"interacts with","RABIF (interacts with) RBMS1","false","interacts with","RABIF (interacts with) RBMS1"
"interacts with","RABIF (interacts with) RSPO2","false","interacts with","RABIF (interacts with) RSPO2"
"interacts with","RABIF (interacts with) TFPI2","false","interacts with","RABIF (interacts with) TFPI2"
"interacts with","RABIF (interacts with) TFPI","false","interacts with","RABIF (interacts with) TFPI"
"interacts with","RABIF (interacts with) TMBIM1","false","interacts with","RABIF (interacts with) TMBIM1"
"interacts with","AZGP1 (interacts with) DMBX1","false","interacts with","AZGP1 (interacts with) DMBX1"
"interacts with","AZGP1 (interacts with) MAN1B1","false","interacts with","AZGP1 (interacts with) MAN1B1"
"interacts with","AZGP1 (interacts with) MMP11","false","interacts with","AZGP1 (interacts with) MMP11"
"interacts with","AZGP1 (interacts with) MMP13","false","interacts with","AZGP1 (interacts with) MMP13"
"interacts with","MMP13 (interacts with) SMARCD3","false","interacts with","MMP13 (interacts with) SMARCD3"
"interacts with","AZI1 (interacts with) VPS37A","false","interacts with","AZI1 (interacts with) VPS37A"
"interacts with","AZU1 (interacts with) SP8","false","interacts with","AZU1 (interacts with) SP8"
"interacts with","B2M (interacts with) C2orf43","false","interacts with","B2M (interacts with) C2orf43"
"interacts with","B3GALNT1 (interacts with) LHB","false","interacts with","B3GALNT1 (interacts with) LHB"
"interacts with","B3GALNT1 (interacts with) SLCO4A1","false","interacts with","B3GALNT1 (interacts with) SLCO4A1"
"interacts with","LHB (interacts with) NIPBL","false","interacts with","LHB (interacts with) NIPBL"
"interacts with","LHB (interacts with) PCLO","false","interacts with","LHB (interacts with) PCLO"
"interacts with","LHB (interacts with) PPP1R9A","false","interacts with","LHB (interacts with) PPP1R9A"
"interacts with","LHB (interacts with) PPP2R3A","false","interacts with","LHB (interacts with) PPP2R3A"
"interacts with","LHB (interacts with) RAPGEF5","false","interacts with","LHB (interacts with) RAPGEF5"
"interacts with","LHB (interacts with) SEMA3E","false","interacts with","LHB (interacts with) SEMA3E"
"interacts with","LHB (interacts with) TRIM56","false","interacts with","LHB (interacts with) TRIM56"
"interacts with","LHB (interacts with) TSC22D2","false","interacts with","LHB (interacts with) TSC22D2"
"interacts with","LHB (interacts with) UGT3A1","false","interacts with","LHB (interacts with) UGT3A1"
"interacts with","LHB (interacts with) ZPBP","false","interacts with","LHB (interacts with) ZPBP"
"interacts with","B3GALT1 (interacts with) DCUN1D5","false","interacts with","B3GALT1 (interacts with) DCUN1D5"
"interacts with","DCUN1D5 (interacts with) TPK1","false","interacts with","DCUN1D5 (interacts with) TPK1"
"interacts with","B3GALT4 (interacts with) KRT75","false","interacts with","B3GALT4 (interacts with) KRT75"
"interacts with","KRT75 (interacts with) NAALAD2","false","interacts with","KRT75 (interacts with) NAALAD2"
"interacts with","KRT75 (interacts with) OMA1","false","interacts with","KRT75 (interacts with) OMA1"
"interacts with","KRT75 (interacts with) PRAMEF10","false","interacts with","KRT75 (interacts with) PRAMEF10"
"interacts with","KRT75 (interacts with) PRAMEF11","false","interacts with","KRT75 (interacts with) PRAMEF11"
"interacts with","KRT75 (interacts with) PRAMEF4","false","interacts with","KRT75 (interacts with) PRAMEF4"
"interacts with","KRT75 (interacts with) RHAG","false","interacts with","KRT75 (interacts with) RHAG"
"interacts with","B3GALT5 (interacts with) CTSA","false","interacts with","B3GALT5 (interacts with) CTSA"
"interacts with","B3GALT5 (interacts with) DBNL","false","interacts with","B3GALT5 (interacts with) DBNL"
"interacts with","B3GALT5 (interacts with) PCBP1","false","interacts with","B3GALT5 (interacts with) PCBP1"
"interacts with","B3GALT5 (interacts with) SLC4A2","false","interacts with","B3GALT5 (interacts with) SLC4A2"
"interacts with","DBNL (interacts with) DCUN1D3","false","interacts with","DBNL (interacts with) DCUN1D3"
"interacts with","DBNL (interacts with) DNAJC22","false","interacts with","DBNL (interacts with) DNAJC22"
"interacts with","DBNL (interacts with) EIF4E","false","interacts with","DBNL (interacts with) EIF4E"
"interacts with","DBNL (interacts with) FAM26D","false","interacts with","DBNL (interacts with) FAM26D"
"interacts with","DBNL (interacts with) FGD6","false","interacts with","DBNL (interacts with) FGD6"
"interacts with","DBNL (interacts with) FTMT","false","interacts with","DBNL (interacts with) FTMT"
"interacts with","DBNL (interacts with) GLB1L2","false","interacts with","DBNL (interacts with) GLB1L2"
"interacts with","DBNL (interacts with) GPRC5B","false","interacts with","DBNL (interacts with) GPRC5B"
"interacts with","DBNL (interacts with) HOMER1","false","interacts with","DBNL (interacts with) HOMER1"
"interacts with","DBNL (interacts with) IFNA2","false","interacts with","DBNL (interacts with) IFNA2"
"interacts with","DBNL (interacts with) ITGB1","false","interacts with","DBNL (interacts with) ITGB1"
"interacts with","DBNL (interacts with) KCTD19","false","interacts with","DBNL (interacts with) KCTD19"
"interacts with","DBNL (interacts with) LCA5","false","interacts with","DBNL (interacts with) LCA5"
"interacts with","DBNL (interacts with) MORC1","false","interacts with","DBNL (interacts with) MORC1"
"interacts with","DBNL (interacts with) MRGPRD","false","interacts with","DBNL (interacts with) MRGPRD"
"interacts with","DBNL (interacts with) NETO2","false","interacts with","DBNL (interacts with) NETO2"
"interacts with","DBNL (interacts with) NMBR","false","interacts with","DBNL (interacts with) NMBR"
"interacts with","DBNL (interacts with) OR7A5","false","interacts with","DBNL (interacts with) OR7A5"
"interacts with","DBNL (interacts with) PAK1IP1","false","interacts with","DBNL (interacts with) PAK1IP1"
"interacts with","DBNL (interacts with) PCDHA11","false","interacts with","DBNL (interacts with) PCDHA11"
"interacts with","DBNL (interacts with) PCDHA2","false","interacts with","DBNL (interacts with) PCDHA2"
"interacts with","DBNL (interacts with) PDILT","false","interacts with","DBNL (interacts with) PDILT"
"interacts with","DBNL (interacts with) PNLIPRP1","false","interacts with","DBNL (interacts with) PNLIPRP1"
"interacts with","DBNL (interacts with) PPARGC1B","false","interacts with","DBNL (interacts with) PPARGC1B"
"interacts with","DBNL (interacts with) PRELID2","false","interacts with","DBNL (interacts with) PRELID2"
"interacts with","DBNL (interacts with) PTX4","false","interacts with","DBNL (interacts with) PTX4"
"interacts with","DBNL (interacts with) RHOBTB3","false","interacts with","DBNL (interacts with) RHOBTB3"
"interacts with","DBNL (interacts with) RSL1D1","false","interacts with","DBNL (interacts with) RSL1D1"
"interacts with","DBNL (interacts with) SCNN1G","false","interacts with","DBNL (interacts with) SCNN1G"
"interacts with","DBNL (interacts with) SEMA4G","false","interacts with","DBNL (interacts with) SEMA4G"
"interacts with","DBNL (interacts with) SGTB","false","interacts with","DBNL (interacts with) SGTB"
"interacts with","DBNL (interacts with) SLC17A4","false","interacts with","DBNL (interacts with) SLC17A4"
"interacts with","DBNL (interacts with) SLC27A6","false","interacts with","DBNL (interacts with) SLC27A6"
"interacts with","DBNL (interacts with) SLC4A1","false","interacts with","DBNL (interacts with) SLC4A1"
"interacts with","DBNL (interacts with) SLC7A1","false","interacts with","DBNL (interacts with) SLC7A1"
"interacts with","DBNL (interacts with) SLCO1B1","false","interacts with","DBNL (interacts with) SLCO1B1"
"interacts with","DBNL (interacts with) SV2C","false","interacts with","DBNL (interacts with) SV2C"
"interacts with","DBNL (interacts with) TBC1D24","false","interacts with","DBNL (interacts with) TBC1D24"
"interacts with","DBNL (interacts with) TECTB","false","interacts with","DBNL (interacts with) TECTB"
"interacts with","DBNL (interacts with) TMC7","false","interacts with","DBNL (interacts with) TMC7"
"interacts with","DBNL (interacts with) TMEM2","false","interacts with","DBNL (interacts with) TMEM2"
"interacts with","DBNL (interacts with) TTC29","false","interacts with","DBNL (interacts with) TTC29"
"interacts with","DBNL (interacts with) UGT2B10","false","interacts with","DBNL (interacts with) UGT2B10"
"interacts with","DBNL (interacts with) UGT2B4","false","interacts with","DBNL (interacts with) UGT2B4"
"interacts with","DBNL (interacts with) ZNF366","false","interacts with","DBNL (interacts with) ZNF366"
"interacts with","DBNL (interacts with) ZNF805","false","interacts with","DBNL (interacts with) ZNF805"
"interacts with","B3GAT3 (interacts with) CFTR","false","interacts with","B3GAT3 (interacts with) CFTR"
"interacts with","B3GAT3 (interacts with) FABP4","false","interacts with","B3GAT3 (interacts with) FABP4"
"interacts with","B3GAT3 (interacts with) KLF10","false","interacts with","B3GAT3 (interacts with) KLF10"
"interacts with","B3GAT3 (interacts with) LMO3","false","interacts with","B3GAT3 (interacts with) LMO3"
"interacts with","B3GAT3 (interacts with) NECAB1","false","interacts with","B3GAT3 (interacts with) NECAB1"
"interacts with","B3GAT3 (interacts with) SLC26A4","false","interacts with","B3GAT3 (interacts with) SLC26A4"
"interacts with","B3GAT3 (interacts with) SNTB1","false","interacts with","B3GAT3 (interacts with) SNTB1"
"interacts with","B3GAT3 (interacts with) TES","false","interacts with","B3GAT3 (interacts with) TES"
"interacts with","FABP4 (interacts with) TMEM63B","false","interacts with","FABP4 (interacts with) TMEM63B"
"interacts with","LMO3 (interacts with) ZBTB17","false","interacts with","LMO3 (interacts with) ZBTB17"
"interacts with","NECAB1 (interacts with) PCBP1","false","interacts with","NECAB1 (interacts with) PCBP1"
"interacts with","NECAB1 (interacts with) PSMF1","false","interacts with","NECAB1 (interacts with) PSMF1"
"interacts with","SLC26A4 (interacts with) SLC2A1","false","interacts with","SLC26A4 (interacts with) SLC2A1"
"interacts with","SLC26A4 (interacts with) SNRPA","false","interacts with","SLC26A4 (interacts with) SNRPA"
"interacts with","SLC26A4 (interacts with) SSRP1","false","interacts with","SLC26A4 (interacts with) SSRP1"
"interacts with","SLC26A4 (interacts with) TOMM40","false","interacts with","SLC26A4 (interacts with) TOMM40"
"interacts with","SNTB1 (interacts with) TFAP2A","false","interacts with","SNTB1 (interacts with) TFAP2A"
"interacts with","B3GNT4 (interacts with) BCHE","false","interacts with","B3GNT4 (interacts with) BCHE"
"interacts with","B3GNT4 (interacts with) FKBP7","false","interacts with","B3GNT4 (interacts with) FKBP7"
"interacts with","B3GNT4 (interacts with) LEFTY2","false","interacts with","B3GNT4 (interacts with) LEFTY2"
"interacts with","B3GNT4 (interacts with) RHAG","false","interacts with","B3GNT4 (interacts with) RHAG"
"interacts with","B3GNT4 (interacts with) TFPI2","false","interacts with","B3GNT4 (interacts with) TFPI2"
"interacts with","FKBP7 (interacts with) GLRX2","false","interacts with","FKBP7 (interacts with) GLRX2"
"interacts with","FKBP7 (interacts with) GRHL2","false","interacts with","FKBP7 (interacts with) GRHL2"
"interacts with","FKBP7 (interacts with) IARS2","false","interacts with","FKBP7 (interacts with) IARS2"
"interacts with","FKBP7 (interacts with) LLPH","false","interacts with","FKBP7 (interacts with) LLPH"
"interacts with","FKBP7 (interacts with) MRPL38","false","interacts with","FKBP7 (interacts with) MRPL38"
"interacts with","FKBP7 (interacts with) NACA2","false","interacts with","FKBP7 (interacts with) NACA2"
"interacts with","FKBP7 (interacts with) NFRKB","false","interacts with","FKBP7 (interacts with) NFRKB"
"interacts with","FKBP7 (interacts with) PSMD9","false","interacts with","FKBP7 (interacts with) PSMD9"
"interacts with","FKBP7 (interacts with) RPN1","false","interacts with","FKBP7 (interacts with) RPN1"
"interacts with","FKBP7 (interacts with) SIRT7","false","interacts with","FKBP7 (interacts with) SIRT7"
"interacts with","FKBP7 (interacts with) SLC29A2","false","interacts with","FKBP7 (interacts with) SLC29A2"
"interacts with","FKBP7 (interacts with) SNRPB","false","interacts with","FKBP7 (interacts with) SNRPB"
"interacts with","FKBP7 (interacts with) SPTBN2","false","interacts with","FKBP7 (interacts with) SPTBN2"
"interacts with","FKBP7 (interacts with) TRIP13","false","interacts with","FKBP7 (interacts with) TRIP13"
"interacts with","FKBP7 (interacts with) TSG101","false","interacts with","FKBP7 (interacts with) TSG101"
"interacts with","FKBP7 (interacts with) YIF1A","false","interacts with","FKBP7 (interacts with) YIF1A"
"interacts with","CTXN1 (interacts with) FGD4","false","interacts with","CTXN1 (interacts with) FGD4"
"interacts with","EML3 (interacts with) RALGAPA2","false","interacts with","EML3 (interacts with) RALGAPA2"
"interacts with","HMHA1 (interacts with) RNF168","false","interacts with","HMHA1 (interacts with) RNF168"
"interacts with","MFSD7 (interacts with) TSC22D2","false","interacts with","MFSD7 (interacts with) TSC22D2"
"interacts with","B3GNT6 (interacts with) ITGB1BP1","false","interacts with","B3GNT6 (interacts with) ITGB1BP1"
"interacts with","B3GNT7 (interacts with) MED20","false","interacts with","B3GNT7 (interacts with) MED20"
"interacts with","B3GNT7 (interacts with) USP49","false","interacts with","B3GNT7 (interacts with) USP49"
"interacts with","B3GNT7 (interacts with) ZNF107","false","interacts with","B3GNT7 (interacts with) ZNF107"
"interacts with","MED20 (interacts with) PRDM6","false","interacts with","MED20 (interacts with) PRDM6"
"interacts with","MED20 (interacts with) SEMA3E","false","interacts with","MED20 (interacts with) SEMA3E"
"interacts with","SLCO1B1 (interacts with) SORCS2","false","interacts with","SLCO1B1 (interacts with) SORCS2"
"interacts with","SLCO1B1 (interacts with) SORT1","false","interacts with","SLCO1B1 (interacts with) SORT1"
"interacts with","SLCO1B1 (interacts with) TPM2","false","interacts with","SLCO1B1 (interacts with) TPM2"
"interacts with","B3GNTL1 (interacts with) FZD1","false","interacts with","B3GNTL1 (interacts with) FZD1"
"interacts with","FZD1 (interacts with) MED19","false","interacts with","FZD1 (interacts with) MED19"
"interacts with","FZD1 (interacts with) RPP40","false","interacts with","FZD1 (interacts with) RPP40"
"interacts with","B4GALNT3 (interacts with) TPM2","false","interacts with","B4GALNT3 (interacts with) TPM2"
"interacts with","B4GALNT4 (interacts with) KLF10","false","interacts with","B4GALNT4 (interacts with) KLF10"
"interacts with","B4GALNT4 (interacts with) PTPN12","false","interacts with","B4GALNT4 (interacts with) PTPN12"
"interacts with","B4GALT1 (interacts with) RADIL","false","interacts with","B4GALT1 (interacts with) RADIL"
"interacts with","B4GALT2 (interacts with) COL14A1","false","interacts with","B4GALT2 (interacts with) COL14A1"
"interacts with","B4GALT2 (interacts with) IGF1","false","interacts with","B4GALT2 (interacts with) IGF1"
"interacts with","B4GALT2 (interacts with) KCNA6","false","interacts with","B4GALT2 (interacts with) KCNA6"
"interacts with","B4GALT2 (interacts with) RB1","false","interacts with","B4GALT2 (interacts with) RB1"
"interacts with","COL14A1 (interacts with) DNASE1L2","false","interacts with","COL14A1 (interacts with) DNASE1L2"
"interacts with","COL14A1 (interacts with) EWSR1","false","interacts with","COL14A1 (interacts with) EWSR1"
"interacts with","COL14A1 (interacts with) KCNJ4","false","interacts with","COL14A1 (interacts with) KCNJ4"
"interacts with","COL14A1 (interacts with) LHB","false","interacts with","COL14A1 (interacts with) LHB"
"interacts with","COL14A1 (interacts with) MED15","false","interacts with","COL14A1 (interacts with) MED15"
"interacts with","COL14A1 (interacts with) MED19","false","interacts with","COL14A1 (interacts with) MED19"
"interacts with","COL14A1 (interacts with) MRPS18A","false","interacts with","COL14A1 (interacts with) MRPS18A"
"interacts with","COL14A1 (interacts with) MTCH1","false","interacts with","COL14A1 (interacts with) MTCH1"
"interacts with","COL14A1 (interacts with) MTL5","false","interacts with","COL14A1 (interacts with) MTL5"
"interacts with","COL14A1 (interacts with) PRKCSH","false","interacts with","COL14A1 (interacts with) PRKCSH"
"interacts with","COL14A1 (interacts with) PRSS22","false","interacts with","COL14A1 (interacts with) PRSS22"
"interacts with","COL14A1 (interacts with) PTDSS2","false","interacts with","COL14A1 (interacts with) PTDSS2"
"interacts with","COL14A1 (interacts with) RPP40","false","interacts with","COL14A1 (interacts with) RPP40"
"interacts with","COL14A1 (interacts with) SPINT1","false","interacts with","COL14A1 (interacts with) SPINT1"
"interacts with","COL14A1 (interacts with) WRAP53","false","interacts with","COL14A1 (interacts with) WRAP53"
"interacts with","COL14A1 (interacts with) ZBTB12","false","interacts with","COL14A1 (interacts with) ZBTB12"
"interacts with","COL14A1 (interacts with) ZNF239","false","interacts with","COL14A1 (interacts with) ZNF239"
"interacts with","KCNA6 (interacts with) MRPL37","false","interacts with","KCNA6 (interacts with) MRPL37"
"interacts with","B4GALT3 (interacts with) CXCR1","false","interacts with","B4GALT3 (interacts with) CXCR1"
"interacts with","B4GALT3 (interacts with) CYP11A1","false","interacts with","B4GALT3 (interacts with) CYP11A1"
"interacts with","CXCR1 (interacts with) DEDD","false","interacts with","CXCR1 (interacts with) DEDD"
"interacts with","CXCR1 (interacts with) DHX9","false","interacts with","CXCR1 (interacts with) DHX9"
"interacts with","CXCR1 (interacts with) FAM189B","false","interacts with","CXCR1 (interacts with) FAM189B"
"interacts with","CXCR1 (interacts with) FLAD1","false","interacts with","CXCR1 (interacts with) FLAD1"
"interacts with","CXCR1 (interacts with) FOXH1","false","interacts with","CXCR1 (interacts with) FOXH1"
"interacts with","CXCR1 (interacts with) FOXK1","false","interacts with","CXCR1 (interacts with) FOXK1"
"interacts with","CXCR1 (interacts with) GATAD2B","false","interacts with","CXCR1 (interacts with) GATAD2B"
"interacts with","CXCR1 (interacts with) GPATCH4","false","interacts with","CXCR1 (interacts with) GPATCH4"
"interacts with","CXCR1 (interacts with) HDGF","false","interacts with","CXCR1 (interacts with) HDGF"
"interacts with","CXCR1 (interacts with) HNRNPU","false","interacts with","CXCR1 (interacts with) HNRNPU"
"interacts with","CXCR1 (interacts with) IQGAP3","false","interacts with","CXCR1 (interacts with) IQGAP3"
"interacts with","CXCR1 (interacts with) LRFN4","false","interacts with","CXCR1 (interacts with) LRFN4"
"interacts with","CXCR1 (interacts with) NAA25","false","interacts with","CXCR1 (interacts with) NAA25"
"interacts with","CXCR1 (interacts with) NFKBIL2","false","interacts with","CXCR1 (interacts with) NFKBIL2"
"interacts with","CXCR1 (interacts with) PRCC","false","interacts with","CXCR1 (interacts with) PRCC"
"interacts with","CXCR1 (interacts with) PTK2","false","interacts with","CXCR1 (interacts with) PTK2"
"interacts with","CXCR1 (interacts with) PYGO2","false","interacts with","CXCR1 (interacts with) PYGO2"
"interacts with","CXCR1 (interacts with) SMG7","false","interacts with","CXCR1 (interacts with) SMG7"
"interacts with","CXCR1 (interacts with) TMEM79","false","interacts with","CXCR1 (interacts with) TMEM79"
"interacts with","CXCR1 (interacts with) TPR","false","interacts with","CXCR1 (interacts with) TPR"
"interacts with","CXCR1 (interacts with) UBQLN4","false","interacts with","CXCR1 (interacts with) UBQLN4"
